model,fit_seconds,mll,train_rmse,train_mae,train_r2,train_z_mean,train_z_std,train_frac_abs_z_gt_2,train_frac_abs_z_gt_3,target_std,kernel_diag_min,kernel_diag_max,noise_standardized,eig_min,eig_max,condition_number,loo_rmse_model_space,loo_mae_model_space,loo_z_mean,loo_z_std,loo_frac_abs_z_gt_2,loo_frac_abs_z_gt_3,loo_cholesky_jitter,baseline_outputscale,baseline_c0,baseline_main_scale,baseline_effective_c0,baseline_effective_main_scale,baseline_ess_lengthscale,baseline_conc_lengthscale__cmc,baseline_conc_lengthscale__peg20k,baseline_conc_lengthscale__dmso,baseline_conc_lengthscale__pl127,baseline_conc_lengthscale__bsa,baseline_conc_lengthscale__pva,baseline_conc_lengthscale__tw80,baseline_conc_lengthscale__glycerol,baseline_conc_lengthscale__tw20,baseline_conc_lengthscale__imidazole,baseline_conc_lengthscale__tx100,baseline_conc_lengthscale__edta,baseline_conc_lengthscale__mgso4,baseline_conc_lengthscale__sucrose,baseline_conc_lengthscale__cacl2,baseline_conc_lengthscale__znso4,baseline_conc_lengthscale__paa,baseline_conc_lengthscale__mncl2,baseline_conc_lengthscale__peg200k,baseline_conc_lengthscale__feso4,baseline_conc_lengthscale__peg6k,baseline_conc_lengthscale__peg400
baseline_kernel,5.2649054527282715,-0.31315359331501474,6474.495489375866,4637.234641311236,0.9391138464706786,-0.0010913614422537092,0.8727711368068505,0.03587443946188341,0.013452914798206279,26268.428212169514,0.6770398235878037,0.9703864660907029,0.07255091286728703,0.07255091286728543,285.7102822415953,3938.0659863540795,0.2899850504700003,0.21161512403827118,0.0009586801714218374,0.9800010150916991,0.04708520179372197,0.017937219730941704,0.0,1.1028167007258158,0.6139187256977626,0.13299882125009255,0.6770398235878037,0.14667332125144958,"[0.6547052868029574, 0.08139305279627206]",0.2923338142354956,0.31669773610976587,0.14069351183093806,0.11679631760868892,0.31991519457187145,0.24721290993597114,0.15643427800859094,0.15689773467034923,0.29923110342697407,0.08242772107412737,0.2605569921856721,0.30416109773460354,0.293154527923678,0.28201019451230847,0.07530238998498145,0.411902681418108,0.21715192960014945,0.27620704238395566,0.2901198592662109,0.26790224791354283,0.30090583249910147,0.3150996087753028
