HRP,model,TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
0.0001,fixed_sem_shrunk,0.542439001,0.009363604,708.2155093,127.0024033,132.4942599
0.0001,fixed_sem_shrunk,0.470041136,0.008349384,704.5838299,125.4234542,130.9815305
0.0001,fixed_sem_shrunk,0.577475311,0.008177578,702.3507263,128.6539065,134.0781344
0.0001,fixed_sem_shrunk,0.608448004,0.008889333,680.0930353,146.3228174,151.1141468
0.0001,fixed_sem_shrunk,0.51766913,0.007803908,674.1558931,146.3696309,151.1594765
0.0001,fixed_sem_shrunk,0.460573025,0.009204748,672.1768203,150.9279873,155.5775556
0.0001,fixed_sem_shrunk,0.172892538,0.012800065,586.5287393,173.0063159,177.0771127
0.0001,fixed_sem_shrunk,0.415719582,0.008230323,586.0034047,189.2088309,192.9380734
0.0001,fixed_sem_shrunk,0.880430632,0.017648377,584.2619583,173.1634769,177.2306638
0.0001,fixed_sem_shrunk,0.153320498,0.015302162,581.1310068,167.6113138,171.8099851
0.0001,fixed_sem_shrunk,1,0.017520214,577.8739798,176.0532647,180.0551874
0.0001,fixed_sem_shrunk,0.490243982,0.010331187,569.0437152,199.7746903,203.3102195
0.0001,fixed_sem_shrunk,1,0.023043482,567.5625395,179.0359815,182.9726787
0.0001,fixed_sem_shrunk,0.132262742,0.015377463,562.8675513,174.9334944,178.9604591
0.0001,fixed_sem_shrunk,0.119299641,0.013332878,561.845852,165.3260062,169.581269
0.0001,fixed_sem_shrunk,0.775460059,0.021548931,560.7668044,182.4891413,186.3529049
0.0001,fixed_sem_shrunk,0.41901415,0.009687453,560.3183893,201.8087384,205.3092432
0.0001,fixed_sem_shrunk,0.136500361,0.011817377,557.9683493,177.2421704,181.2178398
0.0001,fixed_sem_shrunk,0.678100716,0.007882962,549.0644267,204.0808937,207.543079
0.0001,fixed_sem_shrunk,0.076065508,0.107532753,543.1116464,182.6109947,186.4722334
0.0001,fixed_sem_shrunk,0.64478135,0.010212292,530.5780252,211.8838867,215.2205843
0.0001,fixed_sem_shrunk,0.601393917,0.007143536,524.4923521,210.2659172,213.6278877
0.0001,fixed_sem_shrunk,0.097540137,0.118376438,515.4255923,195.6562873,199.2649022
0.0001,fixed_sem_shrunk,0.116990928,0.096842648,510.2727704,192.7259872,196.3884534
0.0001,fixed_sem_shrunk,0.708288545,0.018937647,506.6789761,206.624976,210.0452313
0.0001,fixed_sem_shrunk,0.078050771,0.087580991,500.3843698,197.049818,200.6333702
0.0001,fixed_sem_shrunk,0.922107162,0.024627437,495.4053637,208.8718418,212.2558945
0.0001,fixed_sem_shrunk,0.203325616,0.013685648,475.9058398,216.3537977,219.622595
0.0001,fixed_sem_shrunk,0.795070577,0.008497003,457.6687568,226.7710575,229.8917811
0.0001,fixed_sem_shrunk,0.43454657,0.874307333,393.6007215,220.5990055,223.805808
0.0001,fixed_sem_shrunk,0.576621337,0.831835006,385.7949824,222.876219,226.0507187
0.0001,fixed_sem_shrunk,0.270041792,0.011781138,371.3060121,239.1023363,242.0641355
0.01,fixed_sem_shrunk,0.33485683,0.00932281,7447.96372,357.6932635,399.6476906
0.01,fixed_sem_shrunk,0.344963434,0.010343261,7433.650165,341.6805308,385.3821363
0.01,fixed_sem_shrunk,0.311346464,0.010552918,7413.848643,256.6840641,312.5068233
0.01,fixed_sem_shrunk,0.323158995,0.008218435,7412.4185,390.8813207,429.6068118
0.01,fixed_sem_shrunk,0.338727448,0.011846874,7391.953929,295.4752366,345.0788624
0.01,fixed_sem_shrunk,0.306115003,0.007946664,7356.45705,379.437794,419.2217138
0.01,fixed_sem_shrunk,0.344089739,0.007443521,7347.249479,471.2492852,503.8349875
0.01,fixed_sem_shrunk,0.37166002,0.00885862,7344.964468,431.4739269,466.8442518
0.01,fixed_sem_shrunk,0.292950874,0.009955851,7333.228347,234.9972516,294.9534101
0.01,fixed_sem_shrunk,0.315429254,0.012739958,7313.816805,231.8936624,292.4867117
0.01,fixed_sem_shrunk,0.376496433,0.01191418,7309.474286,344.7076194,388.0684846
0.01,fixed_sem_shrunk,0.353739299,0.014618158,7207.665028,286.5099265,337.4340585
0.01,fixed_sem_shrunk,0.283087025,0.007989177,7206.715557,349.9055085,392.6928453
0.01,fixed_sem_shrunk,0.327979989,0.005951021,7168.483258,568.2359911,595.5383677
0.01,fixed_sem_shrunk,0.420334609,0.009515744,7126.317388,425.5605066,461.3843849
0.01,fixed_sem_shrunk,0.363979276,0.005996162,7116.281302,591.7870117,618.0498953
0.01,fixed_sem_shrunk,0.393978988,0.006504189,7061.339653,566.9488356,594.3103465
0.01,fixed_sem_shrunk,0.32302654,0.005,6964.914983,660.2807653,683.9184855
0.01,fixed_sem_shrunk,0.361741775,0.005,6924.638392,678.7713563,701.7865487
0.01,fixed_sem_shrunk,0.29417227,0.005,6866.112739,644.570711,668.7639399
0.01,fixed_sem_shrunk,0.872078765,0.046860617,6837.621805,491.3308596,522.6660687
0.01,fixed_sem_shrunk,0.897501752,0.034617024,6827.246416,583.144569,609.7797915
0.01,fixed_sem_shrunk,0.806122565,0.032947615,6810.679201,530.0570114,559.2264668
0.01,fixed_sem_shrunk,1,0.047079642,6778.920845,610.6303253,636.1157128
0.01,fixed_sem_shrunk,0.879416555,0.02904351,6753.108449,601.6975411,627.5458045
0.01,fixed_sem_shrunk,1,0.034427203,6748.184957,678.0095714,701.0497734
0.01,fixed_sem_shrunk,0.744232063,0.043292132,6722.705256,463.2785591,496.387781
0.01,fixed_sem_shrunk,0.770888395,0.025953544,6703.480258,531.4571861,560.5537855
0.01,fixed_sem_shrunk,0.683347819,0.031434488,6691.990576,469.538582,502.2352893
0.01,fixed_sem_shrunk,0.656146204,0.023823886,6643.638976,432.8564466,468.1223229
0.01,fixed_sem_shrunk,1,0.024573721,6532.834786,733.7084687,755.0509406
0.01,fixed_sem_shrunk,1,0.017879777,6213.95625,753.0900952,773.8982474
1,fixed_sem_shrunk,1,0.242619627,10672.47942,959.5383002,973.7590665
1,fixed_sem_shrunk,1,0.21823379,10667.51783,940.4299607,954.9353281
1,fixed_sem_shrunk,1,0.203109757,10653.87707,919.571148,934.4003779
1,fixed_sem_shrunk,1,0.289103736,10636.46676,962.0427088,976.2269938
1,fixed_sem_shrunk,1,0.165955201,10577.98638,825.9549879,842.4337433
1,fixed_sem_shrunk,0.849717465,0.233233745,10534.93251,813.2810245,830.0114425
1,fixed_sem_shrunk,1,0.351102762,10526.92278,929.3647428,944.0401449
1,fixed_sem_shrunk,0.772481323,0.298493229,10514.18618,705.9917738,725.2015958
1,fixed_sem_shrunk,0.791721415,0.353477687,10504.25168,658.0004773,678.5702602
1,fixed_sem_shrunk,1,0.13952913,10479.12618,703.7554828,723.0247226
1,fixed_sem_shrunk,1,0.116068666,10352.08547,531.3850607,556.6534404
1,fixed_sem_shrunk,0.640553541,0.364746978,10345.45496,512.0905649,538.2654704
1,fixed_sem_shrunk,0.680402845,0.415160119,10344.38005,448.2244223,477.9101408
1,fixed_sem_shrunk,0.701280398,0.256047713,10309.519,655.9105285,676.5438577
1,fixed_sem_shrunk,1,0.440614497,10306.7026,872.3097921,887.9286814
1,fixed_sem_shrunk,0.569476786,0.396331796,10196.44177,469.6031536,498.0161562
1,fixed_sem_shrunk,0.519451623,0.401859793,10050.61328,474.4177578,502.5586323
1,fixed_sem_shrunk,0.524679958,0.490325221,9963.033207,463.1653158,491.9502818
1,fixed_sem_shrunk,1,0.5863101,9908.737398,868.3338955,884.0230337
1,fixed_sem_shrunk,1,0.048294132,9581.072169,607.2785684,629.5079265
1,fixed_sem_shrunk,0.503393773,0.644705971,9489.203609,584.2811275,607.3527854
1,fixed_sem_shrunk,1,0.77567741,9423.800705,1022.254281,1035.614206
1,fixed_sem_shrunk,1,0.03485169,9359.888797,838.4656128,854.7031963
1,fixed_sem_shrunk,1,0.026667824,9247.934721,964.6129518,978.7599894
1,fixed_sem_shrunk,0.551928728,0.776610726,9233.664534,678.0817283,698.0600262
1,fixed_sem_shrunk,1,0.022421329,9201.337928,1009.617001,1023.141955
1,fixed_sem_shrunk,1,0.017217134,9150.368788,1008.127491,1021.672163
1,fixed_sem_shrunk,1,0.013888069,9108.230734,940.467824,954.9726163
1,fixed_sem_shrunk,1,1,8931.925379,1255.359661,1266.262551
1,fixed_sem_shrunk,0.69569229,1,8876.063297,957.5200008,971.770303
