HRP,model,TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
1,fixed_sem_shrunk,1,0.399042375,12221.62026,335.1363333,491.261069
1,fixed_sem_shrunk,1,0.316270503,12010.46727,296.32769,465.6513459
1,fixed_sem_shrunk,1,0.673487731,11739.77563,439.9423526,567.9527706
1,fixed_sem_shrunk,1,0.010673578,10282.70984,1209.187297,1261.409924
1,fixed_sem_shrunk,1,0.489110991,11782.82087,409.7554698,544.9042311
1,fixed_sem_shrunk,1,0.272690469,11914.62785,288.6081837,460.7773429
1,fixed_sem_shrunk,1,0.381134434,12176.17429,321.7107074,482.2020896
1,fixed_sem_shrunk,1,0.414962694,12210.7927,301.3244373,468.846982
1,fixed_sem_shrunk,1,0.639661128,11746.58563,395.3615675,534.1646235
1,fixed_sem_shrunk,0.873467614,0.394211508,12060.67301,294.1956582,464.2974923
1,fixed_sem_shrunk,1,0.303631739,12010.76346,271.7147492,450.3886999
1,fixed_sem_shrunk,1,0.460111556,11968.01944,307.2637091,472.6860089
1,fixed_sem_shrunk,1,0.334169864,12014.71237,266.9162732,447.5101931
1,fixed_sem_shrunk,1,0.324738731,12009.57259,291.319075,462.4801396
1,fixed_sem_shrunk,1,0.062734366,10149.6539,871.7069089,942.811758
1,fixed_sem_shrunk,1,0.514057965,11676.99107,425.690793,556.98629
1,fixed_sem_shrunk,1,0.010095564,10192.0293,1212.799795,1264.873282
1,fixed_sem_shrunk,1,0.282505789,11976.79339,254.2194922,440.0552536
1,fixed_sem_shrunk,1,0.864492149,11143.72176,417.7630555,550.9510383
1,fixed_sem_shrunk,1,0.369996192,12128.7546,284.9888999,458.5190826
1,fixed_sem_shrunk,1,0.012224062,10304.8529,976.3293167,1040.307652
1,fixed_sem_shrunk,1,0.427061312,12169.50526,263.9279809,445.7342876
1,fixed_sem_shrunk,1,0.390904263,12207.54556,336.6701723,492.3087252
1,fixed_sem_shrunk,0.83804702,0.316744766,11794.90435,251.7901511,438.6563077
1,fixed_sem_shrunk,1,0.699259604,11708.42723,421.9843179,554.1586782
1,fixed_sem_shrunk,1,0.263921366,11787.28629,305.0240751,471.2332357
1,fixed_sem_shrunk,1,0.009274846,9939.151169,1111.590233,1168.184028
1,fixed_sem_shrunk,0.821050392,0.37521345,11902.94756,246.7862535,435.8033168
1,fixed_sem_shrunk,1,0.011288554,10324.62137,1147.998963,1202.880998
1,fixed_sem_shrunk,0.864461456,0.416391435,12009.31691,271.5063845,450.2630263
1,fixed_sem_shrunk,1,0.009710791,10095.37172,1181.367504,1234.767288
1,fixed_sem_shrunk,0.874796174,0.433551645,11908.67438,257.7893526,442.1271608
0.01,fixed_sem_shrunk,0.247678512,0.014340846,7914.86814,878.8628849,932.2295003
0.01,fixed_sem_shrunk,0.664044955,0.057850508,7317.167898,1045.279735,1090.532712
0.01,fixed_sem_shrunk,0.613585219,0.016316527,7279.254955,944.2237129,994.0876675
0.01,fixed_sem_shrunk,0.534496873,0.037009624,6825.44401,1305.710871,1342.211887
0.01,fixed_sem_shrunk,1,0.007474411,4729.421677,1750.679241,1778.069086
0.01,fixed_sem_shrunk,1,0.113824544,5013.670623,1675.59179,1704.188874
0.01,fixed_sem_shrunk,0.250698187,0.017061096,7533.563368,1060.395103,1105.029251
0.01,fixed_sem_shrunk,0.235058059,0.012850394,7572.507015,1001.442483,1048.589012
0.01,fixed_sem_shrunk,0.579993956,0.023841452,7540.907889,650.1129191,720.6238119
0.01,fixed_sem_shrunk,0.552698715,0.051338615,6569.462448,1477.319486,1509.67703
0.01,fixed_sem_shrunk,0.710592993,0.069378313,7183.335157,1048.38669,1093.511098
0.01,fixed_sem_shrunk,0.649538518,0.013960094,6902.409613,1121.937465,1164.214562
0.01,fixed_sem_shrunk,0.613682396,0.067364347,6627.875674,1384.505645,1418.981237
0.01,fixed_sem_shrunk,0.46489287,0.039166614,6232.760275,1466.33692,1498.931564
0.01,fixed_sem_shrunk,0.785632628,0.097801586,6217.005639,1262.521548,1300.235567
0.01,fixed_sem_shrunk,1,1,2155.355366,2315.571863,2336.348631
0.01,fixed_sem_shrunk,0.731948252,0.054755427,7624.626097,650.2242225,720.7242262
0.01,fixed_sem_shrunk,0.251590102,0.020973478,6772.064276,1256.054378,1293.956905
0.01,fixed_sem_shrunk,0.573590871,0.030262989,7239.771824,930.7749074,981.3224745
0.01,fixed_sem_shrunk,0.45962774,0.057432705,5544.7995,1700.723281,1728.904725
0.01,fixed_sem_shrunk,0.57775408,0.01297186,6744.742847,1108.562967,1151.331282
0.01,fixed_sem_shrunk,0.750287521,0.014198619,6440.209976,1136.640652,1178.390361
0.01,fixed_sem_shrunk,0.698883976,0.087436018,6439.134708,1292.988237,1329.838505
0.01,fixed_sem_shrunk,0.235608237,0.015333306,7585.754182,1081.730209,1125.518599
0.01,fixed_sem_shrunk,0.258193223,0.01418027,7912.874472,719.940383,784.1976956
0.01,fixed_sem_shrunk,1,0.005,4014.446055,2023.071108,2046.819137
0.01,fixed_sem_shrunk,0.600999104,0.018872291,7514.796301,723.6702037,787.623282
0.01,fixed_sem_shrunk,0.650054584,0.047156571,7377.159529,889.3116142,942.0865235
0.01,fixed_sem_shrunk,0.210690993,0.011678776,6314.586665,1360.010451,1395.091502
0.01,fixed_sem_shrunk,0.77219514,0.076307202,7034.725332,918.0611112,969.2719302
0.01,fixed_sem_shrunk,0.53551265,0.028462281,7129.426389,1003.54278,1050.595061
0.01,fixed_sem_shrunk,1,0.148032392,4378.232396,1845.511187,1871.513669
0.0001,fixed_sem_shrunk,0.51447943,0.834486126,672.1168214,194.8331704,197.6287448
0.0001,fixed_sem_shrunk,0.778672429,0.009061487,736.3979992,155.5414885,159.0292776
0.0001,fixed_sem_shrunk,0.810420162,0.008036399,727.689344,144.224597,147.9793596
0.0001,fixed_sem_shrunk,0.84030529,0.008708665,726.2772057,146.4141446,150.1141507
0.0001,fixed_sem_shrunk,0.765176753,0.008333452,763.1332013,105.1497982,110.243533
0.0001,fixed_sem_shrunk,0.251494614,0.01237602,683.3912692,179.2058472,182.241302
0.0001,fixed_sem_shrunk,0.280834712,0.012501927,683.3278632,163.3938784,166.7174736
0.0001,fixed_sem_shrunk,0.747838219,0.009649018,642.0946407,206.7176283,209.3545661
0.0001,fixed_sem_shrunk,0.546079297,0.766272145,642.0467556,190.5112753,193.3693423
0.0001,fixed_sem_shrunk,0.282922459,0.011071112,662.6213381,171.8280333,174.9915127
0.0001,fixed_sem_shrunk,0.503548636,0.900867089,622.3530687,210.4340883,213.0250268
0.0001,fixed_sem_shrunk,0.469772417,0.800365278,645.0585927,193.3544084,196.1710573
0.0001,fixed_sem_shrunk,0.55925594,0.910538225,629.6646519,190.7963928,193.6502517
0.0001,fixed_sem_shrunk,0.622436393,0.879641115,595.4964704,191.1227479,193.9718053
0.0001,fixed_sem_shrunk,0.665449318,0.017993625,651.7572242,174.9373789,178.0456207
0.0001,fixed_sem_shrunk,0.744464659,0.008709601,713.1281204,148.0833824,151.7426922
0.0001,fixed_sem_shrunk,0.250034547,0.0114117,667.6942978,177.8385929,180.8969917
0.0001,fixed_sem_shrunk,0.233987929,0.012374143,602.0454938,214.3158638,216.8604297
0.0001,fixed_sem_shrunk,0.260246773,0.013324521,597.9945502,214.2771116,216.8221323
0.0001,fixed_sem_shrunk,0.772135052,0.007879194,683.9850171,161.3259541,164.6912869
0.0001,fixed_sem_shrunk,0.624349008,0.785523287,589.8371583,194.2532223,197.0570244
0.0001,fixed_sem_shrunk,0.258506517,0.010661985,598.1581841,203.3405802,206.0207467
0.0001,fixed_sem_shrunk,0.475052159,0.945573347,582.9215673,207.7322544,210.3564736
0.0001,fixed_sem_shrunk,0.422697416,0.983237177,524.0739866,211.5563706,214.1337303
0.0001,fixed_sem_shrunk,0.091413914,0.088139252,559.6989103,205.6938064,208.3437028
0.0001,fixed_sem_shrunk,0.844401566,0.009325896,626.4693163,203.7698196,206.4444135
0.0001,fixed_sem_shrunk,0.296692606,0.011658674,629.26625,190.6437696,193.4998795
0.0001,fixed_sem_shrunk,0.582229103,0.953558865,537.9641218,221.076958,223.5445768
