model,fit_seconds,mll,train_rmse,train_mae,train_r2,train_z_mean,train_z_std,train_frac_abs_z_gt_2,train_frac_abs_z_gt_3,target_std,kernel_diag_min,kernel_diag_max,noise_standardized,eig_min,eig_max,condition_number,loo_rmse_model_space,loo_mae_model_space,loo_z_mean,loo_z_std,loo_frac_abs_z_gt_2,loo_frac_abs_z_gt_3,loo_cholesky_jitter,new_scale_ess,new_scale_set,new_scale_main,new_scale_pair,new_ess_lengthscale,new_conc_lengthscale
new_additive_set,4.625215530395508,-0.23698197422503298,2030.0049599307645,1409.9596865372366,0.9940144939897461,-0.001551825604297943,0.5065674056092103,0.004484304932735426,0.0,26268.428212169514,0.5370438465882297,0.780341808906075,0.016406168353181615,0.016406168353181275,127.25122130177947,7756.303517213666,0.27329731109309485,0.19816671804129216,0.013692564707456374,0.984953392796485,0.05829596412556054,0.006726457399103139,0.0,0.269703075976294,0.26734077061193573,0.11270544514535193,0.01788707202714147,"[1.697284292844432, 0.8227716544159785]",0.20358049026950414
