TMB,H2O2,latent_mean,latent_std,default_observation_std
0.004999999999999999,0.004999999999999999,2119.6770509127255,3226.4528812221947,3240.5856677043985
0.004999999999999999,0.005708154957083469,1957.6151696303623,3101.2528828324234,3115.9535808898977
0.004999999999999999,0.006516606602815316,1810.0654134479228,2983.287870665527,2998.566956771887
0.004999999999999999,0.007439560056644623,1690.0011690272004,2901.3231456064077,2917.0315853990373
0.004999999999999999,0.008493232323171236,1605.508508959144,2876.212682174173,2892.057514656946
0.004999999999999999,0.009696137237434288,1554.4099760625159,2900.484441368229,2916.1973989432413
0.004999999999999999,0.011069410767284429,1523.8289989925406,2937.2355561238687,2952.7529505772154
0.004999999999999999,0.012637182388653549,1495.6849652601304,2939.795340819376,2955.2992946379345
0.004999999999999999,0.014426999059072134,1453.821471772063,2869.115853526994,2884.999663075213
0.004999999999999999,0.01647030923897623,1389.2045161932092,2700.0731240490713,2716.9453712204577
0.004999999999999999,0.018803015465431967,1303.0624811987846,2428.0112065170592,2446.7602444777026
0.004999999999999999,0.021466105187424523,1208.8752932000152,2093.610283384219,2115.325339912589
0.004999999999999999,0.02450637094697449,1131.5181859506147,1834.8121563383575,1859.5518072995906
0.004999999999999999,0.027977232560219754,1094.9964031002382,1847.9375701323493,1872.5038152406555
0.004999999999999999,0.03193967574481908,1098.3454646847704,2105.4077598231856,2127.002376610765
0.004999999999999999,0.03646332368608554,1116.0347339468963,2398.0272532979584,2417.0088916973205
0.004999999999999999,0.041627660370093654,1121.0155286330564,2608.6175258693115,2626.0774305523987
0.004999999999999999,0.047523427178667435,1094.769404423113,2716.4489417170616,2733.220102359103
0.004999999999999999,0.05425421728550116,1026.4245149123662,2731.825975220276,2748.5033079609657
0.004999999999999999,0.06193829586818342,910.4372323176913,2656.3509838156783,2673.499172283897
0.004999999999999999,0.07071067811865475,746.5496580870176,2467.2749231640746,2485.727825297542
0.004999999999999999,0.08072550156434655,543.1517914003307,2120.772686142083,2142.2124220698715
0.004999999999999999,0.09215873438351481,324.15647662396714,1565.7105044498583,1594.6305712386143
0.004999999999999999,0.10521126730195977,139.8055244074303,775.933497348082,832.7485018245218
0.004999999999999999,0.12011244339814311,79.55725902868107,491.31306169219476,576.8758961626996
0.004999999999999999,0.13712408783810365,169.43933300766548,1324.5482726930882,1358.6115713029985
0.004999999999999999,0.15654510834572408,311.6685333105552,1946.8929660362217,1970.2257475186636
0.004999999999999999,0.17871674724216274,441.93098038895914,2328.949881553389,2348.4899032722506
0.004999999999999999,0.20402857733683694,532.7518191531508,2503.9746956113386,2522.159105061783
0.004999999999999999,0.23292534702239076,583.4977944900529,2511.9018713147684,2530.0293053833975
0.004999999999999999,0.26591479484724945,614.1511931570403,2410.3655057283395,2429.2507376121534
0.004999999999999999,0.3035765708738321,658.6493190180754,2295.0550310639405,2314.8811785048633
0.004999999999999999,0.3465724215775732,750.8953645287129,2284.514453868045,2304.4312888251134
0.004999999999999999,0.39565781724328924,903.8570000119225,2427.686020953798,2446.437551076799
0.004999999999999999,0.4516952261612214,1102.8505038370868,2660.8455894501208,2677.964997135011
0.004999999999999999,0.5156692688606229,1321.5947198300764,2897.395471510476,2913.1250905708757
0.004999999999999999,0.5887040186524746,1538.2940817372546,3091.0318871806385,3105.780964999248
0.004999999999999999,0.6720827524652164,1740.5354610204558,3231.3741149667194,3245.485471522112
0.004999999999999999,0.7672704990109255,1923.894676567602,3325.8667195252733,3339.5788224011067
0.004999999999999999,0.8759397804706243,2088.9551425990176,3387.8755896936514,3401.3377201075264
0.004999999999999999,1.0,2238.5314574942713,3430.4834164015238,3443.7789919200727
0.005708154957083469,0.004999999999999999,1932.9370978368543,3087.4664149297455,3102.2324442735257
0.005708154957083469,0.005708154957083469,1738.1798264347199,2897.747623282133,2913.4753411040588
0.005708154957083469,0.006516606602815316,1560.6107498293704,2708.1160384592977,2724.93848604783
0.005708154957083469,0.007439560056644623,1420.1024224848243,2572.962552309515,2590.6627666624718
0.005708154957083469,0.008493232323171236,1331.0800565164182,2543.055255139659,2560.9621835703856
0.005708154957083469,0.009696137237434288,1291.6603977421264,2611.606578889362,2629.046632884696
0.005708154957083469,0.011069410767284429,1282.1961615579858,2710.0861540220194,2726.8964478333273
0.005708154957083469,0.012637182388653549,1275.8337807259322,2760.98721080573,2777.4894515041747
0.005708154957083469,0.014426999059072134,1249.8870739154327,2709.30247080623,2726.117597115154
0.005708154957083469,0.01647030923897623,1191.7467685193287,2519.458431646169,2537.5318842877887
0.005708154957083469,0.018803015465431967,1101.4023400451251,2168.631077045195,2189.6022523075653
0.005708154957083469,0.021466105187424523,993.7710138119564,1664.2493877743266,1691.485530441032
0.005708154957083469,0.02450637094697449,901.6582042439459,1160.5553283420534,1199.2855978153373
0.005708154957083469,0.027977232560219754,866.8189892844002,1185.7904861274303,1223.7223345083178
0.005708154957083469,0.03193967574481908,888.8978360861365,1670.2702596947784,1697.4097959553026
0.005708154957083469,0.03646332368608554,927.4765018721182,2097.3529636584317,2119.0296668878814
0.005708154957083469,0.041627660370093654,950.8898940722102,2356.2760594000833,2375.591324930731
0.005708154957083469,0.047523427178667435,941.9492013835197,2476.3145426336487,2494.700581040349
0.005708154957083469,0.05425421728550116,892.2255681130619,2506.2644973396687,2524.4324125651337
0.005708154957083469,0.06193829586818342,797.5315680753984,2466.719098668114,2485.176127906872
0.005708154957083469,0.07071067811865475,657.263105609426,2333.6293458079435,2353.1305103202776
0.005708154957083469,0.08072550156434655,478.4649752994346,2055.821776147447,2077.93177228373
0.005708154957083469,0.09215873438351481,283.54000097629796,1589.1637454869356,1617.6645773936652
0.005708154957083469,0.10521126730195977,120.76233673322986,975.0952055064957,1020.8858578636078
0.005708154957083469,0.12011244339814311,67.6156041956101,794.9986411408578,850.5410715538492
0.005708154957083469,0.13712408783810365,141.29973622798207,1373.7594732391653,1406.6315670062677
0.005708154957083469,0.15654510834572408,258.66242849550963,1908.1628596833602,1931.9634504977414
0.005708154957083469,0.17871674724216274,355.76524618525946,2238.2196969075285,2258.54481616128
0.005708154957083469,0.20402857733683694,404.89466213066316,2358.219825458278,2377.5192996416727
0.005708154957083469,0.23292534702239076,406.42491813901233,2282.619864759027,2302.553087765118
0.005708154957083469,0.26591479484724945,384.34666434348856,2052.0036913516296,2074.1543877698386
0.005708154957083469,0.3035765708738321,383.43223410839437,1787.492094867945,1812.8776197525178
0.005708154957083469,0.3465724215775732,455.19521850582805,1729.3001154611818,1755.5273180210602
0.005708154957083469,0.39565781724328924,618.1863472178375,1984.6279545594036,2007.522202368582
0.005708154957083469,0.4516952261612214,842.3573999695209,2363.9034480339637,2383.1568950891633
0.005708154957083469,0.5156692688606229,1086.8686933289036,2704.5738014165404,2721.418145433163
0.005708154957083469,0.5887040186524746,1324.3739081436515,2957.97073778566,2973.3799220046535
0.005708154957083469,0.6720827524652164,1542.1840942482468,3127.796647148559,3142.373170216728
0.005708154957083469,0.7672704990109255,1737.6968275873805,3234.410845476994,3248.5090106575603
0.005708154957083469,0.8759397804706243,1913.826935576406,3300.9089039284418,3314.724252033376
0.005708154957083469,1.0,2075.35338891472,3347.1055167418253,3360.7309644164798
0.006516606602815316,0.004999999999999999,1745.7901341886227,2935.148722258993,2950.6770912390193
0.006516606602815316,0.005708154957083469,1516.577767760099,2659.4684627843035,2676.596678531987
0.006516606602815316,0.006516606602815316,1305.4856643287803,2358.0255964679927,2377.3266474303427
0.006516606602815316,0.007439560056644623,1141.5235111401435,2125.017861973395,2146.4151948516715
0.006516606602815316,0.008493232323171236,1050.1540083847012,2085.4573322469864,2107.2564057577038
0.006516606602815316,0.009696137237434288,1030.7984477706086,2239.8752867303297,2260.1855178479123
0.006516606602815316,0.011069410767284429,1052.741354434219,2445.0653111182955,2463.684568003414
0.006516606602815316,0.012637182388653549,1077.3860506656783,2575.4341163030167,2593.117460201458
0.006516606602815316,0.014426999059072134,1075.621602006394,2568.933116241953,2586.6609036958735
0.006516606602815316,0.01647030923897623,1032.4849967354912,2392.9316891666767,2411.9534290699403
0.006516606602815316,0.018803015465431967,947.5969961162646,2017.8978399088242,2040.418821539553
0.006516606602815316,0.021466105187424523,836.4555078161484,1411.5769680952283,1443.5881725205
0.006516606602815316,0.02450637094697449,734.581482046784,567.3787681701715,642.8965247646472
0.006516606602815316,0.027977232560219754,700.801395521501,604.1146772501659,675.5381693533176
0.006516606602815316,0.03193967574481908,735.2654284128921,1374.6247825032149,1407.4766668247719
0.006516606602815316,0.03646332368608554,784.592690453107,1855.5469841697545,1880.013799270003
0.006516606602815316,0.041627660370093654,818.4226666008799,2089.7141329903598,2111.4692592135484
0.006516606602815316,0.047523427178667435,823.3667167996209,2170.632054794957,2191.5840828696346
0.006516606602815316,0.05425421728550116,795.0137111524618,2199.349144551144,2220.0301652504654
0.006516606602815316,0.06193829586818342,731.3033402173323,2221.544616694645,2242.020909570006
0.006516606602815316,0.07071067811865475,631.1145441102999,2198.6221463476013,2219.3099417148323
0.006516606602815316,0.08072550156434655,499.87712498276414,2063.5701021358404,2085.597957760096
0.006516606602815316,0.09215873438351481,357.6367706522997,1791.896129150545,1817.2201332389168
0.006516606602815316,0.10521126730195977,244.16222938587362,1473.141821315318,1503.8431103982796
0.006516606602815316,0.12011244339814311,206.3456828539738,1375.0467459835897,1407.8887841815554
0.006516606602815316,0.13712408783810365,248.23475276730915,1618.774487645875,1646.7629206529168
0.006516606602815316,0.15654510834572408,318.0328760622533,1953.0695183971466,1976.329380107532
0.006516606602815316,0.17871674724216274,363.2893479750828,2186.7137891217258,2207.513186941191
0.006516606602815316,0.20402857733683694,357.8823289021402,2243.3359795885394,2263.6151599378886
0.006516606602815316,0.23292534702239076,301.98749189113005,2086.8010048018255,2108.5861871467496
0.006516606602815316,0.26591479484724945,220.02659281088108,1706.5356625510572,1733.1073949824156
0.006516606602815316,0.3035765708738321,163.0292354281628,1182.67514812876,1220.703805591489
0.006516606602815316,0.3465724215775732,205.72029266141726,1007.2583535840903,1051.6494976222314
0.006516606602815316,0.39565781724328924,377.388947349139,1517.048431838831,1546.8785406517268
0.006516606602815316,0.4516952261612214,620.4009593707651,2096.575760881812,2118.2604174419416
0.006516606602815316,0.5156692688606229,879.8133160179141,2537.821601699847,2555.765199903649
0.006516606602815316,0.5887040186524746,1126.2994535198459,2834.7223652565995,2850.7978116783606
0.006516606602815316,0.6720827524652164,1348.812088614086,3017.556728038669,3032.663166577455
0.006516606602815316,0.7672704990109255,1547.4930007879766,3122.442586117659,3137.043987352631
0.006516606602815316,0.8759397804706243,1728.1494573943419,3183.5609913873886,3197.883340722049
0.006516606602815316,1.0,1897.827545399421,3228.688445182505,3242.81148866831
0.007439560056644623,0.004999999999999999,1570.2305201766749,2792.3528638930848,2808.6708229118044
0.007439560056644623,0.005708154957083469,1309.7062119557986,2421.0112157973126,2439.814046602843
0.007439560056644623,0.006516606602815316,1065.54128476175,1963.5815528052162,1986.718346797327
0.007439560056644623,0.007439560056644623,876.0109284910477,1544.2687141440408,1573.582897869778
0.007439560056644623,0.008493232323171236,784.7524163720173,1477.6008544918911,1508.2113778178862
0.007439560056644623,0.009696137237434288,794.6320922743234,1801.900445142948,1827.0857914149826
0.007439560056644623,0.011069410767284429,856.05838653723,2167.46161156528,2188.443993478773
0.007439560056644623,0.012637182388653549,917.0920593798201,2397.992490613181,2416.974402020296
0.007439560056644623,0.014426999059072134,944.6073144074189,2455.890619313395,2474.4284206692446
0.007439560056644623,0.01647030923897623,923.7179988650005,2334.455102111788,2353.9494257013935
0.007439560056644623,0.018803015465431967,855.6036421888148,2025.8192080195242,2048.253094362367
0.007439560056644623,0.021466105187424523,757.7697408485992,1533.5958689769382,1563.1102214262723
0.007439560056644623,0.02450637094697449,666.8797318205734,983.5590492445413,1028.9731183733545
0.007439560056644623,0.027977232560219754,632.0270293940421,967.3587388295623,1013.4989909092563
0.007439560056644623,0.03193967574481908,655.800280110203,1420.4923749117488,1452.30708259878
0.007439560056644623,0.03646332368608554,697.2677408955442,1734.5987038718151,1760.7469830892628
0.007439560056644623,0.041627660370093654,728.8749144819112,1819.7007837344806,1844.6431138049556
0.007439560056644623,0.047523427178667435,740.7057650292654,1769.8946144498063,1795.5289530504897
0.007439560056644623,0.05425421728550116,733.1224451277021,1764.4414588404954,1790.1538863067988
0.007439560056644623,0.06193829586818342,706.2291064231931,1890.055300448492,1914.0810624781802
0.007439560056644623,0.07071067811865475,656.2110442986323,2034.6798662886044,2057.0171203138716
0.007439560056644623,0.08072550156434655,584.3923182765484,2072.6549702471084,2094.587286477745
0.007439560056644623,0.09215873438351481,504.97491877645916,1972.2510091505972,1995.2872770805984
0.007439560056644623,0.10521126730195977,443.8806879472095,1797.832322161687,1823.0738694834731
0.007439560056644623,0.12011244339814311,424.19298604821597,1690.6866174522122,1717.5035701319991
0.007439560056644623,0.13712408783810365,441.8813930116157,1757.3208914485226,1783.1359988810696
0.007439560056644623,0.15654510834572408,463.4854540988672,1944.9945219442868,1968.349807675822
0.007439560056644623,0.17871674724216274,453.0565544971805,2115.549871489664,2137.042005610581
0.007439560056644623,0.20402857733683694,392.21706935418115,2151.455396837016,2172.5923684767195
0.007439560056644623,0.23292534702239076,283.86400882786074,1974.1877190491339,1997.2016485644563
0.007439560056644623,0.26591479484724945,152.41784129436655,1530.734584017916,1560.303060848328
0.007439560056644623,0.3035765708738321,48.44534636696244,790.236121444893,846.0912495827074
0.007439560056644623,0.3465724215775732,59.11980128050163,368.9851677772158,477.0192124262287
0.007439560056644623,0.39565781724328924,226.06979973131365,1274.2509453174455,1309.623131525464
0.007439560056644623,0.4516952261612214,465.07313355928,1967.1548903375538,1990.2501444700647
0.007439560056644623,0.5156692688606229,717.364767930465,2440.460694749782,2459.1148158641854
0.007439560056644623,0.5887040186524746,954.1701952734174,2736.636097225237,2753.2842940060395
0.007439560056644623,0.6720827524652164,1166.1579180382587,2901.840708261063,2917.546361432021
0.007439560056644623,0.7672704990109255,1356.0746894380836,2982.145872435882,2997.430779762984
0.007439560056644623,0.8759397804706243,1532.7982119997496,3022.068084094037,3037.1520837593835
