TMB,H2O2,mean,median,sd,count,var,sem_var_raw,sem_var_shrunk,sem_sd_raw,sem_sd_shrunk
0.005434515,0.123817947,-169.54352791878128,-177.16154822334974,57.84197612878665,4,3345.6942024831246,836.4235506207812,5105.83805442843,28.920988064393324,71.45514715140142
0.005980402,0.017961385,75.03318527918805,76.39568527918814,54.67630301989296,4,2989.498111923156,747.374527980789,5061.313543108434,27.33815150994648,71.14290929606712
0.007338809,0.674192808,460.7960025380714,453.40494923857887,35.478989384346605,4,1258.758687734579,314.6896719336448,4844.9711150848625,17.739494692173302,69.60582673228487
0.009321624,0.007541049,10.486040609137298,1.1984771573603847,45.12266617175793,4,2036.0550024479073,509.01375061197683,4942.133154424028,22.561333085878964,70.30030692979959
0.010024047,0.072312728,199.21002538071093,205.0573604060918,39.57933400376479,4,1566.523680181572,391.630920045393,4883.441739140736,19.789667001882396,69.88162662059847
0.011588253,0.24145734,429.12652284263976,420.01116751269024,29.720465585911292,4,883.3060746433374,220.82651866083435,4798.039538448457,14.860232792955646,69.26788244524627
0.01516312,0.037948929,564.7066624365483,541.1794416243656,110.1287036397781,4,12128.331365378073,3032.0828413445183,6203.667699790299,55.06435181988905,78.76336521372292
0.01858177,0.011380602,703.4644035533,508.9887055837567,437.80688631266537,4,191674.8697027911,47918.717425697774,28646.98499196693,218.90344315633268,169.2542022874674
0.019372624,0.497737265,514.0107233502545,507.4644670050768,27.128597837266515,4,735.9608206161414,183.99020515403535,4779.621381695058,13.564298918633257,69.13480586285795
0.025636576,0.150510165,453.6559010152288,462.2380710659903,54.9412146012994,4,3018.5370618660345,754.6342654665086,5064.9434118512945,27.4706073006497,71.16841583069905
0.02997049,0.025006987,654.3004441624372,663.0338832487316,18.915353839433696,4,357.79061087097904,126.61231719191547,4750.932437713997,11.252213879584563,68.92700804266784
0.034891762,0.320830825,564.0001269035537,565.6738578680206,19.86775781231282,4,394.7278004887171,126.61231719191547,4750.932437713997,11.252213879584563,68.92700804266784
0.041487568,0.015792475,-0.7232233502535728,9.029314720812666,30.264248418604748,4,915.92473234302,228.981183085755,4802.116870660917,15.132124209302374,69.2973078168331
0.050750682,0.052391339,489.380139593909,485.9576142131984,52.17200987610838,4,2721.9186145127505,680.4796536281876,5027.866105932134,26.08600493805419,70.90744746450922
0.054559696,0.997536851,260.5351522842646,271.1312182741125,43.228509461109645,4,1868.7040302292462,467.17600755731155,4921.214282896695,21.614254730554823,70.15136693533987
0.060645385,0.005407283,300.2067258883254,276.0059644670057,63.89020085518965,4,4081.957765316476,1020.489441329119,5197.870999782599,31.945100427594824,72.09626203751897
0.080304832,0.095800922,157.64244923857888,157.81687817258904,66.02770215877722,4,4359.657452368194,1089.9143630920485,5232.583460664064,33.01385107938861,72.33659834872016
0.091079683,0.215930862,17.492322335025847,-27.182741116750655,196.66335802056386,4,38676.47638792448,9669.11909698112,9522.185827608599,98.33167901028193,97.58168797273697
