HRP,model,n_train,n_conditions,train_y_mean,train_y_sd,lengthscale_TMB_normalized,lengthscale_H2O2_normalized,noise_mode,train_yvar_min,train_yvar_median,train_yvar_max,train_yvar_sd_median,train_yvar_sd_max,candidate_pred_max,candidate_pred_min,candidate_latent_std_mean,candidate_latent_std_max,candidate_default_observation_std_mean,candidate_file,baseline_rows,posterior_grid_file,posterior_train_file,candidate_cov_file
0.001,fixed_sem_shrunk,128,128,1713.1788978228115,1067.415654256067,0.025,0.03911762878390504,fixed_sem,9648.492301720275,11813.07290160455,190415.93420066277,108.68796116223982,436.3667427756872,4205.455857760761,1481.0169739824269,587.7848372796893,1018.7353297776918,607.3325074997097,C:\PyCharm\Blueness\logs\Jul_1_full_log\BO4_candidates_all.csv,128,C:\PyCharm\Blueness\logs\Jul_1_full_log\diag\BO3_HRP_0.001_fixed_sem_shrunk_posterior_grid.csv,C:\PyCharm\Blueness\logs\Jul_1_full_log\diag\BO3_HRP_0.001_fixed_sem_shrunk_posterior_train.csv,C:\PyCharm\Blueness\logs\Jul_1_full_log\diag\BO3_HRP_0.001_fixed_sem_shrunk_candidate_latent_cov.csv
0.01,fixed_sem_shrunk,128,128,6243.69761659264,2776.3106681609615,0.38577879985396646,0.2060568343738947,fixed_sem,59462.55578213702,80824.9420416004,459039.28275864763,284.29727758387065,677.5243779810787,8779.017384687302,8199.114511940044,150.92278988556114,235.4774360878917,374.9642937746331,C:\PyCharm\Blueness\logs\Jul_1_full_log\BO4_candidates_all.csv,128,C:\PyCharm\Blueness\logs\Jul_1_full_log\diag\BO3_HRP_0.01_fixed_sem_shrunk_posterior_grid.csv,C:\PyCharm\Blueness\logs\Jul_1_full_log\diag\BO3_HRP_0.01_fixed_sem_shrunk_posterior_train.csv,C:\PyCharm\Blueness\logs\Jul_1_full_log\diag\BO3_HRP_0.01_fixed_sem_shrunk_candidate_latent_cov.csv
0.1,fixed_sem_shrunk,128,128,7791.315854269116,3641.0499405089267,0.14431452162147798,0.13166255488886172,fixed_sem,46617.61161552144,64362.59062642012,1287390.1019181388,253.6978333104564,1134.632143876657,11181.898219654484,1721.292162635379,1261.902744420186,3430.4834164015247,1349.3439624629884,C:\PyCharm\Blueness\logs\Jul_1_full_log\BO4_candidates_all.csv,128,C:\PyCharm\Blueness\logs\Jul_1_full_log\diag\BO3_HRP_0.1_fixed_sem_shrunk_posterior_grid.csv,C:\PyCharm\Blueness\logs\Jul_1_full_log\diag\BO3_HRP_0.1_fixed_sem_shrunk_posterior_train.csv,C:\PyCharm\Blueness\logs\Jul_1_full_log\diag\BO3_HRP_0.1_fixed_sem_shrunk_candidate_latent_cov.csv
