model,mll,train_rmse,train_mae,train_r2,train_z_mean,train_z_std,train_frac_abs_z_gt_2,train_frac_abs_z_gt_3,target_std,kernel_diag_min,kernel_diag_max,noise_standardized,eig_min,eig_max,condition_number,loo_rmse_model_space,loo_mae_model_space,loo_z_mean,loo_z_std,loo_frac_abs_z_gt_2,loo_frac_abs_z_gt_3,loo_cholesky_jitter,old_cont_ls_min,old_cont_ls_median,old_cont_ls_max,old_cat_ls_min,old_cat_ls_median,old_cat_ls_max,old_outputscale_min,old_outputscale_median,old_outputscale_max,acq_pool_size,acq_mc_samples,acq_repeats,acq_value_mean,acq_value_std,acq_per_point_std_mean,acq_spearman_mean,acq_spearman_min,acq_top25_jaccard_mean,acq_top25_jaccard_min,acq_finite_fraction,mod_scale_const,mod_scale_id,mod_scale_family,mod_scale_mw,mod_scale_same_conc,mod_ess_lengthscale,mod_same_conc_lengthscale,mod_mw_lengthscale,mod_mean_ess_weight_norm,mod_mean_single_family_norm,mod_mean_single_id_norm,mod_mean_pair_family_norm,mod_mean_pair_id_norm,mod_mean_pair_env
old_mixed_hamming,-0.65761108848645,2996.69520502533,2146.513803888674,0.9869565697826034,-0.000752649847955806,0.6027070540211716,0.006726457399103139,0.0,26268.428212169514,2.9552982148833458,2.9552982148833458,0.027484844731733418,0.027484844731732183,821.7007289995238,29896.50249145641,0.3505075748952894,0.24527268943809788,0.0074061607145518606,1.01008300426321,0.04708520179372197,0.006726457399103139,0.0,0.11859437806989581,1.0849000024525013,1.630887129166946,0.5622521565914466,0.6986813040285906,0.7938103815032984,0.7775969492889918,0.878846631778224,1.159062814793606,64,16,2,-43.347001846499445,33.9288486398623,1.396057142795176,0.9940934065934065,0.9940934065934065,0.8518518518518519,0.8518518518518519,1.0,,,,,,,,,,,,,,
hierarchical_family_prior,-0.29007478433043726,6403.973594862143,4535.364553547719,0.9404329986025828,0.0016197983835652087,0.8861541188108037,0.042600896860986545,0.011210762331838564,26268.428212169514,1.0559226254194725,1.1396703413366858,0.06899404907869171,0.06899404907869001,185.56075945720062,2689.5183270887956,0.2789478938120404,0.20009482979498022,0.000701528040724248,0.9878166037117276,0.0515695067264574,0.01569506726457399,0.0,,,,,,,,,,64,16,2,-54.95053314277342,26.145016041089164,1.7421120145374576,0.9928113553113552,0.9928113553113552,0.8518518518518519,0.8518518518518519,1.0,0.055922625419472544,0.22731544798862366,0.2499811006844378,0.15103830651471264,0.08374771591721308,"[0.4554409467928396, 0.44529122791147624]",0.2321276897047581,0.9128089987234681,0.5620432115841386,1.2993592936040197,1.808465082359406,0.08350603454173075,0.08939095538879883,"[0.10002833212473357, 0.10001198409342628, 0.05000140003356338]"
