TMB,H2O2,predicted_value,uncertainty_std
1,0.047079864,95916.87383,942.8930662
1,0.047580765,95915.31282,953.4651331
1,0.046781148,95914.65393,936.8671094
1,0.047866761,95911.52194,959.7530529
1,0.046507804,95910.51136,931.5431697
1,0.046365747,95907.54932,928.850063
1,0.048180054,95905.00717,966.842002
1,0.048711099,95888.4595,979.3160485
1,0.045733866,95887.51344,917.5060927
1,0.048958517,95878.4404,985.3157159
1,0.045496976,95877.05074,913.5305288
1,0.049167139,95868.87563,990.4636339
1,0.049289347,95862.80412,993.5160844
1,0.044977405,95848.29371,905.3666937
1,0.049585144,95846.69443,1001.014159
1,0.049911191,95826.65563,1009.453264
1,0.044653508,95826.23253,900.6780619
1,0.0440681,95778.04846,893.0215169
1,0.050856417,95755.48785,1034.881766
1,0.043728152,95745.02037,889.0775945
1,0.051078528,95736.03311,1041.051136
1,0.051501388,95696.21865,1052.986081
1,0.04292825,95652.11064,881.3287469
1,0.042629699,95611.79319,879.0095848
1,0.052373877,95602.93421,1078.342879
1,0.052575005,95579.3703,1084.31815
1,0.042016577,95519.01198,875.2671604
1,0.053071436,95518.01568,1099.259515
1,0.054858356,95261.49281,1155.05172
1,0.040428027,95212.58573,872.327794
1,0.05565263,95130.69573,1180.712578
1,0.039961754,95103.45057,873.4156143
