TMB,H2O2,predicted_value,uncertainty_std
0.060373520735409206,0.23964172101623393,8182.983398145574,1207.117988755969
1.0,0.023733955118006748,7807.758159861252,1276.034136919853
0.06446342523951175,0.003899537588130137,6756.610042680066,1515.1671293550623
0.03492054240077768,0.001,5734.228559043167,2046.9297012497027
1.0,0.001,2180.011699404279,2612.6585257703655
0.055073370633171255,1.0,6478.209901435628,1702.618845188806
0.07492829360149943,0.0023303320787350867,7067.992798456723,1498.5493868976723
0.07389676215985362,0.3323054301447755,8283.329848219815,1071.6595877620446
0.06436002497870662,0.16300909822193718,7730.175551826131,1292.5488601773466
0.14477904019175677,0.001,5369.348353744146,2011.0701594442778
0.030920459699198263,1.0,5838.490800092524,1890.7182081418896
0.001,0.019419502212023994,4865.158124624592,2023.842966939093
0.001,0.004169893682684279,4220.226612266587,2152.7510430393786
0.08135636531949421,0.005362586490137336,6496.7308928669145,1526.2206505531733
1.0,0.016893578428039988,7083.409607805959,1562.077382491699
0.001,0.001,2396.4023900930597,2698.641689665859
1.0,0.002414587709704134,2332.5208111708885,2274.1521082491795
0.001,0.007107256106290291,4938.62127395088,2032.6615561597198
0.051625464472770576,0.0017336765888405898,6701.786084349323,1626.2873260178017
0.05459799492553801,0.001,6094.738345320831,1969.8418466955525
0.11723438527917897,0.10470737719865235,7084.163854055308,1276.4843138325577
0.001,0.08491135688672989,3091.3649606801387,2207.448825522374
0.001,1.0,2442.611251454149,2652.1469132093985
0.01587482654049268,0.001,4535.064892317464,2105.5828182775654
0.09979445620366635,0.010016613820637893,5554.45784935565,1551.350746469958
0.19287165034467402,0.002062255565374256,5682.83046932323,1521.0162415741484
0.044188077995359405,0.21812561021805385,7743.7422488031825,1310.9959243218245
0.0905793316162597,0.0017876951912876259,6827.779808277909,1571.216602935535
0.001,0.010470816096806881,5142.665300077473,1968.8127182487012
0.13232988245029048,0.007531925808523647,6112.791130431623,1503.4634853136274
0.2721700537657327,0.06517341061002864,6748.525713206692,1196.1956364748078
0.001,0.0415164189212477,3949.3866946554754,2213.850265254348
0.035264041840307576,0.6309863162352065,6909.672889385451,1487.6671139915675
0.09489959108281805,0.16535665413949394,7849.686691973327,1185.4705085584528
1.0,0.029676456306094303,8079.344168059883,1079.7256129783857
0.0457916626427077,0.30226046941324936,7997.906756470314,1247.2770932112096
0.4560904235541454,1.0,3704.9563997044966,1628.3612342810768
0.004765388442775073,1.0,2195.2011395462314,2114.3241874701425
0.056151443243116016,0.0029029174149619703,6857.377044367031,1511.3693895829604
0.26306647353679935,0.010582637107863222,5766.387205806694,1483.4707330829685
0.1058546031855493,0.30113805305952834,8085.255102010391,971.2694233914361
0.10422398156507269,0.004904149481718474,6686.746346867014,1464.8127093680828
1.0,0.006736891842213666,4328.078735388089,2082.563426116627
0.06111505180759306,0.30111230008260015,8269.470282887132,1154.5628177597403
0.0017516659659065688,0.0064791567383386504,4590.773541692565,1693.840126771117
0.03938822863139651,0.0019532671589857086,6398.89366334125,1609.7449690322733
1.0,0.2726264264695768,3728.9001190945264,1568.0742943777113
0.22421057019772647,0.001,4479.160343975192,2086.728077938818
0.00242517698857861,0.001,2443.2585968178405,2204.7372991116317
0.4157700709824404,0.08833497892107572,6685.282793163623,1023.8223002476212
0.09551917472906073,0.0024893154926726043,7027.065021974968,1461.2640931509904
0.0064154728694713285,0.001,3213.6362798886407,2026.3697979237381
0.07827792650003451,0.0033484689246597466,7024.967524809607,1469.385173851102
0.025896465438175163,0.3639637328262366,6801.259096858182,1414.5332817098802
0.001,0.19666499309244492,2404.8028057687457,2139.530570694436
1.0,1.0,2703.9286238964814,2238.871216653276
0.08095426529336995,0.6551716298601645,7380.929457407314,1152.4190796140238
0.09584921123621255,0.001,5937.679075645903,1953.5518210514133
0.4897987269773815,0.022333803321436103,6922.7205730556325,1200.9721680931737
0.07385458011415015,0.21305522889699594,8164.993927519752,1178.7065894873872
0.03406689982922114,0.0037622562863136306,5706.017480708638,1548.903073829199
0.08609888596599574,0.4686647929917061,7904.486179877933,1003.1951556437058
0.027165197717691617,0.0013222399425157846,5590.28395592574,1862.741059003149
0.08979661127667933,0.12126741168872918,7315.97923959688,1294.5912987156423
0.045867682125223956,0.13006704823929183,6821.703790606794,1399.7440689952793
0.2748800257791096,0.03180503319746843,6460.97526580198,1264.2607448053002
0.001448220288632809,0.017742322670091588,4678.495177721434,1745.845930870329
0.01988477817516762,1.0,4964.981645955704,1957.081723036627
0.047172938853712126,0.605717464639717,7387.899368359293,1358.0967715946408
0.05499454378096148,0.3910929697555689,8097.172031747072,1172.3460562408927
0.07258597130674127,0.001544704527050177,6745.38959370962,1649.6373432609141
0.07107376776451395,1.0,6524.124264798946,1583.7812445381865
0.001,0.012697695178842292,5129.230228062108,1962.5592496575882
0.0037350685251837062,0.0017378548365663646,2887.383729567282,1712.6407496442969
0.01748409553018868,0.6368538654114164,5235.440282496803,1662.1395001141216
0.12087896231807667,0.0024587927000860664,6780.205313016177,1446.2858586025966
0.18132878531941862,0.01156814350833436,5761.32782740036,1500.5161044171464
1.0,0.010185913861522948,5590.074213259258,1900.9789437700765
0.028902542097882497,0.20825334123684003,6821.59864228495,1407.7983452153458
0.18621866425514874,0.09088431691757505,6858.589260194596,1228.0848281110823
0.17825086093551304,0.06158737929782501,6461.263790618471,1305.7483652180103
0.001,0.0019492418211229114,2953.0186569206885,2346.9282628551155
0.037697950958978606,0.0014771105681523403,6197.183069355627,1748.488176601618
0.44529157628941457,0.058183662562025874,7094.0696564673835,975.893506222845
0.01413414225611378,0.0025295186769631233,4259.8681319352145,1545.367433494749
0.08420151021783255,0.27872145332887427,8278.334963038358,1062.168217909943
0.051744315099869105,0.04825183777462295,4298.631585006162,1394.3619420442217
0.001,0.02777859013735252,4469.069811139444,2123.1612051529814
0.023389747469953526,0.001,5169.742371029201,2101.13197383577
0.18759591386027372,0.00640575752146531,6027.429191153481,1447.3197157286068
0.2968926875692086,0.08576546457401928,6753.696015991882,1140.957249285592
0.05841728300128925,0.002295965430810792,6939.717556532981,1528.1800682122093
0.001,0.061076918228060426,3461.7132789756247,2235.3327680964917
0.06430242340550991,0.006483351134910484,5879.025533441157,1590.0883208635937
0.6790002914075132,0.021509637116182413,7244.593454561974,1206.7172233190806
0.031522782284912836,0.29851249891552206,7303.830714432558,1356.4203550550067
