tmb,h2o2,cmc,bsa,imidazole,sucrose,edta,pva,feso4,peg20k,peg200k,mgso4,model,acq,pred_mean,pred_sigma,active_count,cacl2
0.001,0.009610002387548628,2.0,0.21467388014077257,0.050680622302255826,0.0,0.06394371404225026,0.0,0.0,0.0,0.0,0.0,old_mixed_hamming,10.794685293356721,198873.52593034937,23847.278376110346,4,
0.22422793555263149,0.007992724890976377,0.0,0.4351482894846054,0.0372044325306668,0.02038627677005227,0.0,0.11917851415027472,0.0,0.0,0.0,0.0,old_mixed_hamming,10.787662605785709,198671.03692814196,22074.32247872425,4,
2.0,0.006988530008901911,0.0,0.1474142688817192,0.040601373866899604,0.001,0.0,0.15115796210259227,0.0,0.0,0.0,0.0,old_mixed_hamming,10.784015539177737,198491.82154371263,21789.82832421752,4,
2.0,0.006902280672903738,0.0,2.0,0.10536693792127094,0.009643387896133712,0.0,0.00784772255125189,0.0,0.0,0.0,0.0,old_mixed_hamming,10.746986125883069,196737.34868513604,24816.370466984834,4,
2.0,0.008346378771857869,2.0,0.15146482834794386,0.1060373983541684,0.0,0.0,0.0,2.0,0.0,0.0,0.0,old_mixed_hamming,10.719337774146936,195337.2255553163,23893.149305729778,4,
2.0,0.006117822542110016,2.0,2.0,0.2078967123338431,0.004462756764770175,0.0,0.0,0.0,0.0,0.0,0.0,old_mixed_hamming,10.703248485131551,194413.34408253717,28549.48597067976,4,
0.010536974443251553,0.008180682807392727,2.0,2.0,0.08883401520761555,1.2256902079363028,0.0,0.0,0.0,0.0,0.0,0.0,old_mixed_hamming,10.63339314286496,190936.59513139457,29543.13086351426,4,
0.02963425369903884,0.009072503800036918,0.0,2.0,0.0963084311459619,0.02411856473762175,0.0,0.0,0.0,0.0,2.0,0.0,old_mixed_hamming,10.610041948729958,190681.393237781,24838.133526889964,4,
0.0030057000194261612,0.005236348326151245,2.0,0.7701169079780985,0.06588707125895679,0.0,0.0,0.006418342558806426,0.0,0.0,0.0,0.0,old_mixed_hamming,10.575542938696255,188501.53670607443,28693.352780913123,4,
0.001,0.008361618603335575,2.0,0.09259090595022479,0.12471363672200803,0.0,0.0,0.0,2.0,0.0,0.0,0.0,old_mixed_hamming,10.570975741309232,188715.86224116042,25823.535690944784,4,
0.0020586051314227818,0.008295595440381364,0.09278940867941973,0.8568839502920248,0.052779277035822775,0.0,0.0,0.0,2.0,0.0,0.0,0.0,old_mixed_hamming,10.404033949368996,182254.39085496176,25903.42739040222,4,
0.0017984028787201586,0.0055988017998206095,0.0,2.0,0.1276947178129817,0.004337916562862745,0.0,0.0,0.0,0.0,0.0,0.001,old_mixed_hamming,10.399793741049814,181332.33092695533,29199.567966509407,4,
0.015328492851185623,0.009295405402710958,0.0,2.0,0.5257569253056746,0.05455061393509775,0.0,0.001,0.0,0.0,0.0,0.0,old_mixed_hamming,10.366716218069724,180328.53289032192,28267.751442557063,4,
0.002721467974699475,0.007103850863475403,0.0,1.5799954439823727,0.10889055747828844,0.0,0.05279446181061366,0.12010675134660835,0.0,0.0,0.0,0.0,old_mixed_hamming,10.23915299548778,175398.26252565632,29562.696928393692,4,
2.0,0.00919129130377372,0.0,2.0,0.10532396340968975,0.0,0.4028862304561802,0.06254473404486985,0.0,0.0,0.0,0.0,old_mixed_hamming,10.20859413192715,174335.0628048189,29624.471989789443,4,
2.0,0.01332118848659106,0.0,0.30224500348687067,0.1158058501871256,2.0,0.0,0.0,0.0,2.0,0.0,0.0,old_mixed_hamming,10.116095637243474,171953.29508035173,27893.798737053858,4,
2.0,0.004975158820279574,0.0,2.0,0.3725753307050392,0.012933808226115144,0.0,0.289908991889016,0.0,0.0,0.0,0.0,old_mixed_hamming,10.071709789980487,168477.67188717588,32982.37853467695,4,
2.0,0.01649727483103435,0.0,0.3434104899401759,0.1348156269430912,2.0,0.0,0.05044422365760655,0.0,0.0,0.0,0.0,old_mixed_hamming,9.92911560684138,165293.6536518132,30428.68765011757,4,
0.0012938629143161083,0.018091479658595998,2.0,2.0,0.23369467053199994,0.0,0.017668134508901655,0.0,0.0,0.0,0.0,0.0,old_mixed_hamming,9.808409253327344,160858.37947122334,31638.297161555714,4,
2.0,0.0025326543215718014,2.0,0.6910970411420388,0.1006104301463439,0.01682044854702255,0.0,0.0,0.0,0.0,0.0,0.0,old_mixed_hamming,9.72447936740342,156208.87695072812,34988.990912951194,4,
2.0,0.001,1.1913637838178568,0.08927850002553375,0.03380497578062984,0.0,0.0,,0.0,0.0,,0.0,new_additive_set,10.885340040382257,203300.60340562416,12351.496068355267,4,0.35950996034605387
2.0,0.001,2.0,0.0926056777056451,0.0340258195873061,0.0,0.0,,0.0,0.0,,0.0,new_additive_set,10.87584702195783,202797.9589653049,12575.84775761348,4,0.3609752639835764
2.0,0.001,0.5540289679627167,0.08733314820922654,0.03479673895970999,0.0,0.0,,0.0,0.0,,0.0,new_additive_set,10.8674761376443,202354.0336484022,12184.249167980473,4,0.36399711166934434
2.0,0.001,0.5251574787651787,0.0852209704517325,0.012871698499633927,0.0,0.0,,0.0,0.0,,0.0,new_additive_set,10.812085844954973,199530.219230389,12436.639885209504,4,0.3605642180984815
2.0,0.001,2.0,0.3767543984659115,0.022341120424659567,0.0,0.0,,0.0,0.0,,0.0,new_additive_set,10.794459710485066,198666.3437046757,12824.102863738251,4,0.364467168714569
2.0,0.001,0.0,0.08905078959501826,0.034862472066323286,0.0036627664240849807,0.0,,0.0,0.0,,0.0,new_additive_set,10.792049031718323,198546.41914797292,12163.345610477265,4,0.36257596488678234
2.0,0.001,0.0,0.09196226094386413,0.034182885118416904,0.0,0.0454672489147949,,0.0,0.0,,0.0,new_additive_set,10.746118915980185,196369.52804404928,12992.035298276394,4,0.3606913775451242
2.0,0.010363746065830574,2.0,0.09163916601234172,0.0341255833638755,0.0,0.0,,0.0,0.0,,0.0,new_additive_set,10.713595997775228,194858.44304940765,10103.627099835,4,0.36227653078957167
2.0,0.001,0.0,0.08861902898779324,0.03355296183344801,0.0,0.0,,0.0,0.0,,0.007619951440911169,new_additive_set,10.704382542283701,194466.78364681036,12463.602724782415,4,0.35961423461963704
2.0,0.001,0.001,0.09013218559945889,0.033168805344052595,0.0,0.0,,0.0,0.0,,0.0,new_additive_set,10.697540699712816,194174.1172349953,14232.302916108236,4,0.35470867846627147
2.0,0.001,0.0,0.0919433488198259,0.5908006145595217,0.0,0.046150932358728816,,0.0,0.0,,0.0,new_additive_set,10.675930627556747,193224.5520276734,13421.080472467118,4,0.3625794841233191
2.0,0.001,1.740276892189589,0.0,0.033857818752225315,0.0039034682501004427,0.0,,0.0,0.0,,0.0,new_additive_set,10.674199050436663,193139.38019616326,12272.971947133621,4,0.3683994104307345
2.0,0.001,0.0,0.07650489999508556,0.030301330356532957,0.0,0.0,,2.0,0.0,,0.0,new_additive_set,10.661145794047357,192581.92274908326,12504.691547524368,4,0.34547878772657076
2.0,0.001,2.0,0.07040697354994406,0.0028463337118105796,0.0,0.0,,0.0,0.0,,0.0,new_additive_set,10.651777675508528,192194.15331903927,14113.374495869928,4,0.3522917599351281
2.0,0.0025886145892754634,0.0,0.07234817758181732,0.053692577672814344,0.001,0.0,,0.0,0.0,,0.0,new_additive_set,10.638218377879324,191608.57564995828,11683.651870712705,4,0.36027195636606907
2.0,0.001,1.620448854514105,0.0,0.033887667719184174,0.0,0.0460671979462255,,0.0,0.0,,0.0,new_additive_set,10.631563591727891,191341.0577916982,13052.378518376945,4,0.361578862666486
2.0,0.001,0.0,0.098523387568429,0.6397274355552112,0.0,0.0,,0.0,0.0,,0.00931152670555296,new_additive_set,10.620797159857416,190899.12227933813,13063.119704121225,4,0.36875554964379154
2.0,0.001,0.0,0.08695638724863067,0.05778995550813382,0.0,0.0,,0.0029790935337103497,0.0,,0.0,new_additive_set,10.565633620076968,188672.0044824596,13856.432213473918,4,0.3548234823837498
2.0,0.001,0.5729642982658176,0.001,0.014006331820337,0.0,0.0,,0.0,0.0,,0.0,new_additive_set,10.555517008298443,188210.04882314304,14259.285170093226,4,0.36514998429722284
2.0,0.001,0.0,0.08959251569633113,0.03332363650743582,0.0,0.0,,0.0,0.0015998881173167295,,0.0,new_additive_set,10.55060682978555,188055.87388876156,14094.981209104428,4,0.33566444885258023
2.0,0.001,0.4494196045277685,0.0,0.024341610734174648,0.0,0.0,,0.002429319384100961,0.0,,0.0,new_additive_set,10.49963249796223,186057.09868653945,13756.100280871235,4,0.3884213728298958
2.0,0.02023810711319661,0.0,0.09490570414975874,0.03536229823401799,0.0,0.0488143823799938,,0.0,0.0,,0.0,new_additive_set,10.43645674365237,183983.74875019316,10887.20461430599,4,0.36931022273479275
0.005644347046479887,0.001,0.9539128800895019,0.0,0.034223688045954284,0.0,0.04719966696924693,,0.0,0.0,,0.0,new_additive_set,10.406763338090611,182689.99118085718,14305.636441269651,4,0.36398086822957865
0.0018267669852464982,0.001,0.0,0.10302772717329915,0.053176026656025784,0.001,0.0,,0.0,0.0,,0.0,new_additive_set,10.405095074666832,182623.0378146194,15224.73182711718,4,0.33843276815344125
2.0,0.005289637500893752,1.0921877264572901,0.0,0.033810002087344755,0.0,0.0,,0.001679167673363365,0.0,,0.0,new_additive_set,10.385393517268176,182141.87507646668,12139.597239051678,4,0.36280973267771816
2.0,0.001,2.0,0.0,0.6134251518218277,0.0,0.0,,0.0,0.001037979585404078,,0.0,new_additive_set,10.345829074567964,180633.10250887112,14769.98228041041,4,0.36626286441669165
2.0,0.001,1.4571572375477801,0.0,0.001,0.0,0.0426770095114565,,0.0,0.0,,0.0,new_additive_set,10.299021704145048,179150.05725771253,14923.66081237372,4,0.32222832334071655
0.00397770305915455,0.001,2.0,0.0,0.03287946087395647,0.0,0.0,,0.0017801709474340548,0.0,,0.0,new_additive_set,10.244716567959415,177475.2777779236,15627.712166710511,4,0.34711829977412106
0.001,0.0018415443744881734,0.0,0.09565414023454515,0.030968028727140964,0.0,0.0,,0.0,0.0014874351536265564,,0.0,new_additive_set,10.123958888329453,174152.4139155635,15416.83676717896,4,0.35808124523199963
2.0,0.04762690810094113,0.48408830080255894,0.07222915974556411,0.0037429117910999805,0.0,0.0,,0.0,0.0,,0.0,new_additive_set,10.094509226943606,173745.57719119365,12170.075470547159,4,0.3476987019873879
0.001,0.001,0.510026113184726,0.0,0.034597970992528045,0.0,0.0,,0.0,0.001,,0.0,new_additive_set,10.007168597244696,170981.9062009396,16224.540543021636,4,0.35926142975367625
0.5539464866775288,0.016270203276829175,2.0,0.0,0.03634946313732928,0.0,0.0,,0.0,0.0025282725629305522,,0.0,new_additive_set,10.004634901926092,171561.1966788154,12090.493197321754,4,0.3731521661908971
