TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
0.281961025,0.192600318,407.2456934,167.6066647,170.2528789
0.304445679,0.216230445,377.5467655,193.711083,196.0051847
0.286211478,0.487521877,353.5291943,206.1620385,208.3190698
0.304714775,0.055201015,338.3875547,205.0206734,207.1895878
0.324141428,0.089523786,337.7941997,202.4120162,204.608585
0.47874761,0.107755226,304.6419461,211.6771805,213.7785712
0.342555239,0.03086277,273.8865101,241.2306918,243.0767274
0.257108402,1,273.4080462,240.6778311,242.5280749
0.551749495,0.078275523,270.5793352,231.5394096,233.4620889
0.445319585,0.032142749,231.4495815,249.0342602,250.8228688
0.280774809,0.021909025,230.1100512,254.3422362,256.0937755
0.161341172,1,222.1778202,248.6090227,250.4006687
0.910279449,0.028893412,214.0900004,256.0092013,257.749413
0.477929765,0.803819979,208.6583022,247.5203646,249.3198341
0.818031145,0.024372194,207.9474411,258.0430104,259.7695979
0.289657594,0.008591951,197.3209644,262.2689487,263.9678961
0.144447474,1,188.2889287,264.788211,266.4710968
1,0.024311308,178.0815527,272.4971411,274.1327063
0.13199088,1,177.7911484,261.7542641,263.4565306
0.861681892,0.009470894,157.6574588,280.5986531,282.1872656
0.055471066,0.005,117.2233908,245.0970236,246.9141545
0.08347953,1,76.05894958,262.10898,263.8089576
0.034477522,0.016028566,-2.023137929,237.8523204,239.7243731
0.031793393,0.005,-50.45920284,277.0312645,278.6402166
0.011650767,1,-133.8768281,294.6315786,296.1449237
0.010124004,0.008936027,-269.1500584,232.8311554,234.7432548
0.007795114,0.041305405,-269.8568946,52.27296442,60.22052438
0.02809073,1,-304.8338992,136.3271711,139.5677123
0.013006161,0.054325557,-306.769741,240.7871069,242.6365175
0.013636445,0.042726097,-332.6571737,233.8039141,235.7081224
0.023620621,0.377867736,-342.7930804,209.9124209,212.0313024
0.016124514,0.013203855,-416.4794995,151.9339917,154.8482695
