model,n_seeds,mll_mean,mll_std,mll_min,mll_max,fit_seconds_mean,fit_seconds_std,fit_seconds_min,fit_seconds_max,train_rmse_mean,train_rmse_std,train_rmse_min,train_rmse_max,train_mae_mean,train_mae_std,train_mae_min,train_mae_max,train_r2_mean,train_r2_std,train_r2_min,train_r2_max,train_z_std_mean,train_z_std_std,train_z_std_min,train_z_std_max,noise_standardized_mean,noise_standardized_std,noise_standardized_min,noise_standardized_max,eig_min_mean,eig_min_std,eig_min_min,eig_min_max,eig_max_mean,eig_max_std,eig_max_min,eig_max_max,condition_number_mean,condition_number_std,condition_number_min,condition_number_max,loo_rmse_model_space_mean,loo_rmse_model_space_std,loo_rmse_model_space_min,loo_rmse_model_space_max,loo_mae_model_space_mean,loo_mae_model_space_std,loo_mae_model_space_min,loo_mae_model_space_max,loo_z_mean_mean,loo_z_mean_std,loo_z_mean_min,loo_z_mean_max,loo_z_std_mean,loo_z_std_std,loo_z_std_min,loo_z_std_max,loo_frac_abs_z_gt_2_mean,loo_frac_abs_z_gt_2_std,loo_frac_abs_z_gt_2_min,loo_frac_abs_z_gt_2_max,loo_frac_abs_z_gt_3_mean,loo_frac_abs_z_gt_3_std,loo_frac_abs_z_gt_3_min,loo_frac_abs_z_gt_3_max,loo_cholesky_jitter_mean,loo_cholesky_jitter_std,loo_cholesky_jitter_min,loo_cholesky_jitter_max,kernel_diag_min_mean,kernel_diag_min_std,kernel_diag_min_min,kernel_diag_min_max,kernel_diag_max_mean,kernel_diag_max_std,kernel_diag_max_min,kernel_diag_max_max
per_add_alpha_kernel,10,-0.26132127599507876,5.851389114294502e-17,-0.2613212759950787,-0.2613212759950787,7.84893229007721,1.0007135306606771,6.542749643325806,9.592108249664307,6448.192579970034,0.0,6448.192579970034,6448.192579970034,4600.665270592368,0.0,4600.665270592368,4600.665270592368,0.9396075466939916,0.0,0.9396075466939916,0.9396075466939916,0.8769898881346896,0.0,0.8769898881346896,0.8769898881346896,0.07150654454663649,1.4628472785736255e-17,0.07150654454663648,0.07150654454663648,0.07150654454663499,1.4628472785736255e-17,0.071506544546635,0.071506544546635,234.80726974375892,2.995911226518785e-14,234.80726974375895,234.80726974375895,3283.7171930552845,0.0,3283.7171930552845,3283.7171930552845,0.2875803975324844,0.0,0.2875803975324844,0.2875803975324844,0.2089717645718489,2.925694557147251e-17,0.20897176457184893,0.20897176457184893,-0.0006107162890943872,0.0,-0.0006107162890943872,-0.0006107162890943872,0.9804260202153896,0.0,0.9804260202153896,0.9804260202153896,0.04708520179372198,7.314236392868128e-18,0.04708520179372197,0.04708520179372197,0.017937219730941704,0.0,0.017937219730941704,0.017937219730941704,0.0,0.0,0.0,0.0,0.5578095323368072,0.0,0.5578095323368072,0.5578095323368072,1.0448660157072038,0.0,1.0448660157072038,1.0448660157072038
