HRP,model,TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
0.0001,fixed_sem_shrunk,1,0.100509231,417.2040104,187.8961766,192.2390674
0.0001,fixed_sem_shrunk,0.228686369,0.015490201,301.4177988,186.255141,190.6354201
0.0001,fixed_sem_shrunk,0.25192043,0.017316622,288.702414,194.3157388,198.5182414
0.0001,fixed_sem_shrunk,0.227103101,0.017695784,283.7126673,198.3227921,202.4421293
0.0001,fixed_sem_shrunk,0.617010718,0.008186477,106.9161035,242.7331754,246.110301
0.0001,fixed_sem_shrunk,0.013585127,0.020038591,91.698397,250.5217893,253.7952969
0.0001,fixed_sem_shrunk,0.0124826,0.022385098,86.64270227,253.1275276,256.3677653
0.0001,fixed_sem_shrunk,0.011341718,0.0224045,86.27693667,253.2081358,256.4473549
0.0001,fixed_sem_shrunk,0.681899787,0.007137611,82.84594802,254.7454858,257.9654015
0.0001,fixed_sem_shrunk,0.524668408,0.007206904,80.97790647,255.3805185,258.5925271
0.0001,fixed_sem_shrunk,0.432758581,0.200910623,64.8932253,258.0050324,261.1847671
0.0001,fixed_sem_shrunk,0.174752652,0.257809569,42.8207846,263.6299447,266.7426355
0.0001,fixed_sem_shrunk,0.198432021,0.314904175,42.72703435,264.0845768,267.1919713
0.0001,fixed_sem_shrunk,0.191993841,0.096948214,34.55063469,263.9168716,267.0262178
0.0001,fixed_sem_shrunk,0.218812528,0.102539238,31.60830676,265.1786601,268.2733822
0.0001,fixed_sem_shrunk,0.054277416,0.030816514,9.909113078,268.3161791,271.3751238
0.0001,fixed_sem_shrunk,0.081037381,0.101187798,3.731061226,271.0547754,274.0831573
0.0001,fixed_sem_shrunk,0.045809791,0.332554881,-11.70798405,272.3936096,275.40727
0.0001,fixed_sem_shrunk,0.051516129,0.400852213,-14.42897946,273.8044886,276.8027887
0.0001,fixed_sem_shrunk,0.055028239,0.265411228,-15.82739306,274.5605068,277.55064
0.0001,fixed_sem_shrunk,0.066290946,0.281177795,-18.98108781,275.9308415,278.9062838
0.0001,fixed_sem_shrunk,0.015569934,0.025639287,-19.86070711,278.7325952,281.6784434
0.0001,fixed_sem_shrunk,0.008384078,0.182706096,-27.24873426,278.0702623,281.0230535
0.0001,fixed_sem_shrunk,0.019715076,0.085012101,-31.79921432,279.1932578,282.1342961
0.0001,fixed_sem_shrunk,0.155475296,0.660028271,-34.88727049,279.0219991,281.9648237
0.0001,fixed_sem_shrunk,0.091883928,0.619661737,-34.9501557,279.0499225,281.9924557
0.0001,fixed_sem_shrunk,0.038605209,0.319041412,-40.25537671,281.1893145,284.1096909
0.0001,fixed_sem_shrunk,0.019261658,0.049424864,-41.40069811,280.4567859,283.3847113
0.0001,fixed_sem_shrunk,0.96903203,0.012786995,-45.69797731,281.4464741,284.3642095
0.0001,fixed_sem_shrunk,0.018143648,1,-46.08973111,281.4458684,284.36361
0.0001,fixed_sem_shrunk,0.011320519,0.005,-46.71116443,281.4453016,284.363049
0.0001,fixed_sem_shrunk,0.011929939,0.005175784,-47.0187921,281.4430476,284.3608181
0.01,fixed_sem_shrunk,0.943845469,0.042663088,9700.184628,294.7530393,347.1327275
0.01,fixed_sem_shrunk,0.872519558,0.030683532,1864.791716,1895.644406,1904.491925
0.01,fixed_sem_shrunk,0.686945533,0.03178366,1500.465273,1930.126012,1938.816185
0.01,fixed_sem_shrunk,0.121165735,0.020899431,1372.281938,1722.830722,1732.560958
0.01,fixed_sem_shrunk,0.447056901,0.114621507,1355.702481,1928.780843,1937.477049
0.01,fixed_sem_shrunk,0.160237624,0.039417723,1333.181425,1912.100893,1920.872615
0.01,fixed_sem_shrunk,0.580024257,0.012689343,1323.615069,1930.632649,1939.320552
0.01,fixed_sem_shrunk,0.339947182,0.22822361,1238.422735,1930.99945,1939.685709
0.01,fixed_sem_shrunk,0.843300986,0.010425214,1184.430689,1932.171868,1940.85288
0.01,fixed_sem_shrunk,0.124613289,0.071382051,1161.956781,1930.178148,1938.868087
0.01,fixed_sem_shrunk,0.059389335,0.020369699,1159.174735,1929.331804,1938.025538
0.01,fixed_sem_shrunk,0.238658925,0.305174076,1157.163893,1931.247167,1939.932318
