HRP,model,TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
0.0001,fixed_sem_shrunk,1,0.133415157,1125.146723,152.6036062,161.3922749
0.0001,fixed_sem_shrunk,1,0.10569912,1120.458488,148.8402361,157.8385936
0.0001,fixed_sem_shrunk,0.886939421,0.117284659,1119.926124,151.3017712,160.1618923
0.0001,fixed_sem_shrunk,0.194812825,0.021202937,308.2885123,234.3968955,240.2113869
0.0001,fixed_sem_shrunk,0.991128086,0.056589656,299.3692747,303.2609893,307.7772464
0.0001,fixed_sem_shrunk,0.265386281,0.020037437,263.2778312,185.5764918,192.8684528
0.0001,fixed_sem_shrunk,0.598672251,0.006544768,232.4533247,168.9265492,176.9061468
0.0001,fixed_sem_shrunk,0.193010517,0.08659519,182.9251877,132.3072168,142.354506
0.0001,fixed_sem_shrunk,0.096031424,0.070869413,154.4942318,91.45981658,105.4727634
0.0001,fixed_sem_shrunk,0.096687958,0.063420738,119.6285965,83.84833895,98.94518539
0.0001,fixed_sem_shrunk,0.005991001,0.045571875,106.3939981,204.6141026,211.249939
0.0001,fixed_sem_shrunk,0.093169646,0.169418523,83.69278549,223.4533804,229.5452439
0.0001,fixed_sem_shrunk,0.075502865,0.262300521,81.58898043,238.9643336,244.6703057
0.0001,fixed_sem_shrunk,0.086638494,0.119984896,81.57995251,202.9207411,209.6101928
0.0001,fixed_sem_shrunk,0.133423958,0.512091966,76.6294501,159.7124375,168.1299155
0.0001,fixed_sem_shrunk,0.120942809,0.021539389,55.51889043,298.8178536,303.4002561
0.0001,fixed_sem_shrunk,0.005412086,0.27089912,25.26518102,249.1175614,254.5960824
0.0001,fixed_sem_shrunk,0.01078131,0.109154467,8.60629343,269.0946616,274.1742925
0.0001,fixed_sem_shrunk,0.017921133,0.071983025,2.066947359,247.1511581,252.6723188
0.0001,fixed_sem_shrunk,0.010827722,0.170985976,-26.44356198,280.9813873,285.8498658
0.0001,fixed_sem_shrunk,0.067152968,0.067741555,-41.07541073,213.4452757,219.8146753
0.0001,fixed_sem_shrunk,0.020264553,0.039321166,-71.88040486,293.1892855,297.8582933
0.0001,fixed_sem_shrunk,0.021437358,0.019256267,-103.1927201,267.0088914,272.1274588
0.0001,fixed_sem_shrunk,0.010182459,0.231589279,-106.5730567,260.730694,265.9701122
0.0001,fixed_sem_shrunk,0.05515318,0.117829625,-119.1020574,216.3597298,222.645769
0.0001,fixed_sem_shrunk,0.013536777,0.008779001,-128.0326894,278.8599514,283.7648292
0.0001,fixed_sem_shrunk,0.015841516,0.005566657,-150.5013177,237.1414616,242.8902604
0.0001,fixed_sem_shrunk,0.024158456,0.006100802,-158.7014786,158.7770161,167.2415816
0.0001,fixed_sem_shrunk,0.009349661,0.011368316,-161.0035656,210.0795608,216.54798
0.0001,fixed_sem_shrunk,0.025564023,0.01581805,-197.4677824,253.5860008,258.970009
0.0001,fixed_sem_shrunk,0.533581133,0.029056322,-233.5562365,239.222284,244.9222467
0.0001,fixed_sem_shrunk,0.007898259,0.00703091,-316.2394156,178.4031522,185.9765859
0.01,fixed_sem_shrunk,1,0.041606977,9793.235898,189.2145251,259.751839
0.01,fixed_sem_shrunk,1,0.053443129,9785.795407,326.3144433,371.6853471
0.01,fixed_sem_shrunk,0.998419099,0.184602679,6591.663443,656.4551346,680.1486786
0.01,fixed_sem_shrunk,0.364556504,0.036059247,5174.906725,473.0750547,505.4393028
0.01,fixed_sem_shrunk,0.463401768,0.122574002,5125.619993,325.8738796,371.298622
0.01,fixed_sem_shrunk,0.345411271,0.014620016,4125.093017,497.4920799,528.3628024
0.01,fixed_sem_shrunk,0.569052574,0.244825519,4048.308856,395.9539401,434.1064432
0.01,fixed_sem_shrunk,0.424570559,0.008493445,3330.995181,309.558866,357.0652222
0.01,fixed_sem_shrunk,0.208927011,0.132750177,2620.87586,327.3319223,372.5789429
0.01,fixed_sem_shrunk,0.231506405,0.011778335,2619.310872,424.6702329,460.4494413
0.01,fixed_sem_shrunk,0.120182741,0.0227717,2180.900529,314.035033,360.9527439
0.01,fixed_sem_shrunk,0.077424912,0.024228909,1641.119869,278.2861158,330.3211219
0.01,fixed_sem_shrunk,0.155817802,0.256230716,1481.28409,236.6859003,296.1234485
0.01,fixed_sem_shrunk,0.620111103,0.598879537,1442.113428,414.5989882,451.177573
0.01,fixed_sem_shrunk,0.078279504,0.195711062,1077.9969,434.3084236,469.353479
0.01,fixed_sem_shrunk,0.035020546,0.023937826,793.4366658,392.3031365,430.7790991
0.01,fixed_sem_shrunk,0.055120321,0.1105471,767.0872627,452.9900349,486.6917433
0.01,fixed_sem_shrunk,0.096218186,0.368177849,615.9166669,225.9228491,287.5934893
0.01,fixed_sem_shrunk,0.007852858,0.131029187,422.0159556,132.6558259,221.9604683
0.01,fixed_sem_shrunk,0.058631388,0.011013572,415.6693186,432.5886773,467.7625948
0.01,fixed_sem_shrunk,0.022088533,0.186760485,343.4034163,156.6910274,237.1095937
0.01,fixed_sem_shrunk,0.039485577,0.009926579,216.1957375,378.7244052,418.4507814
0.01,fixed_sem_shrunk,0.070101243,0.462047938,203.7804386,254.2040571,310.3040187
0.01,fixed_sem_shrunk,0.024319513,0.417918764,202.1090899,524.7892854,554.1413857
0.01,fixed_sem_shrunk,0.00762535,0.073278904,175.3989279,283.5238486,334.7456558
0.01,fixed_sem_shrunk,0.056605244,0.006481319,132.3062623,306.3580186,354.2938285
0.01,fixed_sem_shrunk,0.008530866,0.396680993,-25.08014315,339.1270347,382.9830636
0.01,fixed_sem_shrunk,0.015922467,0.075753025,-37.64270258,125.8140409,217.9404833
0.01,fixed_sem_shrunk,0.074479163,0.56085349,-46.84014248,354.4759374,396.6384645
0.01,fixed_sem_shrunk,0.395456167,0.8641222,-287.1961373,315.8130475,362.5007067
0.01,fixed_sem_shrunk,0.103231544,0.789165776,-525.314173,620.0788022,645.1097598
0.01,fixed_sem_shrunk,0.259168008,0.926369146,-740.7301022,597.5762524,623.5112339
1,fixed_sem_shrunk,1,0.625656393,10082.14596,358.7215127,415.2312207
1,fixed_sem_shrunk,1,0.537253974,9960.275124,422.4190428,471.3530426
1,fixed_sem_shrunk,0.823635674,0.539759891,9750.585247,375.0507953,429.4169792
1,fixed_sem_shrunk,1,0.734554336,9681.729449,646.821339,679.7894436
1,fixed_sem_shrunk,0.847330768,0.012523609,3884.392512,874.9958439,899.6408004
1,fixed_sem_shrunk,0.926764787,0.010318769,3413.142063,795.2700578,822.3079155
1,fixed_sem_shrunk,0.146477162,0.647700806,1798.684528,588.4609601,624.5175294
1,fixed_sem_shrunk,0.116030318,0.00507443,1559.726084,703.8347775,734.247395
1,fixed_sem_shrunk,0.129961312,0.009289653,837.6924764,636.0392325,669.5384592
1,fixed_sem_shrunk,0.183065272,0.185298141,653.56081,545.2431002,583.9742129
1,fixed_sem_shrunk,0.257795224,0.029963216,633.4563315,558.4038636,596.2807375
1,fixed_sem_shrunk,0.525506505,0.077820274,334.7419276,264.4314244,337.1347227
1,fixed_sem_shrunk,0.005049135,0.005449638,324.2986593,1260.23501,1277.469422
1,fixed_sem_shrunk,0.371556756,0.144548246,295.9938592,465.8400484,510.6298011
1,fixed_sem_shrunk,0.022908132,0.885618825,186.1247937,801.3076004,828.1483644
1,fixed_sem_shrunk,0.053591206,0.012714678,138.5122073,307.8784137,372.189415
