HRP,model,TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
0.001,fixed_sem_shrunk,0.524914565,0.018088658,2842.994121,236.8977064,256.1931485
0.001,fixed_sem_shrunk,0.511655899,0.018680443,2812.180301,225.6786304,245.8561576
0.001,fixed_sem_shrunk,0.518727739,0.016804521,2812.101127,285.4167222,301.6241226
0.001,fixed_sem_shrunk,0.536268944,0.017005661,2743.398826,364.5860833,377.4088211
0.001,fixed_sem_shrunk,0.493126946,0.019113059,2630.206919,325.0407264,339.3609876
0.001,fixed_sem_shrunk,0.508615405,0.015701051,2602.207312,392.0954262,404.0460732
0.001,fixed_sem_shrunk,0.483729393,0.017577053,2596.750583,354.2136636,367.3985922
0.001,fixed_sem_shrunk,0.616412612,0.01939132,2596.08342,372.5721658,385.1291015
0.001,fixed_sem_shrunk,0.56130158,0.017024172,2577.441829,464.4939071,474.6251108
0.001,fixed_sem_shrunk,0.573025751,0.018522446,2569.533986,413.7419438,425.0844647
0.001,fixed_sem_shrunk,0.670176384,0.020827767,2538.351123,320.5098955,335.0238784
0.001,fixed_sem_shrunk,0.588880458,0.019108416,2531.506311,425.933591,436.9597579
0.001,fixed_sem_shrunk,0.596086139,0.017787003,2526.67008,474.7955594,484.7114908
0.001,fixed_sem_shrunk,0.536588134,0.015384386,2473.379588,503.6015507,512.9609419
0.001,fixed_sem_shrunk,0.66906641,0.030203536,2419.885279,326.3113185,340.5781594
0.001,fixed_sem_shrunk,0.48281357,0.015877185,2419.321246,443.1630332,453.7707351
0.001,fixed_sem_shrunk,0.611600005,0.016235639,2358.267432,535.4871792,544.2985625
0.001,fixed_sem_shrunk,0.653210527,0.016388433,2348.486593,457.1597356,467.4499223
0.001,fixed_sem_shrunk,0.694061579,0.018027664,2325.788242,394.5636422,406.4417225
0.001,fixed_sem_shrunk,0.584730375,0.015447894,2263.21833,591.0386482,599.033463
0.001,fixed_sem_shrunk,0.540183231,0.014263108,2179.234906,594.1013651,602.0555107
0.001,fixed_sem_shrunk,0.499099622,0.014203753,2165.074151,559.2041016,567.6474551
0.001,fixed_sem_shrunk,0.751122344,0.046548062,2155.547939,479.5632662,489.3826032
0.001,fixed_sem_shrunk,0.801622564,0.041686041,2139.33266,470.8653139,480.8622982
0.001,fixed_sem_shrunk,0.682052899,0.015667311,2071.083937,531.7473323,540.6196736
0.001,fixed_sem_shrunk,0.620948006,0.014618575,2025.285372,620.6535101,628.2715859
0.001,fixed_sem_shrunk,0.477510786,0.013943434,1951.50623,603.8003513,611.628376
0.001,fixed_sem_shrunk,1,0.015731262,1938.549326,502.8741859,512.2468671
0.001,fixed_sem_shrunk,0.675225014,0.01310895,1577.893034,671.7965508,678.8409326
0.001,fixed_sem_shrunk,0.507878272,0.011182895,1395.760444,705.7703671,712.478924
0.001,fixed_sem_shrunk,1,0.055660204,1335.802311,657.3452548,664.5428429
0.001,fixed_sem_shrunk,1,0.149286203,1090.225438,695.9832474,702.7852351
0.01,fixed_sem_shrunk,1,0.073198725,7136.546981,191.2300356,418.8450883
0.01,fixed_sem_shrunk,1,0.077932828,7133.205641,202.6347028,424.1734366
0.01,fixed_sem_shrunk,1,0.07081276,7125.530707,186.8147279,416.8477229
0.01,fixed_sem_shrunk,0.917623944,0.074032632,7122.406892,165.8147197,407.8686097
0.01,fixed_sem_shrunk,1,0.081547935,7110.859122,213.5793399,429.5095062
0.01,fixed_sem_shrunk,0.882070364,0.076607805,7107.571798,162.5382463,406.5476147
0.01,fixed_sem_shrunk,1,0.068373631,7105.54037,183.0733692,415.1844651
0.01,fixed_sem_shrunk,0.91801685,0.069804381,7102.515549,158.2887942,404.8674152
0.01,fixed_sem_shrunk,0.936849365,0.082433165,7094.755357,195.7220682,420.9149671
0.01,fixed_sem_shrunk,0.872145368,0.071000783,7090.47805,147.6225629,400.8175427
0.01,fixed_sem_shrunk,0.914142505,0.067258684,7076.879011,154.0991432,403.2478487
0.01,fixed_sem_shrunk,0.848552539,0.081895784,7065.028124,172.0120186,410.4271141
0.01,fixed_sem_shrunk,0.806440336,0.075161609,7061.617527,142.0013678,398.7814815
0.01,fixed_sem_shrunk,0.812856613,0.079210801,7059.121903,155.7150436,403.8681175
0.01,fixed_sem_shrunk,1,0.086720439,7057.122311,231.827416,438.8692656
0.01,fixed_sem_shrunk,0.808717232,0.070566486,7046.278801,132.536617,395.5100964
0.01,fixed_sem_shrunk,0.881034545,0.063945901,7020.236772,142.9830514,399.1321016
0.01,fixed_sem_shrunk,0.75485523,0.07947645,7009.877807,147.8617281,400.9056898
0.01,fixed_sem_shrunk,1,0.060647463,6987.671556,173.9778665,411.2548839
0.01,fixed_sem_shrunk,1,0.092314787,6978.906532,254.188734,451.081139
0.01,fixed_sem_shrunk,0.754475234,0.084480007,6973.91847,168.3727153,408.9152146
0.01,fixed_sem_shrunk,0.818108057,0.093262979,6906.043172,215.2499804,430.3426955
0.01,fixed_sem_shrunk,0.696851266,0.067043068,6904.834389,111.6096125,388.9974127
0.01,fixed_sem_shrunk,0.666244214,0.07775235,6902.456854,134.5567468,396.1916198
0.01,fixed_sem_shrunk,0.748559516,0.059598125,6876.162427,118.7864661,391.1169979
0.01,fixed_sem_shrunk,0.667715106,0.086768099,6834.929913,174.9171489,411.6531191
0.01,fixed_sem_shrunk,0.613567716,0.056495993,6697.271871,114.3514629,389.7929432
0.01,fixed_sem_shrunk,0.643405797,0.049605587,6692.763075,118.5438993,391.043396
0.01,fixed_sem_shrunk,0.689018148,0.097856828,6686.087886,226.9368586,436.3056489
0.01,fixed_sem_shrunk,1,0.017025596,6667.403184,117.719611,390.7943044
0.01,fixed_sem_shrunk,1,0.111117725,6642.865268,339.0521302,503.8041569
0.01,fixed_sem_shrunk,1,0.124495362,6375.028982,394.8588521,542.9325875
0.1,fixed_sem_shrunk,0.754519364,0.059371636,12086.99689,1798.202409,1822.195298
0.1,fixed_sem_shrunk,0.812940965,0.064966282,11948.22878,1714.114942,1739.268189
0.1,fixed_sem_shrunk,0.736204298,0.05430356,11929.24576,1922.843755,1945.299953
0.1,fixed_sem_shrunk,0.763550117,0.050734344,11822.19006,1819.022622,1842.744447
0.1,fixed_sem_shrunk,0.847547586,0.047887845,11810.45168,1205.823899,1241.319892
0.1,fixed_sem_shrunk,0.685468184,0.060661968,11341.3782,2433.686727,2451.467904
0.1,fixed_sem_shrunk,0.721866085,0.065797774,11271.21031,2351.638072,2370.034899
0.1,fixed_sem_shrunk,0.725699648,0.047747763,11238.44997,2017.531126,2038.944738
0.1,fixed_sem_shrunk,0.808601705,0.077053828,11137.97449,1656.841428,1682.850949
0.1,fixed_sem_shrunk,0.649295839,0.054516331,10936.21467,2622.800961,2639.308372
0.1,fixed_sem_shrunk,0.632937027,0.047232421,10007.20818,2639.304021,2655.708854
0.1,fixed_sem_shrunk,0.606968685,0.141548405,9741.503504,2386.633967,2404.763084
0.1,fixed_sem_shrunk,0.650241953,0.129783725,9715.192843,2284.58177,2303.514198
0.1,fixed_sem_shrunk,0.564284783,0.056320071,9439.021591,3134.663221,3148.488099
0.1,fixed_sem_shrunk,0.58743154,0.0645634,9372.493818,3054.882276,3069.066555
0.1,fixed_sem_shrunk,0.749048162,0.012346779,9342.267842,2508.009159,2525.267063
0.1,fixed_sem_shrunk,0.776542018,0.308333534,9297.866114,2201.775512,2221.413785
0.1,fixed_sem_shrunk,0.596382806,0.167046465,9144.11122,2579.811217,2596.591942
0.1,fixed_sem_shrunk,0.731452994,0.022438283,8919.231197,2509.042817,2526.29366
0.1,fixed_sem_shrunk,0.517890579,0.158165784,8219.181629,3014.869888,3029.241529
0.1,fixed_sem_shrunk,0.547107639,0.190415592,7767.922027,2966.645854,2981.249976
0.1,fixed_sem_shrunk,0.975457315,0.72020039,7740.240194,3157.771855,3171.496001
0.1,fixed_sem_shrunk,0.476548954,0.062290725,7442.775092,3453.881521,3466.433522
0.1,fixed_sem_shrunk,0.487530735,0.132576429,7365.934871,3226.277145,3239.711101
0.1,fixed_sem_shrunk,0.729845159,0.687827787,7202.828744,3313.94657,3327.02655
0.1,fixed_sem_shrunk,0.570196219,0.012845848,7105.67578,3281.432045,3294.641113
0.1,fixed_sem_shrunk,0.684101937,0.605252184,7090.037302,3207.479869,3220.992224
0.1,fixed_sem_shrunk,0.549055807,0.021182896,6628.362138,3292.708962,3305.872972
0.1,fixed_sem_shrunk,0.55362647,0.703436626,6231.660143,3410.203627,3422.915801
0.1,fixed_sem_shrunk,0.543406359,0.559345652,6011.584081,3504.11787,3516.490558
0.1,fixed_sem_shrunk,0.499412813,0.023134087,6010.014215,3392.442033,3405.220513
0.1,fixed_sem_shrunk,0.456325053,0.492933825,5344.979221,3649.573996,3661.455196
