HRP,model,TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
0.001,fixed_sem_shrunk,0.538218507,0.020545472,2500.990501,257.8963942,274.0646565
0.001,fixed_sem_shrunk,0.541469812,0.020977387,2479.437604,313.4293893,326.8621543
0.001,fixed_sem_shrunk,0.535119538,0.021314281,2432.226098,320.2198854,333.3791548
0.001,fixed_sem_shrunk,0.657925271,0.036495758,2420.616191,256.0578971,272.3353309
0.001,fixed_sem_shrunk,0.553032344,0.021292179,2360.616456,363.6958767,375.3339534
0.001,fixed_sem_shrunk,1,0.012261988,2358.066361,260.3021365,276.3296729
0.001,fixed_sem_shrunk,0.66204274,0.024915641,2286.644057,277.3381328,292.4334553
0.001,fixed_sem_shrunk,0.644986353,0.025841552,2279.8448,316.8822198,330.1745403
0.001,fixed_sem_shrunk,0.487853726,0.042854521,2278.779884,276.3483368,291.4949212
0.001,fixed_sem_shrunk,0.555630616,0.022285091,2242.216362,385.7945956,396.7850247
0.001,fixed_sem_shrunk,0.945439294,0.012434874,2213.630325,384.4935231,395.5201071
0.001,fixed_sem_shrunk,0.699093532,0.040129528,2165.850261,404.8747026,415.360579
0.001,fixed_sem_shrunk,0.622398867,0.02675709,2159.988668,367.5391955,379.0592909
0.001,fixed_sem_shrunk,0.952989838,0.013394828,2156.8633,368.0813574,379.584999
0.001,fixed_sem_shrunk,0.561359496,0.022991755,2151.273823,387.2300634,398.1808732
0.001,fixed_sem_shrunk,0.666707742,0.039242773,2147.914117,433.0982996,442.9164966
0.001,fixed_sem_shrunk,0.917547478,0.012952995,2031.630443,461.5518672,470.7770299
0.001,fixed_sem_shrunk,0.769615035,0.036748444,1958.431168,402.5739704,413.1182488
0.001,fixed_sem_shrunk,0.489316733,0.024394174,1920.924483,383.7698779,394.8166727
0.001,fixed_sem_shrunk,0.905911912,0.011959997,1878.628287,515.1032529,523.3853714
0.001,fixed_sem_shrunk,0.471828415,0.028555894,1830.8972,437.5699116,447.2899656
0.001,fixed_sem_shrunk,0.871484737,0.012491085,1715.139296,565.4844679,573.0388898
0.001,fixed_sem_shrunk,1,0.096093694,1514.773573,543.44925,551.3056985
0.001,fixed_sem_shrunk,0.920347621,0.049714123,1489.992121,537.2781974,545.2235755
0.001,fixed_sem_shrunk,0.444427211,0.025573171,1477.982336,565.2641234,572.8214513
0.001,fixed_sem_shrunk,0.439285799,0.027685725,1476.69876,574.0359621,581.4792959
0.001,fixed_sem_shrunk,0.891919561,0.065302082,1431.477383,609.7113009,616.7242141
0.001,fixed_sem_shrunk,0.862948615,0.011036118,1430.312509,602.9154845,610.0065305
0.001,fixed_sem_shrunk,0.819856387,0.06432644,1428.705823,598.836458,605.9752381
