HRP,model,TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
0.001,fixed_sem_shrunk,0.522681155,0.04457778,2479.44518,147.0218283,159.5832171
0.001,fixed_sem_shrunk,0.514113131,0.047637956,2471.851839,143.6628606,156.494098
0.001,fixed_sem_shrunk,0.499095475,0.047875939,2435.961529,130.751602,144.7320512
0.001,fixed_sem_shrunk,0.51857688,0.051483577,2426.784577,191.0887693,200.9136704
0.001,fixed_sem_shrunk,0.516454397,0.036291221,2423.690227,201.7903209,211.1177842
0.001,fixed_sem_shrunk,0.54140302,0.042029811,2417.772014,223.29783,231.7613127
0.001,fixed_sem_shrunk,0.495733026,0.039203169,2388.637854,162.4338838,173.885456
0.001,fixed_sem_shrunk,0.539722309,0.048575274,2381.141961,228.3106186,236.5948515
0.001,fixed_sem_shrunk,0.506100546,0.056227658,2363.687764,206.5863256,215.7065023
0.001,fixed_sem_shrunk,0.54806131,0.034406903,2348.595185,298.583589,304.9648256
0.001,fixed_sem_shrunk,0.560800924,0.040725113,2323.480545,286.357441,293.0050669
0.001,fixed_sem_shrunk,1,0.011323617,2315.767841,131.7604436,145.6440857
0.001,fixed_sem_shrunk,0.533310636,0.030523989,2295.121612,322.8353174,328.7461443
0.001,fixed_sem_shrunk,0.512561646,0.030892855,2289.451208,296.2074996,302.6388409
0.001,fixed_sem_shrunk,0.531088016,0.058329581,2283.624319,256.467595,263.8693095
0.001,fixed_sem_shrunk,0.574512675,0.032724754,2253.32868,351.9105298,357.3407424
0.001,fixed_sem_shrunk,0.582711667,0.03728774,2235.73122,333.4189977,339.1454161
0.001,fixed_sem_shrunk,0.552448878,0.053883045,2228.808801,273.5402272,280.4917844
0.001,fixed_sem_shrunk,0.490580905,0.031398648,2199.718125,287.6835642,294.3012373
0.001,fixed_sem_shrunk,0.602201918,0.029610397,2181.087691,365.4085183,370.6410264
0.001,fixed_sem_shrunk,0.628544046,0.03433789,2150.33823,322.2863173,328.2070315
0.001,fixed_sem_shrunk,0.538864467,0.025784476,2141.729266,391.1890163,396.0810923
0.001,fixed_sem_shrunk,0.508308986,0.026451828,2136.122065,361.4471754,366.7362074
0.001,fixed_sem_shrunk,0.655125029,0.034913979,2126.070108,280.9714595,287.7435425
