HRP,model,TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
0.1,fixed_sem_shrunk,1,0.102366743,9000.203912,407.4489181,534.4949193
0.1,fixed_sem_shrunk,0.897749571,0.028153471,8970.515449,340.9693966,485.7265973
0.1,fixed_sem_shrunk,0.868952377,0.009257226,8927.683205,386.6568874,518.8195703
0.1,fixed_sem_shrunk,1,0.156426876,8910.526421,408.645532,535.407666
0.1,fixed_sem_shrunk,0.907458598,0.056859272,8899.056404,332.1732747,479.5928298
0.1,fixed_sem_shrunk,0.922055204,0.086858356,8861.44392,340.5990873,485.46672
0.1,fixed_sem_shrunk,0.8774312,0.042972501,8852.587646,312.8082971,466.3895675
0.1,fixed_sem_shrunk,1,0.210031641,8845.596466,412.9553568,538.7043017
0.1,fixed_sem_shrunk,1,0.330310423,8744.161311,426.084639,548.8335973
0.1,fixed_sem_shrunk,1,0.403797527,8699.181524,434.7221095,555.5659371
0.1,fixed_sem_shrunk,0.820142291,0.005,8691.23248,417.3324703,542.0669596
0.1,fixed_sem_shrunk,1,0.531799604,8638.039897,449.531198,567.2287863
0.1,fixed_sem_shrunk,0.859381543,0.108525416,8636.034764,297.4031395,456.2004224
0.1,fixed_sem_shrunk,0.811529235,0.033659777,8632.530215,272.439012,440.3330708
0.1,fixed_sem_shrunk,1,1,8501.213274,495.9553133,604.6832814
0.1,fixed_sem_shrunk,0.78829797,0.149945717,8318.351752,270.9430577,439.4090787
0.1,fixed_sem_shrunk,0.823568095,1,8125.141353,398.2693166,527.5307067
