HRP,model,TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
0.001,fixed_sem_shrunk,0.813176123,0.044374819,4205.455858,220.0407497,259.7875613
0.001,fixed_sem_shrunk,0.834951858,0.043745044,4200.789703,172.3519783,220.8548164
0.001,fixed_sem_shrunk,0.813284498,0.042665145,4189.024161,224.9010206,263.9168706
0.001,fixed_sem_shrunk,0.826510364,0.044958377,4187.779498,257.3181341,292.0347028
0.001,fixed_sem_shrunk,0.805098732,0.043057319,4113.338533,259.3863822,293.8587089
0.001,fixed_sem_shrunk,0.841327953,0.045006718,4045.581197,321.4643323,349.8727804
0.001,fixed_sem_shrunk,0.80817563,0.045308432,4007.495451,321.8911794,350.2650095
0.001,fixed_sem_shrunk,0.817622248,0.041264252,3955.328833,345.0432456,371.653719
0.001,fixed_sem_shrunk,0.819353878,0.04635703,3898.172148,395.0833508,418.5241924
0.001,fixed_sem_shrunk,0.84346044,0.046307343,3827.390378,432.9741873,454.4648417
0.001,fixed_sem_shrunk,0.591789993,0.013012638,3605.614301,449.8608565,470.5809555
0.001,fixed_sem_shrunk,0.812286036,0.038215886,3460.748184,519.6095211,537.648305
0.001,fixed_sem_shrunk,0.86953375,0.046598776,3445.835795,525.0643049,542.9218819
0.001,fixed_sem_shrunk,0.586850102,0.012432812,3353.437555,615.8276307,631.1222673
0.001,fixed_sem_shrunk,0.81354376,0.034342342,3261.447087,558.3184304,575.1444299
0.001,fixed_sem_shrunk,0.724069447,0.021137587,3200.943382,574.0204151,590.3990874
0.001,fixed_sem_shrunk,0.641139675,0.051684162,3167.104768,558.3405264,575.1658795
0.001,fixed_sem_shrunk,0.592097736,0.011858768,3045.764778,740.6983545,753.4624728
0.001,fixed_sem_shrunk,0.565851693,0.012199331,3029.496143,741.5361624,754.2861034
0.001,fixed_sem_shrunk,0.679005159,0.013610349,2881.197733,684.1571374,697.9560403
0.001,fixed_sem_shrunk,0.536775426,0.012566392,2747.674904,786.4430972,798.4762931
0.001,fixed_sem_shrunk,0.471624188,0.069267536,2746.161064,713.5663534,726.8071177
0.001,fixed_sem_shrunk,0.648371674,0.011546284,2689.799583,772.9068597,785.1475398
0.001,fixed_sem_shrunk,0.752897566,0.021903967,2638.066099,729.1249654,742.0881758
0.001,fixed_sem_shrunk,0.757448313,0.020818015,2581.382611,714.2613642,727.4894789
0.001,fixed_sem_shrunk,0.700988552,0.014193864,2554.906955,770.1213908,782.4056506
0.001,fixed_sem_shrunk,0.518764706,0.013201664,2553.482847,814.0089685,825.6405067
0.001,fixed_sem_shrunk,0.614144521,0.010995424,2481.19511,879.4900073,890.2664311
0.001,fixed_sem_shrunk,0.703554271,0.013013082,2432.7701,830.6673167,842.0687838
0.001,fixed_sem_shrunk,0.557872986,0.011243895,2395.414855,926.2652645,936.5035962
0.001,fixed_sem_shrunk,0.668100866,0.010835323,2122.5956,935.6359757,945.7728716
0.001,fixed_sem_shrunk,0.78126337,0.010870331,1481.016974,1018.73533,1028.053169
0.01,fixed_sem_shrunk,1,0.070289654,8779.017385,111.0315938,359.298257
0.01,fixed_sem_shrunk,1,0.069619051,8776.779082,113.7642645,360.1520936
0.01,fixed_sem_shrunk,1,0.069017618,8769.476263,117.5555411,361.3675801
0.01,fixed_sem_shrunk,0.966300019,0.070942166,8769.42077,95.30818485,354.7546656
0.01,fixed_sem_shrunk,0.968042666,0.068749686,8766.584283,104.0994214,357.216898
0.01,fixed_sem_shrunk,1,0.071804344,8762.634044,111.1953921,359.3489083
0.01,fixed_sem_shrunk,0.938901123,0.068648494,8755.737812,96.09981722,354.9681641
0.01,fixed_sem_shrunk,0.967870351,0.072720819,8728.975643,103.4096144,357.0164856
0.01,fixed_sem_shrunk,0.945240041,0.066871351,8710.01441,116.365954,360.9823513
0.01,fixed_sem_shrunk,1,0.066867432,8700.073551,140.065831,369.3042915
0.01,fixed_sem_shrunk,0.909640445,0.065656694,8647.828045,124.9258278,363.8319463
0.01,fixed_sem_shrunk,0.79884946,0.065312209,8575.43086,121.8496248,362.7872017
0.01,fixed_sem_shrunk,0.856688748,0.064520229,8570.275236,134.5362591,367.2427367
0.01,fixed_sem_shrunk,0.870685015,0.076025178,8457.077598,146.2914035,371.7100986
0.01,fixed_sem_shrunk,0.804407353,0.011396049,8444.145898,178.8310421,385.6783171
0.01,fixed_sem_shrunk,0.776276059,0.011268279,8436.557721,172.1852712,382.6421178
0.01,fixed_sem_shrunk,0.738290148,0.011849297,8436.353933,165.2956185,379.5917072
0.01,fixed_sem_shrunk,0.84883362,0.011444317,8434.298962,185.516519,388.8233551
0.01,fixed_sem_shrunk,0.725204982,0.063718373,8432.862938,134.3477993,367.173738
0.01,fixed_sem_shrunk,0.729885904,0.011438561,8432.387372,161.7294426,378.052424
0.01,fixed_sem_shrunk,0.80361585,0.011829755,8424.689286,181.1476024,386.7579043
0.01,fixed_sem_shrunk,0.716017165,0.012217329,8407.589556,160.0404813,377.3329807
0.01,fixed_sem_shrunk,0.888038312,0.010872423,8401.800085,181.1241557,386.746923
0.01,fixed_sem_shrunk,0.945777229,0.011493399,8377.480002,199.45882,395.6653176
0.01,fixed_sem_shrunk,0.769674963,0.012345753,8375.114127,174.6697287,383.7665134
0.01,fixed_sem_shrunk,0.700727957,0.01269074,8359.196337,161.8332327,378.0968366
0.01,fixed_sem_shrunk,1,0.011303295,8346.009925,218.6311084,405.668318
0.01,fixed_sem_shrunk,0.697924992,0.01316186,8311.35783,170.2284942,381.7655863
0.01,fixed_sem_shrunk,0.676243209,0.013577027,8285.152364,173.2933184,383.1420062
0.01,fixed_sem_shrunk,0.643071574,0.014141162,8256.308463,170.2587433,381.7790753
0.01,fixed_sem_shrunk,1,0.010216787,8223.883889,235.4774361,414.9901753
0.01,fixed_sem_shrunk,0.608451992,0.070895914,8199.114512,168.9617329,381.2024264
0.1,fixed_sem_shrunk,1,0.099007494,11181.89822,181.4644008,352.5997784
