TMB,H2O2,latent_mean,latent_std,default_observation_std,training_target
0.005756760000000001,0.050826512000000004,437.81918976024554,235.50130512038837,417.90637770208696,401.35368020304605
0.005910644999999998,0.25483225,538.1195396692456,235.0199130751768,417.63528987926384,576.4914340101527
0.007026093,0.007756099000000001,691.3161510811628,238.7042834560206,419.7196811574665,679.4723350253812
0.008783361999999998,0.446210094,277.53760540612166,224.76741592484709,411.95299133785437,200.7152284263962
0.009748986999999997,0.018994250000000004,605.6989143507617,221.90166039958302,410.39642140102166,645.7757614213201
0.012268818,0.100719345,846.5382956044282,225.59689664181033,412.4061536702486,849.6727157360408
0.014970436000000004,0.036869102,833.8015110528804,223.0489431406371,411.0178911517457,851.4514593908634
0.016914755000000004,0.883505232,497.9177361707084,231.80950563233458,415.8371348402887,562.5955583756348
0.020746994000000005,0.014454142999999997,613.8059951924142,222.46925884324315,410.7035998636182,530.793718274112
0.023258046999999997,0.182425008,782.6252683022126,220.7174956426976,409.7573534342701,857.237373096447
0.027520688000000005,0.005569196999999999,1277.0601582731983,251.82389739913017,427.31738919912993,1334.3729695431477
0.036364611,0.666746741,271.6314584351394,226.1112037687731,412.687717627308,185.5511421319802
0.042993121,0.148814128,671.0432852002946,215.00116399588975,406.70674487923185,563.4175126903555
0.04378000600000001,0.026372612,1343.1975210399164,218.52947565776535,408.5829261507766,1374.8106598984773
0.051037568000000005,0.073814573,1212.5624816944965,220.7101881667742,409.7534172783504,1284.5688451776655
0.062171273999999985,0.010977513,1567.844504113113,230.8438042634183,415.29957594185004,1515.6281725888327
0.07495447800000002,0.407890104,799.6291291541434,212.32704660463637,405.2994578463195,904.4868020304573
0.08769915899999997,0.03246031900000001,2082.012582946123,220.3961834380268,409.584366748441,2074.447271573605
0.11473025800000002,0.304513092,1045.3008491858159,217.69486738272715,408.1371474093681,1021.5390862944167
0.135946743,0.009124989999999998,2589.023273983991,237.43091062046415,418.996793697441,2658.1395939086306
0.140561967,0.070010573,2349.911603882564,223.41412455464496,411.21618020354146,2223.134137055838
0.18168079300000003,0.016391821000000004,3687.7663944505825,213.85707455390835,406.10309546644555,3729.25285532995
0.202160591,0.825340314,678.7731845219259,237.43659814424103,419.00001664556396,671.6678299492387
0.251736559,0.11633228399999998,3654.467120870466,234.6503291728875,417.42742218452486,3683.337626903554
0.304831601,0.023633610000000003,5373.146687706137,234.4121594330234,417.2935852618948,5228.8302664974635
0.331743558,0.321116837,2004.4086891302823,237.07819205052434,418.7970211888074,1936.7318527918783
0.406091239,0.006768476000000001,3380.097994923589,263.99547632820423,434.6015270709809,3162.4557741116755
0.4527994679999999,0.207293859,3617.749728877554,269.8063076667579,438.155588196068,3601.036548223351
0.523908364,0.027079106000000006,6916.665457424571,179.68702964084935,389.19443011408134,7084.075253807108
0.535325633,0.044031859000000007,6821.741117557148,179.88381187722553,389.2853215652424,6497.186738578682
0.585556943,0.060029976000000006,6961.759381286059,187.10674485187727,392.67519628789717,7467.090291878174
0.611792499,0.036401682,6891.555514163931,134.58947375630999,370.5390698113676,6986.051395939087
0.627045681,0.03240546100000001,6944.318682246136,133.3230361176205,370.0809475915957,6511.078489847717
0.675152955,0.024921153999999997,7138.702159791529,145.030763510054,374.4580058898224,7846.4067893401025
0.675388302,0.04178684399999999,6856.712967494631,126.56384814687107,367.6999911183264,6681.4999365482245
0.697175252,0.587255676,1920.75419201359,277.2151566612836,442.75627482104994,1915.7639593908639
0.707368759,0.021685458000000005,7198.27107839679,166.65366911661746,383.35143307506246,7266.451395939087
0.71696276,0.032679521999999996,6880.564519538104,122.12368323573494,366.19539841146997,6870.123477157361
0.740032823,0.044350484,6814.599179260049,123.15790874776702,366.5416024106901,6538.437817258884
0.745539003,0.026737647000000003,7018.531984498877,125.23649857324388,367.24522649798894,6630.273477157361
0.754061119,0.053246419,6874.371739927346,151.80900920921277,377.135056826803,5772.66097715736
0.756722339,0.03907940499999999,6776.783131744203,116.19084776923663,364.25978218300054,6782.5055203045695
0.810836256,0.022525017999999997,7099.755136400732,132.9299599857605,369.9395221823278,7149.923921319798
0.821810946,0.013064870999999999,6977.507743832089,280.734887461441,444.9684852308768,6820.8557741116765
0.842955968,0.044480107,6699.25194744096,118.51016226061587,365.00621141250537,7089.819225888326
0.847216936,0.03187064700000001,6704.4627895870235,112.4451681191097,363.0823482958211,6700.937944162438
0.852719044,0.028076657000000005,6802.181847912925,111.13225836308517,362.67789381150953,6846.461928934012
0.878027985,0.08645506500000001,6578.414546892,270.3916713410287,438.5162844653183,6074.107741116752
1.0,0.016338712,7236.753250089641,181.3085607516957,389.94572700893184,8004.114276649748
1.0,0.018590817,7119.729551604479,146.37140259972077,374.9792838406978,6963.8753807106605
1.0,0.020519427,6983.250741856127,136.0295265161879,371.06456027878943,6145.04980964467
1.0,0.023193167999999997,6810.755899104983,128.69663528462215,368.4395469330839,5797.891814720812
1.0,0.024256861000000008,6749.8686661666525,125.69658886526072,367.40237922887144,7558.5659263959415
1.0,0.026727765999999997,6623.613159813359,119.13339543815542,365.20903838664367,6371.891497461931
1.0,0.028679654999999995,6545.644426730076,116.03845688605409,364.21120148503087,6410.248413705584
1.0,0.030962973,6481.610532908239,115.81619060686073,364.1404479282105,6484.208565989849
1.0,0.03327607800000001,6443.552709472649,117.6119192659809,364.7155595311238,6198.52956852792
1.0,0.035896489999999996,6427.462297769644,120.57242815585914,365.680989719281,6862.574619289342
1.0,0.038895026,6432.070730752268,124.49388296828573,366.9926466663798,6652.814276649747
1.0,0.042867592,6464.447451710783,134.27450602616418,370.4247815403871,5925.878172588834
