TMB,H2O2,predicted_value,uncertainty_std
1,0.039662691,65227.76655,4680.725618
1,0.043857757,65174.27617,4767.160109
1,0.048806315,64861.34628,4835.24806
1,0.033978051,64843.2984,4510.557773
0.744982601,0.017991267,51542.54742,3218.207023
0.947349276,0.518191491,22970.13797,5562.037684
1,0.003970145,21269.22498,5223.871609
0.491817513,0.003629755,11330.97081,3052.411002
0.080443369,0.055166897,8988.639091,2627.87585
0.001396954,0.001647296,8165.475352,4330.243238
0.066910364,0.040601102,8033.187088,2620.127399
0.11225606,0.008159426,7783.937058,2799.742269
0.06127694,0.012169014,7334.892809,2682.470515
0.196344133,0.349601607,6738.195331,2934.545284
0.00243889,0.002025647,6626.324614,3123.909227
0.050972273,0.055779974,6491.298633,2693.568315
0.058101027,0.089073714,6368.315537,2766.28729
0.571162439,0.001690949,5913.582918,4395.948273
0.386263119,0.002396124,5804.438624,2894.022082
0.024875851,0.010584007,5461.652771,2798.515409
0.005404182,0.004642363,3791.834061,2861.688031
0.001506773,0.119477844,3682.172824,3312.401883
0.004254486,0.008070215,3568.199956,2896.52405
0.001678316,0.992029535,3565.097991,6186.713514
0.006379913,0.217565358,3461.734947,3299.387866
0.005432893,0.503634699,3261.028432,3179.596516
0.004678926,0.648676811,3256.59444,3143.672088
0.002171544,0.495971936,3138.867171,3424.64406
0.009452292,0.133427514,3065.153498,2700.057673
0.009373612,0.373422975,3009.629541,3184.766149
0.003312727,0.041966457,2058.109851,2518.27554
0.007735359,0.001587906,1696.047193,3298.635249
