TMB,H2O2,predicted_value,uncertainty_std
1,0.048938665,95879.29757,984.8300589
0.766620707,0.055843042,82049.48876,1544.616827
0.675524782,0.17017439,44489.95767,3559.229975
0.30953611,0.030466043,38947.7585,3520.32843
0.41591232,0.01746065,38914.96899,3635.421262
0.793481713,0.235698598,37328.1918,4854.301318
0.190218681,0.017151735,18329.49635,3860.234689
0.168294616,0.018957926,17060.70699,3749.099916
0.124758603,0.011579215,9660.263585,3533.58687
0.001239818,0.001976587,9205.613369,5841.992586
0.054926552,0.008532505,7118.306761,3055.507807
0.603127503,0.003662817,6803.473684,4387.886518
0.177969397,0.001536067,5844.060843,3834.458304
0.011384181,0.005351398,5547.204934,3583.759599
0.086175636,0.004045086,5097.10962,3164.129772
0.058213926,0.00318765,4643.565599,3308.880773
0.006649046,0.007074394,4604.664752,3372.12453
0.011961477,0.194281347,4461.555916,3396.334064
0.003546258,0.003981425,4202.121219,3749.182832
0.005793151,0.007848086,4189.080745,3369.284072
0.033140667,0.023152884,4169.201993,3078.536111
0.269956122,0.002492483,4159.545015,3454.584147
0.289426313,0.002543605,4144.627287,3455.623267
0.027118693,0.140608693,4089.473871,3151.10755
0.029054684,0.384039667,2517.2352,3584.683654
0.002259807,0.01521452,2307.701169,3825.230286
0.021376744,0.039109167,2238.164178,3517.506686
0.002020103,0.378250088,2136.298134,3938.597943
0.028264771,0.458935293,1950.463743,3986.121693
0.012460676,0.033244397,1599.867996,3550.961428
0.021750339,0.67699776,871.0961447,4918.912299
0.153400208,0.550479691,792.205383,4144.389198
