HRP,model,n_train,n_conditions,train_y_mean,train_y_sd,lengthscale_TMB_normalized,lengthscale_H2O2_normalized,noise_mode,train_yvar_min,train_yvar_median,train_yvar_max,train_yvar_sd_median,train_yvar_sd_max,candidate_pred_max,candidate_pred_min,candidate_latent_std_mean,candidate_latent_std_max,candidate_default_observation_std_mean,candidate_file,baseline_rows,posterior_grid_file,posterior_train_file,candidate_cov_file
1,fixed_sem_shrunk,32,32,2350.274422985407,3295.924291249944,0.36637628555573126,0.5001216087245024,fixed_sem,13801.387225614466,14598.307834893778,108113.56643957272,120.82345730400938,328.8062749394736,10672.47941603875,8398.004454413538,797.8004341158279,1255.3596612070871,816.1396731456366,C:\PyCharm\Blueness\logs\Jun_15_full_log\BO1_candidates_all.csv,32,C:\PyCharm\Blueness\logs\Jun_15_full_log\diag\LHS_HRP_1_fixed_sem_shrunk_posterior_grid.csv,C:\PyCharm\Blueness\logs\Jun_15_full_log\diag\LHS_HRP_1_fixed_sem_shrunk_posterior_train.csv,C:\PyCharm\Blueness\logs\Jun_15_full_log\diag\LHS_HRP_1_fixed_sem_shrunk_candidate_latent_cov.csv
0.01,fixed_sem_shrunk,32,32,2121.4219047430206,2150.4694793081476,0.26924642079400507,0.6461320844350591,fixed_sem,15941.27692900165,16987.682968129262,231836.7648981483,130.336805884329,481.49430411807396,7447.963719859455,6213.956250241263,480.86074322369194,753.0900951928351,515.7544606484149,C:\PyCharm\Blueness\logs\Jun_15_full_log\BO1_candidates_all.csv,32,C:\PyCharm\Blueness\logs\Jun_15_full_log\diag\LHS_HRP_0.01_fixed_sem_shrunk_posterior_grid.csv,C:\PyCharm\Blueness\logs\Jun_15_full_log\diag\LHS_HRP_0.01_fixed_sem_shrunk_posterior_train.csv,C:\PyCharm\Blueness\logs\Jun_15_full_log\diag\LHS_HRP_0.01_fixed_sem_shrunk_candidate_latent_cov.csv
0.0001,fixed_sem_shrunk,32,32,282.6473945114217,241.76942112596026,0.06117453119515085,0.04086340417849496,fixed_sem,721.6985508304705,870.0127088070763,13236.407497651797,29.495977841174824,115.04958712508184,708.2155093433473,371.3060121468103,184.99458259405392,239.10233630650413,188.9096067050433,C:\PyCharm\Blueness\logs\Jun_15_full_log\BO1_candidates_all.csv,32,C:\PyCharm\Blueness\logs\Jun_15_full_log\diag\LHS_HRP_0.0001_fixed_sem_shrunk_posterior_grid.csv,C:\PyCharm\Blueness\logs\Jun_15_full_log\diag\LHS_HRP_0.0001_fixed_sem_shrunk_posterior_train.csv,C:\PyCharm\Blueness\logs\Jun_15_full_log\diag\LHS_HRP_0.0001_fixed_sem_shrunk_candidate_latent_cov.csv
