TMB,H2O2,predicted_value,uncertainty_std
1,1,6277.714636,863.5003591
0.001,1,5865.795005,873.4352755
0.866372512,0.063275522,5570.348808,554.1371569
0.001368768,0.239824756,5420.065052,659.8537032
0.001,0.048253313,5408.847462,722.1603758
0.002318681,0.950222978,5112.852986,654.3172694
0.00210662,0.381728327,5099.909424,582.830175
1,0.003113244,4944.474087,664.5556216
0.00181438,0.028380141,4899.980161,540.5522218
0.55449266,0.010385218,4862.421939,471.9185506
0.001437494,0.004821315,4821.532388,672.0764478
0.001,0.001,4791.6608,917.5427321
1,0.001,4729.358382,800.6326315
0.291557758,0.057786133,4710.134948,451.3474557
0.229172522,0.160217366,4671.777779,512.9710116
0.61811841,0.001400231,4569.052824,668.4170957
0.002708493,0.013028564,4528.196776,488.3231733
0.142114324,0.991984532,4504.365849,711.4993143
0.248517363,0.010621322,4338.676022,450.8737725
0.004819831,0.122789407,4264.501394,439.3401354
0.004882565,0.001,4115.906274,660.0228692
0.008075217,0.00171581,3903.982226,596.8206315
0.126854765,0.003519243,3890.317477,540.4750565
0.008604084,0.003407817,3850.633786,530.7914337
0.010733146,0.374935753,3788.767288,523.8922689
0.010398971,0.171498285,3763.922225,466.6680422
0.009894605,0.059964178,3756.272409,430.0846152
0.012029536,0.006561758,3698.16495,487.7422358
0.044911776,0.001122455,3673.684753,682.7227374
0.023304437,0.619586159,3585.414374,607.932712
0.045505643,0.055532073,3551.195511,439.9716783
0.025594965,0.019791667,3495.537056,441.7876746
