TMB,H2O2,predicted_value,uncertainty_std
0.05319665,0.001,3624.463026,200.3681276
0.111526903,0.001,3617.673028,206.8833863
0.054228203,0.002307223,3611.170368,174.0691191
0.078178744,0.003678094,3596.791478,162.7387698
0.025825335,0.001,3594.70788,194.7327998
0.037084604,0.004039527,3592.912132,157.52063
0.218461758,0.001,3578.825537,215.9190814
0.021511564,0.001940762,3577.845822,173.0442262
0.010253084,0.003845449,3509.362557,151.6102878
0.028210072,0.06610984,3498.785381,126.6396533
0.008372096,0.007783566,3482.639532,137.4305507
0.168224003,0.025175265,3476.499377,124.059901
0.049730602,0.202596423,3443.289109,135.4616681
0.005284559,0.001,3432.66631,192.5390135
0.010768177,0.166355383,3429.722599,134.8042989
0.017062749,0.320264648,3422.709829,145.8453432
0.005376777,0.029934166,3420.378002,127.0730617
0.016486228,0.397358147,3412.623562,150.660536
1,0.001,3402.106878,268.1781512
0.023811446,1,3374.504683,175.1358822
0.002876004,0.003145915,3361.247233,171.6738035
0.30456177,0.070289983,3359.732978,123.6820242
0.137355844,0.333488054,3356.054878,142.451951
0.054867945,1,3355.737512,173.9813952
0.002173737,0.004415792,3327.513429,174.9960751
0.004761927,1,3322.793099,188.8457097
0.002167632,0.086685795,3315.35254,159.8475519
0.001,0.058302027,3242.50369,207.4080075
0.001,0.159176917,3237.485859,218.1891402
0.250416226,1,3234.672629,182.5794479
0.001,1,3217.542876,259.4941027
0.915326406,1,3074.988353,229.270482
