TMB,H2O2,predicted_value,uncertainty_std
1,1,4891.517313,444.3975785
1,0.07123139,4863.870144,352.1369391
1,0.013860936,4835.665407,350.1181501
1,0.005489853,4816.613548,368.7866166
0.839127321,0.001809618,4780.332898,394.4954895
0.43068127,0.036183322,4772.610467,288.0025693
0.397276562,0.036051166,4763.844171,283.7849738
0.236790927,1,4716.780534,382.8082584
0.365614281,0.001,4708.330638,374.8492111
0.267733697,0.005199284,4701.192965,290.8773219
0.248647529,0.001986354,4683.404157,325.5027085
0.159251963,0.002825291,4640.716981,297.3463038
0.103608435,0.108612374,4596.20712,266.6092897
0.065980153,1,4522.359282,369.898887
0.051845664,0.001,4510.464903,337.7772013
0.049503738,0.03860806,4488.34509,240.1475667
0.048787216,1,4472.732794,370.0822294
0.046180468,0.430268195,4466.907217,322.2293311
0.030217436,0.006310001,4427.525654,258.6438309
0.021961022,0.018617091,4369.651827,241.7296232
0.022478155,0.028819279,4368.808086,241.0082275
0.015800638,0.003285407,4342.747616,290.7360983
0.021106222,0.411621301,4336.222925,323.8232978
0.012967276,0.014831031,4291.355319,251.5100865
0.007710079,0.004530686,4233.621625,296.3735217
0.010795419,0.377176453,4223.216721,327.3040724
0.008174842,0.981027979,4168.751579,386.6142079
0.001,0.001,4001.71934,495.5027758
0.002018251,0.040459876,3987.817797,324.3620498
0.001878785,0.030897092,3983.268892,329.1171139
0.001,0.009016514,3928.835271,400.4595208
0.001534317,0.430916791,3908.904292,406.3843536
