TMB,H2O2,predicted_value,uncertainty_std
0.02860558864739486,0.0010404942465700724,4510.908226739961,830.2400474995621
1.0,0.0010106680664208668,5016.685366008111,700.7552639968771
0.0010193470783519075,0.7836779793326241,4383.525028334026,812.4993133128202
0.8180311344065817,0.7161555353121551,9926.554789246642,420.78465030888776
0.1257461511131169,0.0010074261383416826,5537.053864569045,183.26404414565812
0.0010046282391552846,0.9704850769082793,4437.330434048414,917.8164507952564
0.001747307574709444,0.09270366718108859,3783.119993250528,478.0892415783686
1.0,0.4548721555352369,9946.68588434763,226.03992047193913
0.09253786073726362,0.034197587085785915,4117.032823927157,289.9279928005748
0.9995940316302152,0.0013359729702018244,5335.500446188425,470.8719444694747
0.987440923305211,0.0010031881156594273,5020.830257536123,701.9049880645026
1.0,0.646756500111974,10220.506381094532,320.6727715541657
0.001000157818662679,0.24525806362041708,3966.037721040503,418.94526699035475
0.019011876173916267,0.001,4405.079652735897,829.8393693112725
0.0015636599438961561,0.06118145855583621,3564.1206279592866,544.4283442973784
0.002104912280817568,0.0042864859283788205,3881.420434554494,185.38599794591028
1.0,0.8171124273756663,9984.014040656159,567.8898548294076
0.021881563266873596,0.0013172725517276106,4387.376513727453,637.1676276937628
0.9998155892068783,0.0014361642447314794,5427.906766241055,427.077718826907
0.010070803873293326,0.05166919036318669,3812.642838132622,190.75337766561543
1.0,0.5507919412559403,10191.21891229086,191.00975689931806
0.3842842762820489,0.1971708522907448,4847.1624858589585,173.18724832985563
0.0022459256397278876,0.010517712933579944,3861.3598373552168,307.81611782057337
0.005120961964040772,0.014271806245768305,3905.3945699362603,172.95098429145165
0.5535970331516898,0.0017836861886391078,6740.28995036758,203.9958610234329
0.14606817389102325,0.0038091573007469487,6468.371477707361,274.78296848338437
0.0032166873958375565,0.001767408297767545,3609.7091085660577,398.60220180010504
0.1491111707193634,0.014878255366427189,3378.5990008932167,134.42051531976009
0.003585106446446866,0.005034720567822932,3831.305077671934,178.40474685125469
0.10055415717921294,0.1262653407575192,4447.068037798694,237.14631948347125
0.1280469219331797,0.08426618235013321,4557.924742038613,233.08734930621307
0.20778436589571606,0.06846715158741,4157.101195833593,160.34310670910304
