TMB,H2O2,predicted_value,uncertainty_std
0.298636916,0.391273606,437.3262296,183.0786468
0.272254051,0.119927514,424.3493811,100.2789317
0.285110643,1,352.6024317,218.3353461
0.546921064,0.063703412,344.2855425,200.8288669
0.579099187,0.118747254,305.8380537,219.7914342
0.473655183,0.067912641,290.2686794,212.7198725
0.33495642,0.029230164,278.3461932,212.0170103
1,0.03709086,265.2236273,241.8258481
0.159836844,1,265.2039149,248.954587
0.46741157,0.793831443,262.0857784,228.2531962
0.061841457,0.005,243.968324,241.9327573
0.536005224,1,231.7163862,243.6982679
1,0.394662487,222.3598569,250.0316193
0.867534077,0.017017982,208.4298419,272.6278453
0.296409557,0.011008888,194.8529489,263.498518
0.745388914,0.009257948,175.0745466,272.3474275
0.05034415,0.016836862,159.6905116,156.33292
0.063191438,0.227092258,120.0864285,62.26855698
0.131328804,0.831781985,119.1512851,289.2151441
0.145664727,0.005,51.91193639,285.9512455
0.031571041,0.005,16.04717549,298.9987382
0.009798032,1,-25.8998104,309.1948864
0.015224555,0.491473622,-26.12911412,294.4012422
0.011065695,1,-32.83725967,310.2071026
0.096911463,0.208192221,-63.62121593,194.7551063
0.018206535,0.066633071,-95.00162593,71.14391911
0.006084618,0.005,-119.8461507,303.1143886
0.006991623,0.005,-130.1677648,292.7443709
0.085436379,0.277240112,-143.0990969,270.3764967
0.048055616,0.438059924,-254.564517,178.8177004
0.015474161,0.048286221,-282.7484661,177.6413821
0.016613113,0.007428922,-356.318061,164.1331242
