0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2078243.527896945,-613.3561006261748,-1154.550223245363,-10121.922405691823,1006196.4799981825,-105.18471103730204,-613.1911351802844,-3359.1406071795764,17.418388518928335,36.781040622380786,7968.373395687472,-339.4938675447237,-206.01989239961298,-4337.856081207684,187381.15974817023,447.0929160260733,593.7601393497963,830184.5706229189,581.0992264746912,622209.9858272194,-791.7569129206797,-12040.253122120772,-32683.46762522621,-16.66397632767557,-4819.628364225606,5.151882898594521,1689621.630295656,232.9965579233669,-4624.912249333803,-9034.680134939641,-15359.520077286514,-10326.807045538642
-613.3561006261748,732930.0066838809,-38.38985188232201,-7967.7331061575205,1142.9967984205234,-28.10155135515291,-34.44390383657196,-130.7643245831465,59.64310444883648,55.37986054160048,-159.9460910861027,-21.36841582404919,-16.585835420908584,-146.97176701004824,-383.5313493036766,3191.180743204458,232.79469095983154,401.04362725952984,263.0968295410127,-136.89672811322953,-15.655363204930492,-922.6399886644086,-123.78270865843909,8.680066169565613,-2666.3528577139245,-1.1551761706474182,-750.050451456239,28456.17142357069,-111.66940792938225,-56.129974668436745,-3909.0937524431274,-5906.444941750019
-1154.550223245363,-38.38985188232201,796530.5050353948,155.49178336863102,-1906.2717607603142,4506.385211769879,-42781.98901973688,62823.24611398943,-3480.0141352716587,-3656.8541366246827,378.1955197517322,-531.0003866673549,76799.33806256164,38999.29080560173,232.46564231554396,43.02195539462651,-8014.62361695193,-2645.2019759215373,-9101.939664950285,-1621.9759557941952,311011.84223407006,424.84587880774404,-8449.058646929363,-1008.3746931979501,-113.65842538157635,-681.9269725014816,-817.5847790310183,50.48671427483518,426900.68477945763,17383.06227548173,-95.63725010102621,60.09378993073857
-10121.922405691823,-7967.7331061575205,155.49178336863102,2028618.6185402628,-10147.904138453945,88.64441070927626,-809.0819308668823,207.2326684799105,-22.008780760269804,-25.772530145043323,-107.31148078796832,38.43793866853984,28.083747076292077,180.0807965891887,3514.598264848767,-59306.99630414214,-304.0340689899107,-7218.154081961763,-360.15874063914646,-5095.033297091565,30.734443136473654,50211.3179689213,-1155.4164499833835,59.94273822037036,388383.99923935,19.232070984378357,-9809.025777188837,-46887.56404356618,308.33558744564056,-1397.3811309276225,545650.3901391891,995819.9815250578
1006196.4799981813,1142.9967984199527,-1906.2717607603142,-10147.904138453945,2095065.5205970325,-476.5756331800001,-575.6600397021926,-5430.146820364817,610.2227602445763,587.3864168433641,-3094.7989444223126,-704.6761240031803,-527.0588799706328,-6398.988170555252,73072.97897646388,-933.2202892200552,3027.70896199854,643843.0965922066,3339.1092094816777,362723.2184814732,-957.0441968646975,-22951.105376836094,-24625.55149363816,43.97413236519674,-4634.382313705383,-13.607004226995096,807104.57022729,-1980.57367403807,-6620.924427523436,-6557.385907194411,-13794.309588310498,-9816.411915172552
-105.18471103730204,-28.10155135515291,4506.385211769879,88.64441070927626,-476.57563317942925,1594649.615462209,-48153.00579040314,3271.8474535556143,219374.30795871018,289277.26091648027,2.0068410104571015,426480.23575426656,9956.86839222293,-19749.60682755197,113.10980707187443,31.778563432469998,34848.03335787154,-237.94063059619242,-17478.969705284402,8.838169341462676,471.54011630003686,194.96973291856693,-2761.5238216942203,254029.1578190786,-70.2508041263934,54346.16340823908,-36.96602784370856,38.87627428527788,3293.548424016868,-7445.118970470931,-71.68256259798063,30.859072044171207
-613.1911351802844,-34.44390383657196,-42781.98901973688,-809.0819308668823,-575.6600397021926,-48153.00579040314,1918116.4415542968,-31458.438154982123,-67181.40783956528,-56902.886720193215,-1427.2872250268179,-19256.233121967176,78455.00171957034,-19015.758214651538,-1196.5230511949303,-145.07101117335029,-26936.787187829177,-525.7176264735847,-11294.053586531598,-536.9012124740284,-19220.410755089437,-2136.515702851069,11178.08210696644,-58572.780441231545,678.940722808595,-2466.5927564173685,-602.6267688003485,-47.00938613330467,-66651.7230526098,88616.4868030441,603.0894143903355,-347.84783463358247
-3359.1406071795764,-130.7643245831465,62823.24611398943,207.2326684799105,-5430.146820364817,3271.8474535556143,-31458.438154982123,1343880.404507437,-24956.438153599218,-24903.100691573727,1109.4047250260026,101647.74439298282,33707.460367535976,525011.6792313174,88.07155007020091,84.98786652067207,8732.038781693296,-6376.1031494561,104073.19470083964,-3365.617569267646,17766.259579396523,421.34252550831184,-14886.933290258818,-16354.806282931255,-38.08117160331623,-3327.871479503244,-2529.2757592249263,142.739872896997,136919.04888395383,-21578.95382629733,24.423378219231424,121.55019596074065
17.418388518928335,59.64310444883648,-3480.0141352716587,-22.008780760269804,610.2227602445763,219374.30795871245,-67181.40783956528,-24956.438153599218,3165776.497607702,2295856.7127449955,-474.75483444958167,12969.648713796723,-6983.51140945571,-15098.789362217669,72.09463334251485,-43.105179367044514,1043774.7974690748,327.06653790066326,356196.34986048576,13.071988131309832,-833.0884757236012,196.72949577007253,-2524.88191280116,1299357.3758498118,-346.9516537354119,120579.1034351498,-54.56650408763475,-86.25247149947944,-8240.58634223781,-8544.483907731552,-529.5116289723973,-195.56463243492814
36.781040622951615,55.37986054160048,-3656.8541366246827,-25.772530145043323,587.3864168433641,289277.26091648254,-56902.886720193215,-24903.100691573727,2295856.7127449955,2709039.5657966854,-452.6265627084654,34768.3782735985,-6200.040102702683,-15424.026265829623,54.33460178961495,-40.50275570210069,1077266.8133646525,334.84273048239186,362713.59529098566,31.795719941371157,-966.1954298059021,155.57507686337402,-2111.2940429112055,1120643.561355404,-292.24746777182446,102458.45626205014,-33.98735807743456,-79.43428226227573,-8512.154665882554,-7057.635265059398,-448.0969727892473,-169.38300326458887
7968.373395687472,-159.9460910861027,378.1955197517322,-107.31148078796832,-3094.7989444223126,2.0068410104571015,-1427.2872250268179,1109.4047250260026,-474.7548344501525,-452.6265627084654,814144.102724719,-134.73030395998063,-85.5027854540594,304.5498198493798,-3183.5304203896703,116.70912464739281,-1509.6298178507723,59814.02745808653,-1855.381898264756,77557.53499933235,-375.99880540550936,-2785.905175444178,23900.975780644952,-91.26230835163763,-149.15857662014324,-2.583511439378803,6976.795204940936,189.10117372885838,5031.095273162822,-1773.9475702740256,-473.5217275077754,-194.55526684167526
-339.4938675447237,-21.36841582404919,-531.0003866673549,38.437938668825254,-704.6761240031803,426480.23575426656,-19256.233121967176,101647.74439298282,12969.648713796723,34768.3782735985,-134.73030395998063,1287395.224448601,2478.8161428523567,86096.1663535323,31.6616938970415,14.518409480862017,63773.95073978232,-549.7554496056953,251558.28700861163,-171.08431593697426,-741.6197830139477,84.47596107894154,-1704.0925325714281,31343.432276617357,-35.97997866662618,7165.347247395677,-240.28599813092922,22.39537591204163,-2699.1295957375437,-3308.912842963282,-41.68749416176034,7.7907126969607745
-206.01989239961298,-16.585835420908584,76799.33806256049,28.083747076292077,-527.0588799706328,9956.86839222293,78455.00171957148,33707.460367535976,-6983.51140945571,-6200.040102702683,-85.5027854540594,2478.8161428523567,628968.964183319,13108.523927689395,94.10225264645642,10.925845209572527,-8267.176747688336,-614.5383092122252,-8601.284028235757,-338.91204922915847,18365.398883497168,106.65265593022161,-12515.954512436276,-4238.133767111133,-19.225319841015704,-1356.670847779397,-103.53835316122733,17.874374254944623,58499.747795487136,-14022.424431377774,-13.88980062268555,8.07919620860921
-4337.856081207684,-146.97176701061906,38999.29080560173,180.0807965891887,-6398.988170555252,-19749.60682755197,-19015.758214651538,525011.6792313174,-15098.789362217669,-15424.026265829623,304.5498198493798,86096.1663535323,13108.523927689395,1701172.1733163393,-47.223440555824176,78.82110110170424,55467.03363319095,-7920.989353663444,207927.03911524653,-4411.940066368402,11198.190783702285,345.55443316797994,-12265.03448596465,-14578.246169769563,-38.02586387427228,-3218.305207220063,-3368.1516098478774,146.43094459256773,103211.22080609838,-17221.633847117475,5.380744976546251,95.23361411505364
187381.15974817023,-383.5313493036766,232.46564231554396,3514.598264848767,73072.97897646388,113.1098070713036,-1196.5230511949303,88.07155006905926,72.09463334251485,54.33460179018578,-3183.5304203896703,31.6616938970415,94.10225264645642,-47.223440555824176,1072705.9029140593,-210.38173089900732,-148.6669182447767,60046.12651330205,-216.037586169922,63860.954415648695,-83.14095277445185,436809.62540678604,-11685.322880703523,110.79166238719067,-1588.700008990636,28.45744349388427,233071.8424846571,-312.66048857901575,251.30341767026084,-5065.130242528301,4786.911280521322,1360.2725920887608
447.0929160260733,3191.180743204458,43.02195539462651,-59306.99630414214,-933.2202892194842,31.778563432469998,-145.07101117335029,84.98786652067207,-43.105179367044514,-40.50275570210069,116.70912464739281,14.518409480862017,10.925845209572527,78.82110110198967,-210.38173089900732,1589837.9886389049,-190.4457655082318,-341.32208181894305,-215.73904056307686,133.72513151510887,19.556845383011893,-3707.9849947758016,142.76868257293737,6.805202729356645,-82040.87586134074,5.518896913829399,602.7959645864361,596200.9782743216,95.83861174223813,-84.56701858435247,-62001.37300426165,-91736.91681462732
593.7601393497963,232.79469095983154,-8014.62361695193,-304.0340689899107,3027.70896199854,34848.03335787041,-26936.787187829177,8732.038781693296,1043774.7974690748,1077266.8133646525,-1509.6298178507723,63773.95073978232,-8267.176747688336,55467.03363319095,-148.66691824534752,-190.4457655082318,2819073.9322869186,1725.6899036666725,1315386.3313977143,190.3263013545497,-2452.2485370557306,-165.4740367066584,-2370.21576703791,393443.2018083787,-394.1384216474573,27979.121524663005,206.81433395126243,-313.9836162611056,-16801.549328343663,-3727.2770583178726,-689.8578031455459,-419.71894278323805
