TMB,H2O2,predicted_value,uncertainty_std
0.724608817,0.108322902,11322.9165,772.3464384
0.883987775,0.110424904,10879.47844,1376.296627
0.863566141,0.188427245,10678.63871,1132.750572
0.950865115,0.104310948,10362.50614,1611.736762
0.686615561,0.052740475,8635.011619,1146.918933
0.539606383,0.119394392,8369.101808,749.6520079
0.600888161,0.280881442,7524.338227,733.4818844
0.381679508,0.009020434,7171.519732,1306.684315
0.402121701,0.010460761,6825.61392,1326.963178
0.411696236,0.011328607,6665.304969,1307.889506
0.499053838,0.007839351,5548.046774,1643.185997
0.869260206,0.021683693,5247.995799,1706.975759
0.930256382,0.008372157,3660.117872,2315.248643
0.13564246,0.009256939,2623.862392,791.0128601
0.082857759,0.009834368,938.363487,1284.920058
0.05247748,0.006089106,886.6989415,1775.748036
0.040678021,0.007531951,568.7175748,1088.912613
0.075329678,0.01177362,529.1456118,1265.276618
0.045817287,0.009311043,470.2118115,1341.377838
0.106684641,0.023715808,310.0658419,661.4035612
0.006340438,0.696745224,245.168102,710.7645974
0.00706537,0.503420204,160.2215191,846.7384011
0.019355137,0.795438326,130.7550588,1321.533696
0.008250614,0.014667423,55.03563762,1162.886518
0.044058672,0.016415207,44.65488294,1270.762116
0.025592133,0.922938834,-16.24738838,491.4551948
0.05037062,0.382229929,-116.7068772,647.2848919
0.01440535,0.008632316,-239.9438215,504.5412748
0.025414396,0.036000064,-338.0446854,832.9328894
0.039334258,0.049561063,-358.6425871,859.3998742
0.024526803,0.127438712,-380.9697975,1560.309791
0.031205726,0.207875773,-383.4383807,1409.495911
