TMB,H2O2,predicted_value,uncertainty_std
0.01134416400708136,0.7211081470788958,91.74391060063567,1834.1056359553484
0.013361023842622052,0.09802565148393436,-113.89830833380279,1444.7731969105914
0.018262621147463954,0.19137368353665365,-132.19064906681,1646.8573549028897
0.0231955468146511,0.006241066012184707,127.24643782174735,1534.0573976981502
0.0491081613233974,0.01597256073425865,190.6713732127987,1524.718295682704
0.8156981095532889,0.06986649294446347,8656.519591337477,1502.2112101986206
0.007128712323679269,0.7450841487823109,199.5973235180761,1343.029482746169
0.006011080219031507,0.03863351643552386,-32.62174055879677,1710.1080975009445
0.7237241182314236,0.1269399181520879,10346.986326250966,985.9555223804128
0.14839752919272306,0.5706691524293335,791.0969144663782,1633.884720996223
0.008617083614247166,0.010702940200477698,-71.11407122034689,1116.0291869723417
0.18865482809231843,0.014048975250211438,4244.102717117034,1418.6455151763369
0.008177435884662618,0.015166340795947128,-68.48153120099323,1340.5475137342526
0.1909265873856546,0.23917068713897752,1690.596004426044,1067.3125351044068
0.009187138600425205,0.04325205606643966,-174.1968960899951,1099.313637417422
0.4741269856720684,0.04028807330792259,6597.897310211922,1172.320750236684
0.333919784356995,0.6731787974211254,2338.687755966675,1567.846548329363
0.7516295154011924,0.11613964228821111,9972.857793501626,1150.490841481357
0.07109001797833055,0.0498345204148788,-99.86280280862616,1076.1454979799794
0.01769538406709908,0.005810745554425168,-40.29154993471411,1449.9026072343395
0.5236593877787626,0.021333017534200853,5895.690301823446,1085.5305520455463
0.00933617595495458,0.019715769977257675,-56.405267362649056,1264.1761060278086
0.6811313474817849,0.06542651414139224,8584.545434037667,1292.3570955073951
0.007029638284229696,0.4746466930396895,118.81192076518619,1089.5406569021613
0.18526584557652356,0.16573779308695274,2391.5306761773077,1010.5630145242193
0.0058669840704964876,0.03372379911039981,3.6805038308959865,1763.092450969755
0.8471362638958875,0.11725622465823228,9195.879776908541,1422.934221085325
0.06156150172800938,0.16956334201419956,312.64451203686394,1155.2649370056213
0.5194735319018069,0.008358018515110886,6215.938695216853,1594.4451895230845
0.6258619454532521,0.05951554583350341,8008.996032111077,1269.1113415293232
0.010511350783308466,0.0058060902709330614,-25.537245704407496,1172.1121760863382
0.02686598655897288,0.012093348781030858,-3.1250140142460623,1120.4716851139322
