TMB,H2O2,predicted_value,uncertainty_std
0.285647603,0.245776088,467.7660974,127.0872044
0.298225266,0.46059359,380.2906408,210.0283283
0.275074841,1,325.2001981,217.715305
0.549326876,0.076310534,313.4214782,213.3134666
0.321783423,0.0326747,304.6379781,222.1913473
0.272639188,0.045990193,295.0962992,207.3599881
0.477307496,0.065350339,287.675846,222.5060432
1,0.053478296,266.1921394,232.0611348
0.894436626,0.022997238,234.6936149,254.4433267
0.517310999,1,229.8949682,243.7075081
0.553130785,0.666113722,226.5463383,235.2888031
0.157844806,1,223.3421435,260.0750983
0.319164386,1,223.336912,270.1934677
0.296974759,0.01061027,215.4691171,263.3546285
0.467240157,1,212.7287247,251.1090152
1,0.324585526,204.191671,245.3262847
0.062610678,0.009023369,202.57471,224.2935848
0.730431229,0.022170955,192.0685504,253.7560211
0.064103795,0.020031557,170.6363905,223.8878892
0.805827458,0.005,119.9943677,296.4441283
0.116998389,0.021193901,100.771456,93.48674209
0.151311384,0.005,42.82848713,285.6177309
0.034222713,0.005,11.96212459,277.4184783
0.029879533,0.01544442,-26.57704539,262.8428517
0.029778467,0.005710331,-27.58312534,292.9497322
0.037851149,0.351931105,-53.90118799,270.2810837
0.009612825,0.984427477,-73.50544465,301.2101623
0.014151169,1,-74.93480801,304.0490389
0.008970512,0.140168865,-107.6538459,231.352116
0.010596441,0.045654194,-257.9578267,137.1785194
0.079003814,0.049412208,-309.1870885,222.5930547
0.012885625,0.011682751,-538.4478426,77.65234975
