HRP,model,n_train,n_conditions,train_y_mean,train_y_sd,lengthscale_TMB_normalized,lengthscale_H2O2_normalized,noise_mode,train_yvar_min,train_yvar_median,train_yvar_max,train_yvar_sd_median,train_yvar_sd_max,candidate_pred_max,candidate_pred_min,candidate_latent_std_mean,candidate_latent_std_max,candidate_default_observation_std_mean,candidate_file,baseline_rows,posterior_grid_file,posterior_train_file,candidate_cov_file,condition_loo_z_mean,condition_loo_z_std,condition_loo_abs_z_gt_2_pct,condition_loo_abs_z_gt_3_pct,condition_loo_mae,condition_loo_max_abs_error
1,fixed_sem_raw,32,32,766.5740482233507,2182.88172593116,0.5154197844124818,0.41144661639538893,fixed_sem,57.982864610174026,826.9525763347183,400929.4309528398,28.7567831360658,633.1898853841869,9485.921290542097,-465.963597696579,938.5060274359923,1309.1829423230351,962.6986137062836,C:\PyCharm\Blueness\logs\Jun_03_full_log\fixed_noise_gp_HRP_1_fixed_sem_raw_candidates.csv,32,C:\PyCharm\Blueness\logs\Jun_03_full_log\diag\fixed_noise_gp_HRP_1_fixed_sem_raw_posterior_grid.csv,C:\PyCharm\Blueness\logs\Jun_03_full_log\diag\fixed_noise_gp_HRP_1_fixed_sem_raw_posterior_train.csv,C:\PyCharm\Blueness\logs\Jun_03_full_log\diag\fixed_noise_gp_HRP_1_fixed_sem_raw_candidate_latent_cov.csv,0.08736184261822125,1.3245203103655951,6.25,3.125,819.3567181568358,7313.746757125899
0.01,fixed_sem_raw,32,32,1397.6826578362952,2313.231308339375,0.7387502806099899,0.8465693714351878,fixed_sem,34.10147036806702,682.0294073613404,385555.65584582346,26.115692741364157,620.931281097855,9329.315243183777,-418.0794243298885,708.923423553796,947.1055351466703,732.3035379258272,C:\PyCharm\Blueness\logs\Jun_03_full_log\fixed_noise_gp_HRP_0.01_fixed_sem_raw_candidates.csv,32,C:\PyCharm\Blueness\logs\Jun_03_full_log\diag\fixed_noise_gp_HRP_0.01_fixed_sem_raw_posterior_grid.csv,C:\PyCharm\Blueness\logs\Jun_03_full_log\diag\fixed_noise_gp_HRP_0.01_fixed_sem_raw_posterior_train.csv,C:\PyCharm\Blueness\logs\Jun_03_full_log\diag\fixed_noise_gp_HRP_0.01_fixed_sem_raw_candidate_latent_cov.csv,0.027558944595554635,0.98595938136178,3.125,3.125,657.0215126718267,3916.0923187937706
0.0001,fixed_sem_raw,32,32,-229.0464982550758,332.4395540418127,0.12188972166047275,0.11882444273583019,fixed_sem,45.145503759868205,482.9295548759823,43389.05849163541,21.97565823532898,208.3004044442435,815.188755762278,-552.4710740431785,248.79256893796344,309.0766338414998,254.47440931413797,C:\PyCharm\Blueness\logs\Jun_03_full_log\fixed_noise_gp_HRP_0.0001_fixed_sem_raw_candidates.csv,32,C:\PyCharm\Blueness\logs\Jun_03_full_log\diag\fixed_noise_gp_HRP_0.0001_fixed_sem_raw_posterior_grid.csv,C:\PyCharm\Blueness\logs\Jun_03_full_log\diag\fixed_noise_gp_HRP_0.0001_fixed_sem_raw_posterior_train.csv,C:\PyCharm\Blueness\logs\Jun_03_full_log\diag\fixed_noise_gp_HRP_0.0001_fixed_sem_raw_candidate_latent_cov.csv,0.038753689839395034,1.3249263897760768,12.5,3.125,265.4697154408787,1400.1997354746732
