TMB,H2O2,latent_mean,latent_std,default_observation_std,training_target
0.005171060000000001,0.24485045700000002,-484.01912801947174,17.667516360569376,209.87611623808752,-484.0940355329943
0.0068350250000000015,0.009438688999999997,-332.930159253252,19.340735394882003,210.02358695738695,-332.96414974619256
0.007813831000000002,0.05309541799999999,-430.09232446511396,19.808442706436207,210.0671736261675,-430.0928299492384
0.009092147,0.650462438,16.660476992924828,49.68700295617444,214.95264896157738,16.66123096446752
0.010932872999999997,0.017273917,-495.4114101815901,16.9740451698141,209.81887723047976,-495.4288705583752
0.013004537000000004,0.09358413000000002,-549.8460512535507,10.91023668940103,209.4155588714721,-549.8560913705578
0.015441009999999996,0.032509788,-563.6885447120437,9.631713809932652,209.35284317092206,-563.7012690355327
0.017800632,0.348300488,-95.40450853179323,8.82933286791222,209.31746260578603,-95.3824238578676
0.020903664,0.006839139000000003,-524.1417701916064,84.39147101456554,225.5166588366245,-526.6961928934007
0.023822036999999997,0.480104932,-346.534534909139,14.115829743098987,209.60701248328596,-346.5808375634514
0.028560392000000007,0.13890091399999996,-442.2091899394088,15.099867624012564,209.6755804453512,-442.2412436548218
0.033403383,0.019513686000000002,-120.26254810479782,51.43987448317712,215.36458325285813,-119.57360406091335
0.042312116,0.06737221200000001,-132.64432909424204,7.614491658832056,209.26973865338164,-132.6331852791877
0.050379819999999985,0.955565587,83.83826143748115,39.141481950998966,212.7625405050255,83.30964467005117
0.05584545600000001,0.011121890000000002,5.340524019557847,33.838633100463056,211.85111782320146,5.517131979695977
0.06266365700000001,0.12664498,-12.086733999931425,15.936084398480308,209.73745926464287,-12.032360406091012
0.07835612600000001,0.028246803999999993,-431.2513591739237,19.96602611946181,210.0820916495151,-431.3216370558373
0.08887941200000002,0.413921946,284.2908718809337,117.65358286646648,239.95459694314826,280.3203680203049
0.10500735599999998,0.012914360999999997,-212.62085240234433,14.458080088006522,209.63033919894193,-212.76300761421285
0.12010299200000002,0.223128165,211.3643587020265,22.530684061410568,210.34132917024968,211.18851522842664
0.146471158,0.046265971,-326.84132222966605,11.52270252692307,209.44836047664876,-326.8317258883242
0.184395579,0.005331910000000001,1745.0175441322956,221.19988795015445,304.4096474522335,1756.4553934010155
0.21646782,0.811151223,2657.651820526278,37.4794621008199,212.46306293612318,2656.7580583756353
0.263572637,0.109871827,52.52461568956744,35.82985737265564,212.1782781346316,52.5508248730968
0.292789209,0.039181741,-358.5122545502559,71.58270567503,221.0428166319598,-363.7937182741111
0.361822644,0.013544882999999999,2754.890990099314,510.79406231485007,551.9478391378475,2894.3880710659905
0.389776792,0.306382467,4650.270185069987,288.3960160819234,356.2416386734673,4771.944289340102
0.50619064,0.189624217,1008.5343027403244,134.49718499013068,248.64701044473,977.5898477157368
0.547593369,0.022434213000000005,3524.316455140659,563.1439149290917,600.7219922347577,4065.960152284265
0.614408891,0.07895358899999999,234.07470552218354,16.24417508250462,209.76109328696612,233.93826142132028
0.754085542,0.007794012999999999,2503.6204588799546,569.210813639037,606.413055100603,2433.4569162436555
0.902336051,0.59509777,9684.778008019197,313.7670747071104,377.07508563028875,9956.318020304569
