HRP,model,n_train,n_conditions,train_y_mean,train_y_sd,lengthscale_TMB_normalized,lengthscale_H2O2_normalized,noise_mode,train_yvar_min,train_yvar_median,train_yvar_max,train_yvar_sd_median,train_yvar_sd_max,candidate_pred_max,candidate_pred_min,candidate_latent_std_mean,candidate_latent_std_max,candidate_default_observation_std_mean,candidate_file,posterior_grid_file,posterior_train_file,candidate_cov_file,baseline_rows
0.0001,fixed_sem_raw,32,32,-25.16431828997426,310.6112179409582,0.05797758430979548,0.4459042527339304,fixed_sem,58.51398931304535,599.0183956302823,3935.6224189768627,24.474852310693976,62.734539282414936,397.800765843921,-116.66569537824502,198.7491970910603,254.3650089849322,201.07738892831958,May_5_full_log\fixed_noise_probe_smoke\fixed_noise_gp_HRP_0.0001_fixed_sem_raw_candidates.csv,May_5_full_log\fixed_noise_probe_smoke\fixed_noise_gp_HRP_0.0001_fixed_sem_raw_posterior_grid.csv,May_5_full_log\fixed_noise_probe_smoke\fixed_noise_gp_HRP_0.0001_fixed_sem_raw_posterior_train.csv,May_5_full_log\fixed_noise_probe_smoke\fixed_noise_gp_HRP_0.0001_fixed_sem_raw_candidate_latent_cov.csv,32
