model,fit_seconds,mll,train_rmse,train_mae,train_r2,train_z_mean,train_z_std,train_frac_abs_z_gt_2,train_frac_abs_z_gt_3,target_std,kernel_diag_min,kernel_diag_max,noise_standardized,eig_min,eig_max,condition_number,loo_rmse_model_space,loo_mae_model_space,loo_z_mean,loo_z_std,loo_frac_abs_z_gt_2,loo_frac_abs_z_gt_3,loo_cholesky_jitter,new_scale_ess,new_scale_set,new_scale_main,new_scale_pair,new_scale_residual,new_ess_lengthscale,new_conc_lengthscale,acq_pool_size,acq_mc_samples,acq_repeats,acq_value_mean,acq_value_std,acq_per_point_std_mean,acq_spearman_mean,acq_spearman_min,acq_top25_jaccard_mean,acq_top25_jaccard_min,acq_finite_fraction,n_subspaces_total,n_subspaces_top,screen_best,screen_worst_top,screen_active_count_dist,screen_sample_stats_by_n_free,candidate_opt_seconds,candidate_joint_acq,candidate_unique_before_topq,candidate_n,candidate_active_count_dist,candidate_additive_counts,candidate_pair_counts,candidate_acq_mean,candidate_acq_min,candidate_acq_max
new_additive_set,16.648093461990356,-0.23082757198646678,1998.2977574869085,1377.1884836442614,0.9942000122649719,-0.0015152722842287003,0.5032018078600416,0.004484304932735426,0.0,26268.428212169514,0.4582636047466692,0.7134771988062607,0.01613674372157451,0.016136743721573667,105.23329290748836,6521.346234606119,0.2707543032476953,0.1969551225972765,0.014003180062220653,0.97619293604735,0.053811659192825115,0.008968609865470852,0.0,0.22082105559218235,0.21963394872577793,0.1174808901199046,0.020251813819782295,0.017808600428708972,"[2.2799139307325618, 0.8305817866899993]",0.2120426143876059,512,64,5,-61.2100127919728,17.82826976890179,3.5786278055695653,0.9892268395732481,0.968505918048546,0.823166743856399,0.6666666666666666,1.0,9109,40,10.353895950930283,9.416029331592398,"{4: 39, 3: 1}","{2: 64, 3: 1408, 4: 29568, 5: 197120, 6: 936320}",2796.792510032654,11.037611344432438,32,32,{4: 32},"{'imidazole': 32, 'cacl2': 32, 'bsa': 23, 'cmc': 20, 'sucrose': 7, 'edta': 7, 'feso4': 3, 'peg20k': 2, 'mgso4': 2}","{'imidazole+cacl2': 32, 'bsa+imidazole': 23, 'bsa+cacl2': 23, 'cmc+imidazole': 20, 'cmc+cacl2': 20, 'cmc+bsa': 11, 'imidazole+sucrose': 7, 'sucrose+cacl2': 7, 'imidazole+edta': 7, 'edta+cacl2': 7, 'bsa+sucrose': 5, 'cmc+edta': 5, 'imidazole+feso4': 3, 'cacl2+feso4': 3, 'bsa+edta': 2, 'cmc+sucrose': 2, 'cmc+feso4': 2, 'peg20k+bsa': 2, 'peg20k+imidazole': 2, 'peg20k+cacl2': 2}",10.434556769200132,9.787503704009382,10.854028630369813
