model,mll,train_rmse,train_mae,train_r2,train_z_mean,train_z_std,train_frac_abs_z_gt_2,train_frac_abs_z_gt_3,target_std,kernel_diag_min,kernel_diag_max,noise_standardized,eig_min,eig_max,condition_number,loo_rmse_model_space,loo_mae_model_space,loo_z_mean,loo_z_std,loo_frac_abs_z_gt_2,loo_frac_abs_z_gt_3,loo_cholesky_jitter,old_cont_ls_min,old_cont_ls_median,old_cont_ls_max,old_cat_ls_min,old_cat_ls_median,old_cat_ls_max,old_outputscale_min,old_outputscale_median,old_outputscale_max,acq_pool_size,acq_mc_samples,acq_repeats,acq_value_mean,acq_value_std,acq_per_point_std_mean,acq_spearman_mean,acq_spearman_min,acq_top25_jaccard_mean,acq_top25_jaccard_min,acq_finite_fraction,n_subspaces_total,n_subspaces_top,screen_best,screen_worst_top,screen_active_count_dist,screen_sample_stats_by_n_free,candidate_opt_seconds,candidate_joint_acq,candidate_unique_before_topq,candidate_n,candidate_active_count_dist,candidate_additive_counts,candidate_pair_counts,candidate_acq_mean,candidate_acq_min,candidate_acq_max,mod_scale_const,mod_scale_id,mod_scale_family,mod_scale_mw,mod_scale_same_conc,mod_ess_lengthscale,mod_same_conc_lengthscale,mod_mw_lengthscale,mod_mean_ess_weight_norm,mod_mean_single_family_norm,mod_mean_single_id_norm,mod_mean_pair_family_norm,mod_mean_pair_id_norm,mod_mean_pair_env
old_mixed_hamming,-0.678916804776683,3464.1557003312146,2521.733164448357,0.9825698357175536,-0.0013690810836335895,0.5977884171316872,0.006726457399103139,0.0,26268.428212169514,2.4933621338172105,2.4933621338172105,0.03742630300015598,0.03742630300015517,681.075934897385,18197.78819443003,0.3384935665816844,0.2410806988190886,0.009155763121695807,0.9642685792647675,0.042600896860986545,0.004484304932735426,0.0,0.0710083993845731,1.0553161891021428,1.3969249718317271,0.60900954393069,0.6966506245720665,0.7547973808750014,0.7452098861078019,0.8058852134479813,0.9680306559305932,32,8,2,-44.56397227755173,33.52195468530947,1.1598531099136447,0.998533724340176,0.998533724340176,0.9230769230769231,0.9230769230769231,1.0,254,5,7.757836172552247,6.359081705230206,{2: 5},"{2: 4, 3: 176, 4: 3696}",4.277739763259888,9.608880112063368,2,2,{2: 2},"{'imidazole': 2, 'bsa': 1, 'cmc': 1}","{'bsa+imidazole': 1, 'cmc+imidazole': 1}",9.03650308951621,8.945747615922594,9.127258563109825,,,,,,,,,,,,,,
hierarchical_family_prior,-0.35044376055242427,6612.754089956614,4757.811096299738,0.9364857142263971,-0.0010295553015221704,0.8109449307417137,0.03139013452914798,0.004484304932735426,26268.428212169514,1.050777567679995,1.1619015914884285,0.08740983678763142,0.08740983678762973,173.76243145434012,1987.9047695342572,0.29280191184214516,0.21337953594408324,-0.0029750829422128316,0.9111453205281648,0.042600896860986545,0.008968609865470852,0.0,,,,,,,,,,32,8,2,-51.84985137876839,28.186419343595567,6.904902605750529,0.9923020527859235,0.9923020527859235,1.0,1.0,1.0,254,5,9.654609010629324,9.192866240869929,{2: 5},"{2: 4, 3: 176, 4: 3696}",6.872296571731567,10.304859683454653,2,2,{2: 2},"{'cacl2': 2, 'mncl2': 2}",{'cacl2+mncl2': 2},9.959078053980239,9.866127419587796,10.052028688372683,0.050777567679995146,0.2418262480789664,0.2555089579056848,0.15103501168903888,0.11112402380843314,"[0.38193728748443173, 0.378297048399013]",0.20071783020728312,0.7760775955494116,0.31819771572033756,0.9843977483214369,0.8505347550523463,0.05998938454660969,0.09740623722661934,"[0.09999335745681028, 0.10000045153755106, 0.05000033164335811]"
