tmb,h2o2,cmc,imidazole,bsa,model,acq,pred_mean,pred_sigma,active_count,cacl2,mncl2
0.46217582023148235,0.009171099892388799,0.0,0.3324247494259427,2.0,old_mixed_hamming,9.127258563109825,155194.10126755736,17333.959143085845,2,,
1.6909969134845022,0.007868519628278099,2.0,0.16296884733297626,0.0,old_mixed_hamming,8.945747615922594,155118.61969984378,15235.052798426574,2,,
0.001,0.001,,,,hierarchical_family_prior,10.052028688372683,157894.97106644948,28288.77780308832,2,2.0,2.0
0.001,2.0,,,,hierarchical_family_prior,9.866127419587796,152522.17133872988,28303.591627053287,2,2.0,2.0
