tmb,h2o2,cmc,bsa,imidazole,cacl2,sucrose,edta,mgso4,feso4,peg20k,model,acq,pred_mean,pred_sigma,active_count
2.0,0.001,0.0,0.098523387568429,0.6397274355552112,0.36875554964379154,0.0,0.0,0.00931152670555296,0.0,0.0,new_additive_set,10.620797159857416,190899.12227933813,13063.119704121225,4
2.0,0.001,0.0,0.08695638724863067,0.05778995550813382,0.3548234823837498,0.0,0.0,0.0,0.0029790935337103497,0.0,new_additive_set,10.565633620076968,188672.0044824596,13856.432213473918,4
2.0,0.001,0.5729642982658176,0.001,0.014006331820337,0.36514998429722284,0.0,0.0,0.0,0.0,0.0,new_additive_set,10.555517008298443,188210.04882314304,14259.285170093226,4
2.0,0.001,0.0,0.08959251569633113,0.03332363650743582,0.33566444885258023,0.0,0.0,0.0,0.0,0.0015998881173167295,new_additive_set,10.55060682978555,188055.87388876156,14094.981209104428,4
2.0,0.001,0.4494196045277685,0.0,0.024341610734174648,0.3884213728298958,0.0,0.0,0.0,0.002429319384100961,0.0,new_additive_set,10.49963249796223,186057.09868653945,13756.100280871235,4
2.0,0.02023810711319661,0.0,0.09490570414975874,0.03536229823401799,0.36931022273479275,0.0,0.0488143823799938,0.0,0.0,0.0,new_additive_set,10.43645674365237,183983.74875019316,10887.20461430599,4
0.005644347046479887,0.001,0.9539128800895019,0.0,0.034223688045954284,0.36398086822957865,0.0,0.04719966696924693,0.0,0.0,0.0,new_additive_set,10.406763338090611,182689.99118085718,14305.636441269651,4
0.0018267669852464982,0.001,0.0,0.10302772717329915,0.053176026656025784,0.33843276815344125,0.001,0.0,0.0,0.0,0.0,new_additive_set,10.405095074666832,182623.0378146194,15224.73182711718,4
2.0,0.005289637500893752,1.0921877264572901,0.0,0.033810002087344755,0.36280973267771816,0.0,0.0,0.0,0.001679167673363365,0.0,new_additive_set,10.385393517268176,182141.87507646668,12139.597239051678,4
2.0,0.001,2.0,0.0,0.6134251518218277,0.36626286441669165,0.0,0.0,0.0,0.0,0.001037979585404078,new_additive_set,10.345829074567964,180633.10250887112,14769.98228041041,4
2.0,0.001,1.4571572375477801,0.0,0.001,0.32222832334071655,0.0,0.0426770095114565,0.0,0.0,0.0,new_additive_set,10.299021704145048,179150.05725771253,14923.66081237372,4
0.00397770305915455,0.001,2.0,0.0,0.03287946087395647,0.34711829977412106,0.0,0.0,0.0,0.0017801709474340548,0.0,new_additive_set,10.244716567959415,177475.2777779236,15627.712166710511,4
0.001,0.0018415443744881734,0.0,0.09565414023454515,0.030968028727140964,0.35808124523199963,0.0,0.0,0.0,0.0,0.0014874351536265564,new_additive_set,10.123958888329453,174152.4139155635,15416.83676717896,4
2.0,0.04762690810094113,0.48408830080255894,0.07222915974556411,0.0037429117910999805,0.3476987019873879,0.0,0.0,0.0,0.0,0.0,new_additive_set,10.094509226943606,173745.57719119365,12170.075470547159,4
0.001,0.001,0.510026113184726,0.0,0.034597970992528045,0.35926142975367625,0.0,0.0,0.0,0.0,0.001,new_additive_set,10.007168597244696,170981.9062009396,16224.540543021636,4
0.5539464866775288,0.016270203276829175,2.0,0.0,0.03634946313732928,0.3731521661908971,0.0,0.0,0.0,0.0,0.0025282725629305522,new_additive_set,10.004634901926092,171561.1966788154,12090.493197321754,4
