TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
0.23736655561714406,0.10211902785176502,3105.6606473685983,748.3787184352584,769.2462495124319
0.013275814752523301,0.009238363975761412,117.33190646877097,772.8477918007914,793.0717467376468
0.0073706608179758566,0.014741087879020119,71.35445013884419,774.6280222453622,794.8066802876685
0.017853919693776858,0.3403992304989876,-23.85846842355022,883.8262293229042,901.5641351680343
0.012612250390105254,0.2420557987972334,-27.743209699705176,851.199537412131,869.6032076026219
0.029734562720415518,0.016803137768302008,194.3442246683294,825.9556245665943,844.9093323755725
0.005670894943145718,0.01505503633270108,14.88262788706993,457.74244724909295,491.1183504978525
0.010607322097679983,0.18970612245730506,13.54979676904668,795.4552583734808,815.1184909301003
1.0,0.05423830315772622,8796.546771510819,711.3423606238293,733.2646454043894
0.029560709389603094,0.7595028054550517,-418.0794243298885,599.3242090423744,625.1868470516717
0.035176605131250704,0.09950532057158355,269.0075508956877,886.2172248394091,903.9082120349426
0.012895208078236162,0.6401591196347791,-11.368073262396592,477.77808227729435,509.84407624950575
0.12619457031742076,0.47542086957429996,75.17426797320059,726.4224493248068,747.9028419956662
0.017800973583623335,0.007809416336518636,16.81926333244951,806.2707291586864,825.6764347371328
1.0,0.04666940455246167,9219.194005842739,498.3182422556254,529.1409611312273
0.34042866891798684,0.6170291287910337,149.44480466732307,754.1045609492568,774.817897977721
0.08755592021533784,0.026054859457410387,1386.2562839850286,771.3019392392164,791.5653906382711
0.935948836073892,0.04547868744403692,9286.042895926126,375.7193136697965,415.73319430452716
0.049112245744728195,0.10643693497254414,486.1111837567536,885.5369620563149,903.2412730550293
0.07894316371841288,0.5962162942315471,-156.98975422218882,797.8315757511147,817.4376486605258
0.9046066994161227,0.042139552880656725,9228.593938857786,380.9834288177248,420.49668157531664
0.07270047531942121,0.03206670305105538,1253.7092813659929,633.1864807012511,657.7189411328966
0.23152760038513429,0.14228856996784262,2597.4311838734834,766.4263810752844,786.8154064266281
0.005816956317941799,0.18314610403055645,-26.508848781859342,857.1558101574814,875.4342745568459
0.011227728011605261,0.008128445563003087,185.03884205562667,615.9501746500425,641.1424988515116
0.03691199286168104,0.00564830205978908,-7.0665310488448085,615.7242958652307,640.9254985572637
0.005706187303233186,0.007777850438363302,195.59025411970674,947.1055351466703,963.6793973555746
0.26183870841516976,0.013861079584802573,2823.1583943605006,872.0119553204515,889.9853574098507
0.018764123687680843,0.3314638072197746,-13.41609320464977,877.9704804884532,895.8243414817819
1.0,0.0426231514082179,9329.315243183777,415.9915326965089,452.45777864606714
0.15594625461884284,0.4811214647175468,74.68599417166956,770.1820141202778,790.4741748194627
1.0,0.038933746355865516,9149.189849687447,532.6601860887527,561.6012464607317
