TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
0.017679238338111688,0.4558138553988048,-530.49907845427,256.3855448356741,261.7119664208604
0.4222887261200436,0.41243749988246947,-100.78526688312289,268.49646385845153,273.58720158604063
0.9001151820772053,0.11586982748506947,793.3669420881242,186.49688979337546,193.75421458587815
0.2104268408568242,0.013678199994823276,4.669584916906928,236.99530202522416,242.7475621900564
0.9537396959860305,0.12082179782234712,887.2510269104049,147.45513234096066,156.53313330051978
0.05820540434929,0.012855290889338643,-288.4613393552297,234.86392655055826,240.66713477733953
0.7901167773913079,0.8455405508593079,-374.63755247697884,219.19448910584128,225.40148584594303
1.0,0.118239144865283,905.3813887510561,137.7585228697086,147.43478690740562
0.15187388182298772,0.3030319879029948,-63.81969523291764,174.72701179724584,182.4531019708434
0.9677577614830327,0.11587414322943379,901.8895447669453,138.63126417062006,148.25057562361206
1.0,0.12875295204882953,784.7745258462433,192.58878307339668,199.62476082109637
0.07945962808082459,0.02655164352586986,-305.6433756229827,292.5217778207237,297.2012723165648
0.025293707012924327,0.48059219061418523,-398.1875710398584,288.975778734349,293.7117744699921
0.025657312038771016,0.022123271846096606,-432.6318336850206,228.8992320768728,234.8498759049494
0.01653668931157646,0.009980398831000239,-362.1602907700626,284.8006564489198,289.6049372523261
0.071474262161359,0.008650046913947131,-185.01767785938594,227.9110933655769,233.8868791665766
0.05632324767016224,0.008901859909637157,-236.00637085473093,224.7568870380025,230.81434972332525
0.11405768274988416,0.07840038384351049,-130.2296708129535,244.23610504630972,249.8216979675307
0.023780046425708294,0.06235140984921034,-333.36894569141316,291.0751692484435,295.7775514135549
0.017452265020999544,0.34697096238243114,-527.0344137248268,243.36791427408005,248.97298541268302
0.1438273030059922,0.02787655440192829,-199.3343129527636,287.6738435576659,292.4309252360778
0.04905069297504408,0.012601550084472016,-357.5868855189308,227.00239583518896,233.00148815426886
0.012113677953236085,0.028315848490905602,-150.78476034173627,269.5790360056421,274.6497085760685
0.012491555670447711,0.14413756625780155,-250.99457912558532,272.8995689227532,277.9096624542094
0.1402472203845238,0.014749265029824838,-86.69498921808312,289.78398428362266,294.5069834731919
0.04948609598611272,0.02624079109743029,-399.7553518854229,284.0258284458321,288.842997130845
0.06634627683161809,0.09501079077453876,-293.99044656787845,247.1094406782452,252.63151315602587
0.021304848469955347,0.021330734385233915,-342.7091205791233,261.79090899951484,267.00952380389043
1.0,0.11197876511730794,829.6289740305386,172.70553985988394,180.51816879605786
0.35204476344914193,0.12918440510162843,16.701389707469303,290.85590304856794,295.5617737553116
0.005053849842478548,0.6887866680784078,-403.61326779653507,299.03521529068604,303.6143371962777
0.9900184664079481,0.12091893467339616,899.0714206354099,141.74676637163364,151.16795805990952
