model,fit_seconds,mll,n_subspaces_total,n_subspaces_top,screen_best,screen_worst_top,screen_active_count_dist,screen_sample_stats_by_n_free,candidate_opt_seconds,candidate_joint_acq,candidate_unique_before_topq,candidate_n,candidate_active_count_dist,candidate_additive_counts,candidate_pair_counts,candidate_acq_mean,candidate_acq_min,candidate_acq_max
new_additive_set,11.26714301109314,-0.2183955284834062,9109,20,10.189162685232262,9.541045307201944,"{4: 19, 3: 1}","{2: 4, 3: 176, 4: 3696, 5: 49280, 6: 468160}",1224.7396953105927,10.996296363396139,32,32,{4: 32},"{'imidazole': 32, 'cacl2': 32, 'cmc': 19, 'bsa': 18, 'sucrose': 10, 'edta': 7, 'feso4': 5, 'peg20k': 4, 'peg200k': 1}","{'imidazole+cacl2': 32, 'cmc+imidazole': 19, 'cmc+cacl2': 19, 'bsa+imidazole': 18, 'bsa+cacl2': 18, 'imidazole+sucrose': 10, 'sucrose+cacl2': 10, 'imidazole+edta': 7, 'edta+cacl2': 7, 'cmc+bsa': 6, 'bsa+sucrose': 6, 'imidazole+feso4': 5, 'cacl2+feso4': 5, 'cmc+sucrose': 4, 'peg20k+imidazole': 4, 'peg20k+cacl2': 4, 'bsa+edta': 3, 'cmc+feso4': 3, 'cmc+edta': 3, 'cmc+peg20k': 3}",10.52092075739907,9.955050557425642,10.875304299900566
