sheet,well,tmb,hrp,h2o2,etoh,peg20k,dmso,pl127,bsa,pva,tw80,glycerol,tw20,imidazole,tx100,edta,mgcl2,sucrose,cacl2,zn2,paa,mn2,peg200k,fe2,peg5k,peg400,auc_mean,n_repeats,auc_mean_std,roi_sd_mean
single additive,"[9,7]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,1.51250807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.69152837,1,,1.153218514
single additive,"[6,10]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0.830064429,0,0,0,0,0,0,0,0,0,0,0,12.61018387,1,,1.152761169
HRP,"[13,6]",0.004724619,0.0015,0.483429523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01551794,1,,1.152727175
H2O2,"[4,15]",0.097615577,3.91E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158615136,1,,1.152682519
single additive,"[8,7]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,2.117511298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.78592563,1,,1.152452488
H2O2,"[0,5]",0.375,0.001129552,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002480092,1,,1.151858582
single additive,"[15,7]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0.200876664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.91102474,1,,1.151791723
single additive,"[15,20]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040175333,0,13.00829941,1,,1.150291869
single additive,"[12,11]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0.110241113,0,0,0,0,0,0,0,0,0,0,13.31066789,1,,1.149435111
single additive,"[1,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.464285714,13.8538531,1,,1.149345374
TMB,"[15,22]",0.05,1.01E-05,0.002222699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289852716,1,,1.147548814
single additive,"[15,4]",0.375,0.0015,1.857142857,0,0,0,0,0.004017533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.29526736,1,,1.14681905
TMB,"[0,16]",0.05,0.001575,0.016735896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1.146358756
single additive,"[12,20]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110241113,0,13.73788895,1,,1.146184841
H2O2,"[0,16]",0.375,2.79E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420933965,1,,1.145987359
single additive,"[8,2]",0.375,0.0015,1.857142857,0,0,4.235022597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.49881952,1,,1.144677355
H2O2,"[1,4]",0.267857143,0.001581372,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003620149,1,,1.143799491
single additive,"[1,0]",0.375,0.0015,1.857142857,22.32142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.15992077,1,,1.14300951
HRP,"[14,13]",0.003374728,0.0015,0.045860303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002824921,1,,1.142193399
single additive,"[11,20]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154337558,0,13.55072123,1,,1.141917649
single additive,"[11,4]",0.375,0.0015,1.857142857,0,0,0,0,0.015433756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.80815747,1,,1.140580826
single additive,"[9,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302501614,13.65085386,1,,1.140119144
H2O2,"[3,15]",0.136661808,3.91E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15927026,1,,1.14000034
single additive,"[4,6]",0.375,0.0015,1.857142857,0,0,0,0,0,0,1.626926281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83888751,1,,1.13963427
single additive,"[15,10]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0.040175333,0,0,0,0,0,0,0,0,0,0,0,13.45003886,1,,1.139100741
HRP,"[11,10]",0.009260253,0.0015,0.125840671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087139292,1,,1.138703858
single additive,"[14,7]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0.281227329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.52965545,1,,1.138322937
single additive,"[8,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42350226,14.30808015,1,,1.138199871
single additive,"[14,2]",0.375,0.0015,1.857142857,0,0,0.562454658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26295707,1,,1.137719426
single additive,"[14,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056245466,0,0,0,0,0,0,0,14.1651254,1,,1.137648237
H2O2,"[3,2]",0.136661808,0.00309949,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1.137426727
H2O2,"[12,16]",0.006614467,2.79E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110374322,1,,1.135635056
single additive,"[9,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51250807,0,0,0,0,0,0,0,0,14.1606467,1,,1.135236424
H2O2,"[0,2]",0.375,0.00309949,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1.133079104
HRP,"[4,2]",0.097615577,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.454638131,1,,1.133077601
single additive,"[13,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078743652,13.68684408,1,,1.133058267
HRP,"[9,6]",0.018150097,0.0015,0.483429523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.280723994,1,,1.132324643
single additive,"[3,10]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,2.277696793,0,0,0,0,0,0,0,0,0,0,0,11.46058023,1,,1.132106529
H2O2,"[3,22]",0.136661808,3.70E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159337807,1,,1.131582003
single additive,"[12,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110241113,0,0,0,0,0,0,0,14.5074703,1,,1.131564058
single additive,"[13,4]",0.375,0.0015,1.857142857,0,0,0,0,0.007874365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.03396662,1,,1.130866776
single additive,"[11,18]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077168779,0,0,0,14.88419023,1,,1.130615312
HRP,"[8,9]",0.025410136,0.0015,0.17617694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.442488948,1,,1.12994028
H2O2,"[1,13]",0.267857143,7.65E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099044088,1,,1.129038588
single additive,"[5,10]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,1.162090201,0,0,0,0,0,0,0,0,0,0,0,12.49340507,1,,1.127701247
HRP,"[3,23]",0.136661808,0.0015,0.001585465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08761344,1,,1.127307176
single additive,"[4,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.626926281,13.6319807,1,,1.127149815
H2O2,"[12,7]",0.006614467,0.000576302,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002700583,1,,1.12508351
HRP,"[3,1]",0.136661808,0.0015,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.346154286,1,,1.124605997
single additive,"[15,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200876664,0,0,0,0,0,0,0,0,14.37061465,1,,1.123135085
single additive,"[2,10]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,3.18877551,0,0,0,0,0,0,0,0,0,0,0,11.64684677,1,,1.12296017
TMB,"[14,20]",0.05,1.42E-05,0.004356491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19628237,1,,1.122820722
HRP,"[4,4]",0.097615577,0.0015,0.947521866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.626411772,1,,1.122271999
HRP,"[1,2]",0.267857143,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2949364,1,,1.12149988
TMB,"[14,23]",0.05,1.42E-05,0.001587642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395666111,1,,1.121048573
single additive,"[3,7]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,11.38848397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.65959812,1,,1.120744788
single additive,"[11,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154337558,0,0,0,0,0,0,0,13.65360435,1,,1.120331902
single additive,"[13,1]",0.375,0.0015,1.857142857,0,0.078743652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.58265432,1,,1.119554091
single additive,"[12,0]",0.375,0.0015,1.857142857,0.551205565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.50503959,1,,1.118831938
single additive,"[11,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154337558,13.40271631,1,,1.118441292
single additive,"[10,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216072581,0,0,0,0,0,0,0,13.73385418,1,,1.118087203
HRP,"[5,2]",0.069725412,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.463542707,1,,1.117507761
HRP,"[11,9]",0.009260253,0.0015,0.17617694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358112229,1,,1.117472909
H2O2,"[6,22]",0.049803866,3.70E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450626039,1,,1.117066481
HRP,"[13,15]",0.004724619,0.0015,0.023398114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1.116890769
HRP,"[6,5]",0.049803866,0.0015,0.676801333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.773514306,1,,1.116543936
single additive,"[13,20]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078743652,0,13.11924063,1,,1.114676894
HRP,"[13,13]",0.004724619,0.0015,0.045860303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024132742,1,,1.114048792
single additive,"[6,20]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830064429,0,13.62085798,1,,1.113844097
H2O2,"[13,4]",0.004724619,0.001581372,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1.113233418
HRP,"[7,9]",0.03557419,0.0015,0.17617694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736274285,1,,1.113060623
HRP,"[8,7]",0.025410136,0.0015,0.345306802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.495029384,1,,1.112268565
single additive,"[10,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216072581,13.7056091,1,,1.110266608
single additive,"[3,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,11.38848397,0,0,0,0,0,0,0,0,12.82760228,1,,1.1101759
single additive,"[14,20]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056245466,0,13.07680301,1,,1.108235208
single additive,"[14,4]",0.375,0.0015,1.857142857,0,0,0,0,0.005624547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.28170475,1,,1.107585111
single additive,"[14,1]",0.375,0.0015,1.857142857,0,0.056245466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.74253748,1,,1.106181605
single additive,"[11,11]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0.154337558,0,0,0,0,0,0,0,0,0,0,12.55775308,1,,1.106115332
single additive,"[15,0]",0.375,0.0015,1.857142857,0.200876664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.58943186,1,,1.106000579
H2O2,"[0,20]",0.375,7.26E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724564893,1,,1.105523295
single additive,"[13,5]",0.375,0.0015,1.857142857,0,0,0,0,0,0.19685913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.44006858,1,,1.105012809
HRP,"[6,3]",0.049803866,0.0015,1.326530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.351909939,1,,1.103890752
single additive,"[13,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393718261,0,0,0,0,0,0,0,0,14.16123823,1,,1.1037493
single additive,"[2,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,15.94387755,0,0,0,0,0,0,0,0,12.65672614,1,,1.103697531
HRP,"[11,7]",0.009260253,0.0015,0.345306802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758668943,1,,1.101962157
single additive,"[5,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162090201,13.34994118,1,,1.101449024
TMB,"[13,21]",0.05,1.98E-05,0.003111779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233423033,1,,1.100934954
HRP,"[6,2]",0.049803866,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688872703,1,,1.09810733
HRP,"[5,10]",0.069725412,0.0015,0.125840671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664690183,1,,1.097535519
HRP,"[6,4]",0.049803866,0.0015,0.947521866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.272315653,1,,1.095562549
H2O2,"[15,12]",0.00241052,0.000107154,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047751052,1,,1.095507946
single additive,"[14,18]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028122733,0,0,0,14.06915069,1,,1.095165087
HRP,"[7,6]",0.03557419,0.0015,0.483429523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.312330864,1,,1.095022859
single additive,"[13,18]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039371826,0,0,0,14.25260363,1,,1.093554879
H2O2,"[0,4]",0.375,0.001581372,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1.092004389
TMB,"[12,22]",0.05,2.78E-05,0.002222699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146583449,1,,1.089666661
single additive,"[10,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,1.080362907,0,0,0,0,0,0,0,0,14.67929371,1,,1.088271731
HRP,"[12,11]",0.006614467,0.0015,0.089886194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065744263,1,,1.088233163
single additive,"[7,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592903164,13.91917975,1,,1.086654325
single additive,"[7,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,2.964515818,0,0,0,0,0,0,0,0,13.80024845,1,,1.085831417
H2O2,"[15,21]",0.00241052,5.19E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134601647,1,,1.085348815
single additive,"[1,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,22.32142857,0,0,0,0,0,0,0,0,12.98366724,1,,1.083513808
HRP,"[5,7]",0.069725412,0.0015,0.345306802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.022657764,1,,1.082397513
HRP,"[15,13]",0.00241052,0.0015,0.045860303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004040036,1,,1.082068526
TMB,"[11,21]",0.05,3.89E-05,0.003111779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123296914,1,,1.080403577
H2O2,"[6,17]",0.049803866,1.99E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234501662,1,,1.080142827
single additive,"[14,11]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0.056245466,0,0,0,0,0,0,0,0,0,0,13.21151704,1,,1.080135404
H2O2,"[4,1]",0.097615577,0.004339286,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1.079774165
TMB,"[12,16]",0.05,2.78E-05,0.016735896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27926758,1,,1.079244556
single additive,"[5,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162090201,0,0,0,0,0,0,0,6.160598553,1,,1.078907297
H2O2,"[1,19]",0.267857143,1.02E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778321598,1,,1.077380057
single additive,"[1,10]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,4.464285714,0,0,0,0,0,0,0,0,0,0,0,9.827245798,1,,1.077187566
H2O2,"[7,4]",0.03557419,0.001581372,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007604364,1,,1.077096536
H2O2,"[0,1]",0.375,0.004339286,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1.076430232
HRP,"[7,3]",0.03557419,0.0015,1.326530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.740258032,1,,1.075554427
TMB,"[10,18]",0.05,5.45E-05,0.008538722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097516301,1,,1.075548216
HRP,"[15,2]",0.00241052,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308173923,1,,1.074883168
single additive,"[12,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110241113,13.7656576,1,,1.074468386
H2O2,"[3,16]",0.136661808,2.79E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289482335,1,,1.07405631
HRP,"[14,7]",0.003374728,0.0015,0.345306802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070592347,1,,1.073370638
single additive,"[5,20]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162090201,0,13.53705538,1,,1.072968034
HRP,"[15,5]",0.00241052,0.0015,0.676801333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254732223,1,,1.07138805
single additive,"[13,11]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0.078743652,0,0,0,0,0,0,0,0,0,0,12.35898157,1,,1.070521856
H2O2,"[0,19]",0.375,1.02E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368890877,1,,1.070204911
TMB,"[13,23]",0.05,1.98E-05,0.001587642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259961723,1,,1.069302941
single additive,"[13,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078743652,0,0,0,0,0,0,0,14.63783863,1,,1.069102144
single additive,"[4,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,8.134631404,0,0,0,0,0,0,0,0,13.11085126,1,,1.068977881
single additive,"[8,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,2.117511298,0,0,0,0,0,0,0,0,13.56314128,1,,1.068876243
H2O2,"[13,19]",0.004724619,1.02E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160348631,1,,1.065413596
HRP,"[12,12]",0.006614467,0.0015,0.064204424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007352086,1,,1.064895455
HRP,"[9,9]",0.018150097,0.0015,0.17617694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.035719013,1,,1.064887225
H2O2,"[4,17]",0.097615577,1.99E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23499629,1,,1.064158821
H2O2,"[1,20]",0.267857143,7.26E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715110864,1,,1.063944973
HRP,"[14,6]",0.003374728,0.0015,0.483429523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000748813,1,,1.063544666
HRP,"[14,12]",0.003374728,0.0015,0.064204424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006322332,1,,1.063482112
H2O2,"[1,22]",0.267857143,3.70E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827910616,1,,1.063191756
H2O2,"[2,7]",0.191326531,0.000576302,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003960285,1,,1.063027523
single additive,"[14,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281227329,0,0,0,0,0,0,0,0,14.14225241,1,,1.062518671
TMB,"[15,13]",0.05,1.01E-05,0.045923298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.184523511,1,,1.061818541
single additive,"[15,2]",0.375,0.0015,1.857142857,0,0,0.401753327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.18742465,1,,1.060203332
HRP,"[6,1]",0.049803866,0.0015,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.567894729,1,,1.057603713
H2O2,"[1,7]",0.267857143,0.000576302,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005061029,1,,1.057517403
single additive,"[4,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.626926281,0,0,0,0,0,0,0,6.193073759,1,,1.0573677
H2O2,"[15,8]",0.00241052,0.000411644,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010753211,1,,1.056988428
H2O2,"[5,3]",0.069725412,0.002213921,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1.056061903
H2O2,"[1,16]",0.267857143,2.79E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390796635,1,,1.05560224
H2O2,"[5,5]",0.069725412,0.001129552,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1.054925895
single additive,"[14,0]",0.375,0.0015,1.857142857,0.281227329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.13069599,1,,1.054703019
TMB,"[14,22]",0.05,1.42E-05,0.002222699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191478827,1,,1.054526577
TMB,"[15,20]",0.05,1.01E-05,0.004356491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274837836,1,,1.053841231
HRP,"[15,16]",0.00241052,0.0015,0.016712938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62E-05,1,,1.051702419
H2O2,"[5,22]",0.069725412,3.70E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641441543,1,,1.050035258
HRP,"[6,6]",0.049803866,0.0015,0.483429523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.185409217,1,,1.047631335
H2O2,"[0,15]",0.375,3.91E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181574735,1,,1.04758604
H2O2,"[15,18]",0.00241052,1.42E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116535606,1,,1.046715636
H2O2,"[2,18]",0.191326531,1.42E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638424604,1,,1.046166775
TMB,"[12,20]",0.05,2.78E-05,0.004356491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234699888,1,,1.043837892
H2O2,"[1,11]",0.267857143,0.000150016,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065068826,1,,1.043632591
