sheet,well,tmb,hrp,h2o2,etoh,peg20k,dmso,pl127,bsa,pva,tw80,glycerol,tw20,imidazole,tx100,edta,mgcl2,sucrose,cacl2,zn2,paa,mn2,peg200k,fe2,peg5k,peg400,auc_mean,n_repeats,auc_mean_std,roi_sd_mean
pairwise 2,"[3,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,13.53863148,1,,1.480405677
pairwise 2,"[0,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0.625,0,0,12.39026799,2,1.123093974,1.190526768
pairwise 1,"[9,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0.625,0,0,0.000142618,2,0.000201692,2.880793282
pairwise 1,"[12,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0.625,0,0,5.556254956,2,0.837195816,2.378174991
pairwise 1,"[4,19]",0.375,0.0015,1.857142857,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,20.37685456,2,2.120007352,2.23545652
pairwise 1,"[3,19]",0.375,0.0015,1.857142857,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,18.6846113,2,0.545281986,2.228825133
pairwise 2,"[3,6]",0.375,0.0015,1.857142857,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,18.89973954,2,0.050901237,2.000254515
pairwise 1,"[14,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0.625,0,0,5.488828106,2,2.37971908,1.379100449
pairwise 1,"[0,19]",0.375,0.0015,1.857142857,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,18.10757193,2,0.970283355,1.816595568
pairwise 2,"[3,11]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0.625,0,0,12.76296458,2,6.01658481,1.435042684
pairwise 1,"[10,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0.625,0,0,16.10691772,2,1.216449952,1.679952968
pairwise 1,"[2,19]",0.375,0.0015,1.857142857,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,17.93298365,2,2.35921133,1.609034997
pairwise 2,"[3,8]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0.625,0,0,18.7310879,2,2.064906686,1.5964482
pairwise 2,"[3,5]",0.375,0.0015,1.857142857,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,17.27093753,2,0.033353194,1.538189924
pairwise 1,"[1,19]",0.375,0.0015,1.857142857,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,17.97754205,2,1.54474954,1.513545343
pairwise 2,"[3,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,0,0,0,0,0.625,0,0,16.49405605,2,3.052928175,1.154141067
pairwise 2,"[10,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,17.1144482,13,0.744141943,1.409264083
pairwise 2,"[4,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,6.25,0,16.51498644,2,0.753383434,1.400354186
pairwise 1,"[15,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0.625,0,0,15.14827595,2,0.853833291,1.383959423
pairwise 2,"[3,17]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0.625,0,0,15.15634067,2,3.297906656,1.235941408
pairwise 1,"[7,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,13.66500633,2,0.855732587,1.279551876
pairwise 2,"[3,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,6.25,16.30798591,2,0.768465527,1.275214183
pairwise 2,"[3,18]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0.625,0,0,17.46902067,2,2.998507137,1.25458484
single additive,"[1,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446428571,0,0,16.23575266,1,,1.141691544
single additive,"[2,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318877551,0,0,16.34864555,1,,1.21825583
single additive,"[3,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227769679,0,0,16.89498689,1,,1.219149888
single additive,"[4,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162692628,0,0,16.89581047,1,,1.334448545
single additive,"[5,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11620902,0,0,16.68151527,1,,1.134773673
single additive,"[6,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083006443,0,0,16.44522735,1,,1.152255426
single additive,"[7,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059290316,0,0,16.99303468,1,,1.277635007
single additive,"[8,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042350226,0,0,16.43398876,1,,1.165212797
single additive,"[9,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030250161,0,0,16.62997519,1,,1.174746037
single additive,"[10,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021607258,0,0,15.62785551,1,,1.134076159
single additive,"[11,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015433756,0,0,15.41147812,1,,1.153531458
single additive,"[12,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011024111,0,0,14.79967496,1,,1.228371928
single additive,"[13,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874365,0,0,14.78498975,1,,1.129980408
single additive,"[14,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005624547,0,0,14.15326465,1,,1.075088571
single additive,"[15,19]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004017533,0,0,13.6883276,1,,1.158153833
pairwise 2,"[0,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,9.90465728,1,,1.12160424
pairwise 2,"[0,12]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,10.35933449,2,6.694099041,1.369580795
pairwise 1,"[11,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,0,0,15.06492992,2,3.585391041,1.252648711
pairwise 1,"[9,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,16.16738547,2,7.793636275,1.427376813
pairwise 2,"[0,15]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,6.25,0,0,0,0,0,16.6653753,2,8.180004628,1.206932155
pairwise 2,"[0,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,10.44038562,2,6.272818323,1.396240814
pairwise 1,"[6,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,12.3377119,2,0.331186691,2.208515717
pairwise 1,"[3,16]",0.375,0.0015,1.857142857,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,13.80564704,2,0.862322921,2.194973192
pairwise 1,"[5,16]",0.375,0.0015,1.857142857,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,10.90573931,2,0.045614101,1.975101766
pairwise 2,"[0,8]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,16.90346835,2,4.742440511,1.457488963
pairwise 1,"[4,16]",0.375,0.0015,1.857142857,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,12.79938043,2,1.139459289,1.939033045
pairwise 1,"[0,16]",0.375,0.0015,1.857142857,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,13.51445715,2,1.071374628,1.818215417
pairwise 2,"[0,20]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,13.93678552,2,3.245376479,1.225873587
pairwise 1,"[2,16]",0.375,0.0015,1.857142857,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,13.95804742,2,1.635400113,1.658202864
pairwise 2,"[0,17]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0.625,0,0,0,0,15.88771042,2,6.050517407,1.600880358
pairwise 1,"[1,16]",0.375,0.0015,1.857142857,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,13.46797313,2,1.563422696,1.51852797
single additive,"[0,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,13.26780796,13,1.879004128,1.220685998
pairwise 2,"[0,7]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,13.51996517,2,5.018935072,1.134344443
pairwise 2,"[0,18]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,3.125,0,0,0,15.91814687,2,5.696698824,1.34377533
pairwise 1,"[10,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,13.18867278,2,2.918395387,1.313691308
pairwise 2,"[0,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,0,6.25,0,0,0,0,0,16.05898914,2,6.582711764,1.147736344
pairwise 2,"[0,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,6.25,15.39743105,2,3.630849397,1.181253311
single additive,"[1,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.464285714,0,0,0,0,0,12.74749902,1,,1.175850631
single additive,"[2,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18877551,0,0,0,0,0,13.00804909,1,,1.106511113
single additive,"[3,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.277696793,0,0,0,0,0,12.88886922,1,,1.074489151
single additive,"[4,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.626926281,0,0,0,0,0,13.24067907,1,,1.071732676
single additive,"[5,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162090201,0,0,0,0,0,13.31226411,1,,0.999393788
single additive,"[6,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830064429,0,0,0,0,0,13.68456187,1,,0.937943581
single additive,"[7,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592903164,0,0,0,0,0,13.75412396,1,,1.004934797
single additive,"[8,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42350226,0,0,0,0,0,14.1944377,1,,1.065366589
single additive,"[9,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302501614,0,0,0,0,0,14.14242601,1,,1.052597598
single additive,"[10,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216072581,0,0,0,0,0,14.67018006,1,,1.134255385
single additive,"[11,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154337558,0,0,0,0,0,14.91367585,1,,1.203107276
single additive,"[12,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110241113,0,0,0,0,0,14.37015747,1,,1.215290459
single additive,"[13,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078743652,0,0,0,0,0,14.16883295,1,,1.247220138
single additive,"[14,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056245466,0,0,0,0,0,14.16003719,1,,1.237941961
single additive,"[15,16]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040175333,0,0,0,0,0,13.74504493,1,,1.290073654
pairwise 1,"[6,0]",0.375,0.0015,1.857142857,31.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5588122,2,9.995454878,1.869707994
pairwise 2,"[8,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,14.35947235,13,2.867182531,9.024272336
HRP,"[0,15]",0.375,0.0015,0.023398114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492618802,1,,7.688129074
HRP,"[0,14]",0.375,0.0015,0.032757359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314935307,1,,6.051430447
pairwise 1,"[3,12]",0.375,0.0015,1.857142857,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,2.497019307,2,1.328236491,5.847581958
HRP,"[0,17]",0.375,0.0015,0.011937813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246256469,1,,5.371994156
HRP,"[0,16]",0.375,0.0015,0.016712938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238784826,1,,5.368885751
pairwise 1,"[6,12]",0.375,0.0015,1.857142857,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,2.185580329,2,0.600910709,5.216265742
pairwise 1,"[4,14]",0.375,0.0015,1.857142857,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,1.276806202,2,0.993347459,5.159173355
pairwise 1,"[11,20]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0.000174415,2,0.000246659,5.120464143
pairwise 1,"[12,1]",0.375,0.0015,1.857142857,0,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,5.126212687,2,2.221961179,3.301603428
HRP,"[0,12]",0.375,0.0015,0.064204424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.251413336,1,,4.894799603
pairwise 1,"[8,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,1.401371353,2,0.255192499,4.703649036
pairwise 1,"[12,5]",0.375,0.0015,1.857142857,0,0,0,0,0,15.625,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,1.407955844,2,0.079653535,4.690733565
pairwise 1,"[5,14]",0.375,0.0015,1.857142857,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,1.182225375,2,0.492312264,4.647402322
pairwise 1,"[11,5]",0.375,0.0015,1.857142857,0,0,0,0,0,15.625,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,8.19E-05,2,0.000115849,4.641328486
pairwise 1,"[12,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,5.704147405,2,0.216047072,4.540235491
HRP,"[5,17]",0.069725412,0.0015,0.011937813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018983339,1,,4.461963466
pairwise 1,"[1,9]",0.375,0.0015,1.857142857,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.371172468
pairwise 1,"[3,14]",0.375,0.0015,1.857142857,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,1.108327672,2,0.381811447,4.28699452
pairwise 2,"[2,12]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,3.125,0,0,0,12.14338393,2,7.443117874,1.270572607
pairwise 1,"[0,14]",0.375,0.0015,1.857142857,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,1.457310273,2,0.896032516,4.182818537
pairwise 1,"[12,8]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,2.777390736,2,0.808338884,4.145680243
pairwise 1,"[11,1]",0.375,0.0015,1.857142857,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0.002018402,2,0.002854451,4.112056819
HRP,"[5,16]",0.069725412,0.0015,0.016712938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031787409,1,,4.110790378
HRP,"[5,21]",0.069725412,0.0015,0.003107511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02079834,1,,4.081293148
HRP,"[1,17]",0.267857143,0.0015,0.011937813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151969144,1,,4.04451052
pairwise 1,"[11,3]",0.375,0.0015,1.857142857,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0.002926888,2,0.004139245,4.039884801
pairwise 1,"[12,13]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,6.25,31.25,0,0,0,0,0,0,0,0,13.04903972,2,7.647219456,4.037417831
pairwise 1,"[14,11]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,10.07557262,2,5.434852738,1.959577975
pairwise 1,"[11,2]",0.375,0.0015,1.857142857,0,0,62.5,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0.013592716,2,0.019223003,4.012129007
HRP,"[3,17]",0.136661808,0.0015,0.011937813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091596214,1,,4.010155918
HRP,"[1,12]",0.267857143,0.0015,0.064204424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837622158,1,,4.00762255
HRP,"[6,20]",0.049803866,0.0015,0.004350515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056230281,1,,3.990769212
HRP,"[2,17]",0.191326531,0.0015,0.011937813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064301104,1,,3.989343628
pairwise 1,"[12,2]",0.375,0.0015,1.857142857,0,0,62.5,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.314853741,2,3.056650919,1.918106509
pairwise 1,"[7,3]",0.375,0.0015,1.857142857,0,0,0,6.25,0,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.156671754,2,2.31775801,2.015217863
HRP,"[2,15]",0.191326531,0.0015,0.023398114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15081199,1,,3.915490125
pairwise 1,"[0,12]",0.375,0.0015,1.857142857,31.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.318880036,2,0.420012323,3.902071269
pairwise 1,"[8,10]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,14.20451857,2,10.0441114,2.131032347
pairwise 1,"[9,8]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.858153437
HRP,"[3,14]",0.136661808,0.0015,0.032757359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218324417,1,,3.824782854
pairwise 1,"[0,4]",0.375,0.0015,1.857142857,31.25,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.44860867,2,1.635367063,3.816963245
pairwise 1,"[9,3]",0.375,0.0015,1.857142857,0,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,4.45E-06,2,6.29E-06,3.812876382
pairwise 1,"[9,2]",0.375,0.0015,1.857142857,0,0,62.5,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.808385454
pairwise 1,"[12,22]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,4.794240223,13,1.610986009,3.789683563
HRP,"[1,15]",0.267857143,0.0015,0.023398114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263339021,1,,3.765557484
pairwise 1,"[1,7]",0.375,0.0015,1.857142857,0,6.25,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.618912204,2,0.090296116,3.762089576
pairwise 1,"[1,6]",0.375,0.0015,1.857142857,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23130764,2,1.979289051,3.752642795
pairwise 1,"[3,15]",0.375,0.0015,1.857142857,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,9.316139643,2,1.67171075,3.739803115
HRP,"[2,16]",0.191326531,0.0015,0.016712938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231291759,1,,3.698677833
pairwise 1,"[14,2]",0.375,0.0015,1.857142857,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,5.853378639,2,2.817176387,2.551596354
pairwise 1,"[11,21]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,1.272051078,2,1.798870711,3.693007354
HRP,"[2,14]",0.191326531,0.0015,0.032757359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195175836,1,,3.671482645
HRP,"[0,13]",0.375,0.0015,0.045860303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055933043,1,,3.659676404
HRP,"[3,16]",0.136661808,0.0015,0.016712938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160639035,1,,3.657646435
pairwise 1,"[6,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,1.283152509,2,0.256648297,3.653861104
HRP,"[1,13]",0.267857143,0.0015,0.045860303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407298537,1,,3.643398722
pairwise 1,"[14,1]",0.375,0.0015,1.857142857,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.206973619,2,2.874756658,1.738842771
pairwise 1,"[11,11]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,1,,3.632189824
pairwise 1,"[2,5]",0.375,0.0015,1.857142857,0,0,62.5,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.701524409,2,0.533812678,3.62762485
pairwise 2,"[2,2]",0.375,0.0015,1.857142857,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,12.61893356,2,3.83337259,1.377730697
pairwise 1,"[4,12]",0.375,0.0015,1.857142857,0,0,0,0,0.625,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,2.629446164,2,0.192163058,3.577872591
pairwise 1,"[9,4]",0.375,0.0015,1.857142857,0,0,0,0,0.625,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.571742171
pairwise 1,"[7,14]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,31.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,1.368955356,2,0.464753394,3.554505624
HRP,"[3,18]",0.136661808,0.0015,0.008527009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118556723,1,,3.51230259
pairwise 1,"[0,5]",0.375,0.0015,1.857142857,31.25,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.12758759,2,2.363429562,3.510605715
HRP,"[4,20]",0.097615577,0.0015,0.004350515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041170514,1,,3.505407776
HRP,"[5,12]",0.069725412,0.0015,0.064204424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090606218,1,,3.482196612
pairwise 1,"[12,20]",0.375,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,1.929746162,2,0.052601384,3.479797994
HRP,"[7,23]",0.03557419,0.0015,0.001585465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525779,1,,3.476490321
pairwise 1,"[7,2]",0.375,0.0015,1.857142857,0,0,62.5,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.740089042,2,2.544039794,1.954501533
HRP,"[1,14]",0.267857143,0.0015,0.032757359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287389742,1,,3.437562641
