TMB,H2O2,predicted_value,uncertainty_std
1,0.001,2638.199318,147.6498776
1,0.001752577,2632.412722,132.4568232
0.386499813,0.001,2630.722089,134.5404884
1,0.004222333,2615.176855,109.4051391
0.235536098,0.003479896,2614.159806,96.06140213
0.152511767,0.001,2613.894927,123.0658525
0.001,1,2611.706436,110.6970724
0.003581802,1,2600.82431,90.41707895
0.095397462,0.003334583,2600.6631,89.04969317
0.001,0.376645733,2597.050395,98.34110831
0.134267744,0.011474949,2589.839631,71.33645056
1,0.01073925,2587.875012,88.00559715
0.010052605,1,2584.543752,81.89686355
0.001,0.194551704,2583.354802,95.68443177
0.044251968,0.001,2578.577434,109.3258343
0.013356143,0.28474801,2574.161537,63.64861494
0.044885743,0.040447439,2569.024911,64.43791725
0.019123178,0.094063627,2568.069498,64.06789669
0.113072825,0.036391871,2567.86789,61.17469554
0.014540687,0.052556063,2567.406185,67.61319256
0.026590883,1,2563.800202,79.22700525
0.001,0.081121942,2561.41906,96.08633754
0.005671001,0.027082915,2553.930826,73.5379511
0.001,0.044076336,2544.283787,96.82231682
0.066116612,1,2540.919813,80.40849297
0.001,0.023434061,2525.692675,96.87414229
0.213780642,1,2509.31429,87.64945116
0.001,0.008604111,2496.284028,95.86513678
0.003726394,0.001,2487.538948,97.17131189
0.001,0.003504318,2472.214861,97.32391002
1,1,2470.759419,109.4731004
0.001,0.001,2446.152295,111.6119101
