TMB,H2O2,predicted_value,uncertainty_std
1,0.001,4191.753349,419.5584601
1,0.001,4191.753349,419.5584601
1,0.001,4191.753349,419.5584601
1,0.001,4191.753349,419.5584601
0.309117614,0.001,4141.524636,374.1982883
0.071011567,0.001,4057.335201,353.8947806
1,0.00302213,4049.840513,377.0664588
0.03959938,0.001,4018.227229,357.8680314
1,0.004391874,3996.239995,368.7940841
0.008849719,0.001,3906.397055,396.2965663
1,0.008370102,3898.530367,359.9546101
0.380527278,0.008856472,3847.380963,314.5194551
0.003828496,0.001,3838.615717,432.4169134
0.033723761,0.003707066,3835.189224,294.4808689
0.139097513,0.008393963,3802.678082,284.8275658
0.001773604,0.001,3774.474815,472.7221664
1,0.019375123,3764.175486,355.8873583
0.001350654,0.001,3751.533881,488.3756072
0.001,0.001,3726.168793,506.3899204
1,0.052333682,3600.27551,359.053149
0.001,0.002969477,3595.861843,444.7253481
0.012551461,0.016125392,3548.674285,286.7151438
0.001,0.009796173,3439.385808,404.2761178
1,0.225889451,3364.647357,384.5140768
0.001,0.021184243,3335.298035,392.6718231
0.010526485,0.112885094,3247.377553,314.2596547
0.001,0.060319462,3196.329415,394.8005441
1,1,3152.222013,454.8962212
0.114909815,1,3069.022284,409.9408162
0.022505528,1,3002.50757,418.146757
0.006422672,1,2952.300756,445.0766118
0.001,1,2884.730424,513.3992968
