model,fit_seconds,mll,train_rmse,train_mae,train_r2,train_z_mean,train_z_std,train_frac_abs_z_gt_2,train_frac_abs_z_gt_3,target_std,kernel_diag_min,kernel_diag_max,noise_standardized,eig_min,eig_max,condition_number,loo_rmse_model_space,loo_mae_model_space,loo_z_mean,loo_z_std,loo_frac_abs_z_gt_2,loo_frac_abs_z_gt_3,loo_cholesky_jitter,old_cont_ls_min,old_cont_ls_median,old_cont_ls_max,old_cat_ls_min,old_cat_ls_median,old_cat_ls_max,old_outputscale_min,old_outputscale_median,old_outputscale_max,acq_pool_size,acq_mc_samples,acq_repeats,acq_value_mean,acq_value_std,acq_per_point_std_mean,acq_spearman_mean,acq_spearman_min,acq_top25_jaccard_mean,acq_top25_jaccard_min,acq_finite_fraction,new_scale_ess,new_scale_set,new_scale_main,new_scale_pair,new_scale_residual,new_ess_lengthscale,new_conc_lengthscale
old_mixed_hamming,6.550293684005737,-0.5958555025189316,2907.6847878332055,2126.964897064513,0.9877199164426148,0.00021939737727642172,0.6157826969465178,0.013452914798206279,0.0,26268.428212169514,2.8783400823058845,2.8783400823058845,0.024644567934064224,0.024644567934062375,853.0817834811744,34615.408383852875,0.33141732633349624,0.23079945188654571,0.01919324360956751,1.035893462966109,0.06053811659192825,0.006726457399103139,0.0,0.09723685365581557,1.266577449154781,2.85910083669606,0.33046767384905884,0.7090342196926456,1.1509291718678027,0.4919553357363713,0.8272513723046159,1.30599696502605,512,64,5,-47.14335050964538,31.888791250052194,2.8376979221676213,0.9995597494735697,0.9990945721896063,0.9692307692307693,0.9230769230769231,1.0,,,,,,,
new_additive_set,7.725600481033325,-0.21856696671950882,1975.1316583818088,1370.4685934054894,0.994333710318858,-0.0014076478692180937,0.4989239021646503,0.004484304932735426,0.0,26268.428212169514,2.3480079309644197,2.501723919675325,0.015851114206445603,0.015851114206428703,910.8984726232103,57465.89550492161,0.2717572309750465,0.1966758767227824,0.014367717464700043,0.9884252930920929,0.05829596412556054,0.006726457399103139,0.0,,,,,,,,,,512,64,5,-63.75455495335591,12.878354474897979,1.6022977995227394,0.9982024571274076,0.9949616299596024,0.8173669880566432,0.6666666666666666,1.0,2.046164648353368,0.29701193249637137,0.07678173007927139,0.00015252855236246173,0.004831350114680268,"[3.336360999526965, 1.1371318234869916]",0.18010421041131688
