model,n_seeds,old_cont_ls_min_mean,old_cont_ls_min_std,old_cont_ls_min_min,old_cont_ls_min_max,old_cont_ls_median_mean,old_cont_ls_median_std,old_cont_ls_median_min,old_cont_ls_median_max,old_cont_ls_max_mean,old_cont_ls_max_std,old_cont_ls_max_min,old_cont_ls_max_max,old_cat_ls_min_mean,old_cat_ls_min_std,old_cat_ls_min_min,old_cat_ls_min_max,old_cat_ls_median_mean,old_cat_ls_median_std,old_cat_ls_median_min,old_cat_ls_median_max,old_cat_ls_max_mean,old_cat_ls_max_std,old_cat_ls_max_min,old_cat_ls_max_max,old_outputscale_min_mean,old_outputscale_min_std,old_outputscale_min_min,old_outputscale_min_max,old_outputscale_median_mean,old_outputscale_median_std,old_outputscale_median_min,old_outputscale_median_max,old_outputscale_max_mean,old_outputscale_max_std,old_outputscale_max_min,old_outputscale_max_max,new_scale_ess_mean,new_scale_ess_std,new_scale_ess_min,new_scale_ess_max,new_scale_set_mean,new_scale_set_std,new_scale_set_min,new_scale_set_max,new_scale_pair_mean,new_scale_pair_std,new_scale_pair_min,new_scale_pair_max,baseline_outputscale_mean,baseline_outputscale_std,baseline_outputscale_min,baseline_outputscale_max,baseline_theta_mean,baseline_theta_std,baseline_theta_min,baseline_theta_max
old_mixed_hamming,10,0.0972368536558155,0.0,0.0972368536558155,0.0972368536558155,1.266577449154781,0.0,1.266577449154781,1.266577449154781,2.8591008366960606,4.681111291435602e-16,2.85910083669606,2.85910083669606,0.3304676738490588,0.0,0.3304676738490588,0.3304676738490588,0.7090342196926456,0.0,0.7090342196926456,0.7090342196926456,1.1509291718678027,0.0,1.1509291718678027,1.1509291718678027,0.49195533573637124,5.851389114294502e-17,0.4919553357363713,0.4919553357363713,0.8272513723046158,1.1702778228589004e-16,0.8272513723046159,0.8272513723046159,1.3059969650260501,2.340555645717801e-16,1.30599696502605,1.30599696502605,,,,,,,,,,,,,,,,,,,,
new_additive_set,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3566555304877106,0.0,0.3566555304877106,0.3566555304877106,0.22763564054125324,2.925694557147251e-17,0.2276356405412532,0.2276356405412532,0.2073328879722811,0.0,0.2073328879722811,0.2073328879722811,,,,,,,,
baseline_kernel,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3747386225481843,0.0,0.3747386225481843,0.3747386225481843,0.8847851543192217,1.1702778228589004e-16,0.8847851543192218,0.8847851543192218
