model,fit_seconds,mll,train_rmse,train_mae,train_r2,train_z_mean,train_z_std,train_frac_abs_z_gt_2,train_frac_abs_z_gt_3,target_std,kernel_diag_min,kernel_diag_max,noise_standardized,eig_min,eig_max,condition_number,loo_rmse_model_space,loo_mae_model_space,loo_z_mean,loo_z_std,loo_frac_abs_z_gt_2,loo_frac_abs_z_gt_3,loo_cholesky_jitter,old_cont_ls_min,old_cont_ls_median,old_cont_ls_max,old_cat_ls_min,old_cat_ls_median,old_cat_ls_max,old_outputscale_min,old_outputscale_median,old_outputscale_max,acq_pool_size,acq_mc_samples,acq_repeats,acq_value_mean,acq_value_std,acq_per_point_std_mean,acq_spearman_mean,acq_spearman_min,acq_top25_jaccard_mean,acq_top25_jaccard_min,acq_finite_fraction,new_scale_ess,new_scale_set,new_scale_pair,new_ess_lengthscale,new_conc_lengthscale__cmc,new_conc_lengthscale__peg20k,new_conc_lengthscale__dmso,new_conc_lengthscale__pl127,new_conc_lengthscale__bsa,new_conc_lengthscale__pva,new_conc_lengthscale__tw80,new_conc_lengthscale__glycerol,new_conc_lengthscale__tw20,new_conc_lengthscale__imidazole,new_conc_lengthscale__tx100,new_conc_lengthscale__edta,new_conc_lengthscale__mgso4,new_conc_lengthscale__sucrose,new_conc_lengthscale__cacl2,new_conc_lengthscale__znso4,new_conc_lengthscale__paa,new_conc_lengthscale__mncl2,new_conc_lengthscale__peg200k,new_conc_lengthscale__feso4,new_conc_lengthscale__peg6k,new_conc_lengthscale__peg400,new_main_amp__cmc,new_main_amp__peg20k,new_main_amp__dmso,new_main_amp__pl127,new_main_amp__bsa,new_main_amp__pva,new_main_amp__tw80,new_main_amp__glycerol,new_main_amp__tw20,new_main_amp__imidazole,new_main_amp__tx100,new_main_amp__edta,new_main_amp__mgso4,new_main_amp__sucrose,new_main_amp__cacl2,new_main_amp__znso4,new_main_amp__paa,new_main_amp__mncl2,new_main_amp__peg200k,new_main_amp__feso4,new_main_amp__peg6k,new_main_amp__peg400
old_mixed_hamming,6.455534219741821,-0.5958555025189316,2907.6847878332055,2126.964897064513,0.9877199164426148,0.00021939737727642172,0.6157826969465178,0.013452914798206279,0.0,26268.428212169514,2.8783400823058845,2.8783400823058845,0.024644567934064224,0.024644567934062375,853.0817834811744,34615.408383852875,0.33141732633349624,0.23079945188654571,0.01919324360956751,1.035893462966109,0.06053811659192825,0.006726457399103139,0.0,0.09723685365581557,1.266577449154781,2.85910083669606,0.33046767384905884,0.7090342196926456,1.1509291718678027,0.4919553357363713,0.8272513723046159,1.30599696502605,512,64,5,-47.14335050964538,31.888791250052194,2.8376979221676213,0.9995597494735697,0.9990945721896063,0.9692307692307693,0.9230769230769231,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new_additive_set,7.5917017459869385,-0.1565109504920296,1605.5067450937252,1123.1313287700755,0.9962560422243797,-0.00027152675843727063,0.5007566299135362,0.006726457399103139,0.0,26268.428212169514,0.6144399283511972,2.364524052146814,0.010987413876316502,0.010987413876315974,180.00824921162234,16383.13175765963,0.2706420173935597,0.1933285706013344,0.004455787240864149,1.0010119467196466,0.05605381165919283,0.002242152466367713,0.0,,,,,,,,,,512,64,5,-58.01090116410073,22.743768967302024,4.153503614342327,0.988969578984562,0.9674668263123563,0.9692307692307693,0.9230769230769231,1.0,0.37256438518705387,0.2418755431641433,0.17114810087007556,"[2.05602222075016, 0.988638006099971]",0.5886715945068153,0.5392291691633652,0.17136669307358532,0.32842313971508547,0.3385681054432019,0.7012600102125037,0.2019966250815846,0.2275841341333646,0.4142579106915271,0.7397827509318432,0.4720421466085206,0.47812715517219895,0.19009894839223396,0.1756084414746777,0.11389404547788513,0.5000227361463461,0.08718567316969186,0.23976024769503307,0.26172861733830055,0.16971810078976302,0.34195977699976876,0.430559452829249,0.28300858842729537,0.20174519540165103,0.22946356432599685,0.25859872937932793,0.3352407067044261,0.26162856664143946,0.25011266133925497,0.22054857204532888,0.2814431016177763,0.7247502297658893,0.21370520677843222,0.26884977564008955,0.2932871319810296,0.2263294610207744,0.9121866087575583,0.2417606279372219,0.2246394712877704,0.25848332479977953,0.2517891268086334,0.3824979794536453,0.22771273107648518,0.22581502641994278
