model,fit_seconds,mll,n_subspaces_total,n_subspaces_top,screen_best,screen_worst_top,screen_active_count_dist,screen_sample_stats_by_n_free,candidate_opt_seconds,candidate_joint_acq,candidate_unique_before_topq,candidate_n,candidate_active_count_dist,candidate_additive_counts,candidate_pair_counts,candidate_acq_mean,candidate_acq_min,candidate_acq_max
new_additive_set,13.738266468048096,-0.23082757198646678,9109,40,10.32221567489926,9.350335226553929,"{4: 39, 3: 1}","{2: 64, 3: 1408, 4: 29568, 5: 197120, 6: 936320}",2886.612096309662,11.0700729282686,32,32,{4: 32},"{'imidazole': 32, 'cacl2': 32, 'bsa': 24, 'cmc': 22, 'sucrose': 6, 'edta': 5, 'feso4': 5, 'mgso4': 1, 'paa': 1}","{'imidazole+cacl2': 32, 'bsa+imidazole': 24, 'bsa+cacl2': 24, 'cmc+imidazole': 22, 'cmc+cacl2': 22, 'cmc+bsa': 15, 'imidazole+sucrose': 6, 'sucrose+cacl2': 6, 'bsa+sucrose': 5, 'imidazole+edta': 5, 'edta+cacl2': 5, 'imidazole+feso4': 5, 'cacl2+feso4': 5, 'cmc+feso4': 3, 'bsa+edta': 2, 'cmc+edta': 2, 'cmc+sucrose': 1, 'bsa+mgso4': 1, 'imidazole+mgso4': 1, 'mgso4+cacl2': 1}",10.508934960017175,9.95150898869085,10.85403120713168
