TMB,H2O2,latent_mean,latent_std,default_observation_std,training_target
0.005761174999999999,0.04110105499999999,431.9770637969443,125.58594132677298,218.04961477633196,440.2187182741122
0.006732161000000001,0.534053478,120.26054839554831,124.81573948674571,217.6069269779762,110.22176395939125
0.007149868000000003,0.009990078000000001,164.904813748494,124.91948376669612,217.66644957299448,151.17937817258934
0.008658956,0.195670288,207.03832919889237,120.63299193285506,215.23504498070793,224.30704314720833
0.01051241,0.11399216299999998,212.96914888564493,121.32410768957482,215.62315495291003,183.50336294416297
0.012513638,0.018010453000000003,826.6754483211573,124.44056028541351,217.39194761840358,840.4739213197976
0.015087254999999997,0.741988309,631.748675685252,125.29489914861048,217.88211858212588,634.7956852791881
0.016988231,0.006891297000000003,822.7456885123372,131.11349389404623,221.27935765967686,818.7350888324879
0.021652001000000004,0.054812730999999996,1094.003113359796,124.10438398195467,217.19968685225018,1117.4411167512694
0.025609630999999997,0.29255631299999996,805.974023730847,124.25551939353717,217.28607858059564,815.0768401015231
0.027868633000000004,0.026792707000000006,885.3999388963839,123.3993230012048,216.797598608312,878.6030456852793
0.031793511,0.07406713200000001,816.5000171686115,128.6435568541138,219.82486339186636,803.7013959390863
0.038666198,0.385758744,519.7128100674029,124.87216046452004,217.63929402626707,509.52607868020345
0.04919172399999999,0.013688631000000001,1300.432570630743,139.92859052486145,226.6138042826373,1260.6671954314725
0.05292016600000001,0.17862465599999997,822.5882033860573,125.05041604497596,217.74161843385997,827.7494923857871
0.068854601,0.008284257000000003,2209.3914020458456,124.90466983770364,217.65794814901855,2270.018401015229
0.07503710799999999,0.050546249,1515.954816645622,124.38676665312356,217.36115928011083,1517.22785532995
0.08546777700000001,0.954633334,373.5278841245772,128.8872368679231,219.96755595456167,366.20019035533016
0.10668356599999998,0.005456868999999999,2253.0871802509246,150.09051705413845,233.02568346590837,2190.2911802030458
0.126001922,0.11657131600000001,1949.706078892662,204.36658459842138,271.1816858594968,2002.8079314720821
0.160758493,0.24849527900000004,1625.4204929970463,164.06003261069858,242.25915905368484,1626.7222715736045
0.17309774300000003,0.023223318,3438.7437285912347,163.13727298468294,241.63521200779917,3363.5068527918793
0.20794409699999997,0.493752191,1306.215075669742,128.60549685935143,219.8025924952109,1301.5117385786803
0.2528952159999999,0.09050299700000002,3067.5869977177344,193.32434171356806,262.9602763615819,3054.364340101524
0.276991652,0.011873097000000003,7099.773459457542,156.8955453927957,237.46582492914197,7237.554441624366
0.338093748,0.031163164000000007,5830.245609930915,209.94769092243297,275.4121253119341,5775.970241116752
0.41759762,0.717258447,1693.3386042782085,126.94466420833689,218.83499175438672,1704.521510152285
0.489720549,0.018896878999999995,6747.227208529752,187.75302232223612,258.8918755703029,6743.25932741117
0.526319088,0.15964551400000002,3529.3345307957184,282.5333517395351,334.06421641706993,3399.9662436548233
0.695709702,0.007212630000000001,5588.275710874363,175.7504507943228,250.32384384948784,5536.385152284265
0.774773418,0.339271601,2888.0519669117393,129.15937679611756,220.12712340721797,2864.859010152285
0.852805389,0.06559568100000002,6571.574801599257,418.77848425564446,455.1364902099481,7314.13413705584
