HRP,model,n_train,n_conditions,train_y_mean,train_y_sd,lengthscale_TMB_normalized,lengthscale_H2O2_normalized,noise_mode,train_yvar_min,train_yvar_median,train_yvar_max,train_yvar_sd_median,train_yvar_sd_max,candidate_pred_max,candidate_pred_min,candidate_latent_std_mean,candidate_latent_std_max,candidate_default_observation_std_mean,candidate_file,baseline_rows,posterior_grid_file,posterior_train_file,candidate_cov_file,condition_loo_z_mean,condition_loo_z_std,condition_loo_abs_z_gt_2_pct,condition_loo_abs_z_gt_3_pct,condition_loo_mae,condition_loo_max_abs_error
1,fixed_sem_shrunk,96,96,7968.205174624578,4618.142945236556,0.40974974345231463,0.17466754855845198,fixed_sem,51563.754691285845,59677.055928193375,570361.7134132044,244.2888780280293,755.2229560952212,12258.551851692748,9592.62882166522,366.69927276080205,842.3732491228786,498.63004940073665,logs\Jun_15_rerun_diag\BO3_candidates_all.csv,96,logs\Jun_15_rerun_diag\diag\BO2_HRP_1_fixed_sem_shrunk_posterior_grid.csv,logs\Jun_15_rerun_diag\diag\BO2_HRP_1_fixed_sem_shrunk_posterior_train.csv,logs\Jun_15_rerun_diag\diag\BO2_HRP_1_fixed_sem_shrunk_candidate_latent_cov.csv,-0.042931895608167854,1.3188885893331026,11.458333333333332,3.125,654.6553858631113,3656.997987218526
0.01,fixed_sem_shrunk,96,96,3952.729496483715,2541.85670385273,0.06847788478470461,0.14633121220586764,fixed_sem,75909.3677728913,97320.9847857753,487077.9490414264,311.96311446351365,697.909699776,8227.040211847225,2186.3685836818463,1239.286456335149,2235.897599502536,1314.817526143463,logs\Jun_15_rerun_diag\BO3_candidates_all.csv,96,logs\Jun_15_rerun_diag\diag\BO2_HRP_0.01_fixed_sem_shrunk_posterior_grid.csv,logs\Jun_15_rerun_diag\diag\BO2_HRP_0.01_fixed_sem_shrunk_posterior_train.csv,logs\Jun_15_rerun_diag\diag\BO2_HRP_0.01_fixed_sem_shrunk_candidate_latent_cov.csv,0.024147734258820424,1.5550789551130233,12.5,5.208333333333334,768.98168886165,3053.953989430597
0.0001,fixed_sem_shrunk,96,96,381.84373479801224,249.5335260870271,0.025,0.025,fixed_sem,698.8034423383461,912.0727974843701,13211.427002827397,30.20054299982651,114.94097181957092,1025.2835870646793,510.0534123394806,180.7271508962743,231.56863626897248,184.67671606789236,logs\Jun_15_rerun_diag\BO3_candidates_all.csv,96,logs\Jun_15_rerun_diag\diag\BO2_HRP_0.0001_fixed_sem_shrunk_posterior_grid.csv,logs\Jun_15_rerun_diag\diag\BO2_HRP_0.0001_fixed_sem_shrunk_posterior_train.csv,logs\Jun_15_rerun_diag\diag\BO2_HRP_0.0001_fixed_sem_shrunk_candidate_latent_cov.csv,-0.004958643957233129,2.7190178763070714,22.916666666666664,17.708333333333336,264.3841343648149,873.9821237308672
