HRP,model,n_train,n_conditions,train_y_mean,train_y_sd,lengthscale_TMB_normalized,lengthscale_H2O2_normalized,noise_mode,train_yvar_min,train_yvar_median,train_yvar_max,train_yvar_sd_median,train_yvar_sd_max,candidate_pred_max,candidate_pred_min,candidate_latent_std_mean,candidate_latent_std_max,candidate_default_observation_std_mean,candidate_file,baseline_rows,posterior_grid_file,posterior_train_file,candidate_cov_file,condition_loo_z_mean,condition_loo_z_std,condition_loo_abs_z_gt_2_pct,condition_loo_abs_z_gt_3_pct,condition_loo_mae,condition_loo_max_abs_error
1,fixed_sem_shrunk,64,64,6149.15738717481,4679.673663348702,0.46346266064522224,0.1692635961030247,fixed_sem,64875.06444133578,72105.70206560846,583719.4791428667,268.52504923304355,764.0153657766751,12221.620263475264,9939.151169222301,489.64678604705716,1212.7997952513597,630.161072526195,logs\Jun_15_rerun_diag\BO2_candidates_all.csv,64,logs\Jun_15_rerun_diag\diag\BO1_HRP_1_fixed_sem_shrunk_posterior_grid.csv,logs\Jun_15_rerun_diag\diag\BO1_HRP_1_fixed_sem_shrunk_posterior_train.csv,logs\Jun_15_rerun_diag\diag\BO1_HRP_1_fixed_sem_shrunk_candidate_latent_cov.csv,-0.05932973252422505,1.2558658103406863,7.8125,3.125,907.9172862177973,4411.2671280077575
0.01,fixed_sem_shrunk,64,64,3136.6573693289984,2522.1076798012764,0.08727521094108134,0.19097505108315171,fixed_sem,48858.31463709488,59462.64793752058,316808.00755427073,243.84964206969954,562.8570045351402,7914.860661282394,4014.4460550301483,1216.4095038642927,2023.0711080271126,1258.5748937052617,logs\Jun_15_rerun_diag\BO2_candidates_all.csv,64,logs\Jun_15_rerun_diag\diag\BO1_HRP_0.01_fixed_sem_shrunk_posterior_grid.csv,logs\Jun_15_rerun_diag\diag\BO1_HRP_0.01_fixed_sem_shrunk_posterior_train.csv,logs\Jun_15_rerun_diag\diag\BO1_HRP_0.01_fixed_sem_shrunk_candidate_latent_cov.csv,0.09089145692485306,1.6476624317208035,4.6875,1.5625,584.2012727496333,3405.828271584668
0.0001,fixed_sem_shrunk,64,64,349.2813223746831,249.42268729778462,0.025,0.025,fixed_sem,557.7175625720374,724.9833256021286,13072.426509393365,26.925514398096997,114.33471261779322,763.1332013258078,524.073986555243,187.93045941459394,221.07695796961883,190.89871164191953,logs\Jun_15_rerun_diag\BO2_candidates_all.csv,64,logs\Jun_15_rerun_diag\diag\BO1_HRP_0.0001_fixed_sem_shrunk_posterior_grid.csv,logs\Jun_15_rerun_diag\diag\BO1_HRP_0.0001_fixed_sem_shrunk_posterior_train.csv,logs\Jun_15_rerun_diag\diag\BO1_HRP_0.0001_fixed_sem_shrunk_candidate_latent_cov.csv,-0.0056532294600670635,1.3785444326008256,7.8125,1.5625,223.9458850667353,738.9112529140664
