HRP,model,TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
1.0,fixed_sem_shrunk,1.0,0.24261962705419546,10672.47941603875,959.5383002300591,973.7590664932279
1.0,fixed_sem_shrunk,0.640553541485979,0.3647469780615521,10345.454955629877,512.0905649303916,538.2654704326658
1.0,fixed_sem_shrunk,1.0,0.1659552005843183,10577.986382690966,825.9549878500812,842.4337433435342
1.0,fixed_sem_shrunk,1.0,1.0,8931.925379389231,1255.3596612070871,1266.262551351553
1.0,fixed_sem_shrunk,1.0,0.3511027616311054,10526.922779459213,929.3647428014131,944.040144872933
1.0,fixed_sem_shrunk,1.0,0.022421329112414127,9201.337927745357,1009.6170012301521,1023.1419545411753
1.0,fixed_sem_shrunk,0.5246799584917698,0.4903252205124999,9963.033206634385,463.16531578985877,491.95028175628795
1.0,fixed_sem_shrunk,0.772481322963178,0.29849322934900974,10514.186182068379,705.9917737647662,725.2015958289753
1.0,fixed_sem_shrunk,1.0,0.1160686658304203,10352.085465863329,531.3850607358384,556.6534404300418
1.0,fixed_sem_shrunk,1.0,0.20310975657615918,10653.877066642603,919.5711480165135,934.4003779075542
1.0,fixed_sem_shrunk,1.0,0.586310099596898,9908.737397777146,868.3338955485896,884.0230337089415
1.0,fixed_sem_shrunk,1.0,0.03485168957378823,9359.888796802421,838.4656128132482,854.703196343425
1.0,fixed_sem_shrunk,1.0,0.2891037364487831,10636.466759867702,962.0427087741915,976.2269938262081
1.0,fixed_sem_shrunk,1.0,0.017217133640753092,9150.36878762233,1008.127490813474,1021.672162537104
1.0,fixed_sem_shrunk,0.8497174650994692,0.23323374528289031,10534.932512930314,813.2810244546212,830.0114425159027
1.0,fixed_sem_shrunk,0.6956922900431445,1.0,8876.063296851504,957.5200007925392,971.7703030485732
1.0,fixed_sem_shrunk,1.0,0.048294131829755664,9581.072169439001,607.2785683825479,629.5079265474966
1.0,fixed_sem_shrunk,1.0,0.4406144967096327,10306.702600397744,872.3097920531927,887.928681416056
1.0,fixed_sem_shrunk,1.0,0.02666782355998005,9247.934721314834,964.612951835278,978.7599893833727
1.0,fixed_sem_shrunk,0.569476785881194,0.3963317960683847,10196.441774421286,469.6031536387475,498.0161562407675
1.0,fixed_sem_shrunk,0.79172141513924,0.35347768699576976,10504.251678004937,658.0004772830645,678.5702602340542
1.0,fixed_sem_shrunk,1.0,0.13952912954886684,10479.126184087821,703.7554827832126,723.0247226179781
1.0,fixed_sem_shrunk,0.5519287276418988,0.7766107255969003,9233.664534456038,678.0817282902299,698.0600262229866
1.0,fixed_sem_shrunk,0.506012680434558,1.0,8485.610877405757,944.0106146186696,958.4617939605573
1.0,fixed_sem_shrunk,1.0,0.004999999999999999,8398.004454413538,1006.1659315438486,1019.7366580489652
