model,fit_seconds,mll,train_rmse,train_mae,train_r2,train_z_mean,train_z_std,train_frac_abs_z_gt_2,train_frac_abs_z_gt_3,target_std,kernel_diag_min,kernel_diag_max,noise_standardized,eig_min,eig_max,condition_number,loo_rmse_model_space,loo_mae_model_space,loo_z_mean,loo_z_std,loo_frac_abs_z_gt_2,loo_frac_abs_z_gt_3,loo_cholesky_jitter,old_cont_ls_min,old_cont_ls_median,old_cont_ls_max,old_cat_ls_min,old_cat_ls_median,old_cat_ls_max,old_outputscale_min,old_outputscale_median,old_outputscale_max,acq_pool_size,acq_mc_samples,acq_repeats,acq_value_mean,acq_value_std,acq_per_point_std_mean,acq_spearman_mean,acq_spearman_min,acq_top25_jaccard_mean,acq_top25_jaccard_min,acq_finite_fraction,new_scale_ess,new_scale_set,new_scale_main,new_scale_pair,new_scale_residual,new_ess_lengthscale,new_conc_lengthscale
old_mixed_hamming,0.6287186145782471,-0.801318167645991,5339.335102249441,3743.4350845996814,0.9601664060048243,0.000351534635095598,0.6675227582499327,0.009433962264150943,0.0047169811320754715,26783.983998231673,1.8617210265663253,1.8617210265663253,0.07167500681953404,0.07167500681953341,514.0978938758068,7172.624275714767,0.32562623800444407,0.23547161782019588,-0.0009719049023936717,0.9170274119682513,0.04009433962264151,0.007075471698113208,0.0,0.9981680590288339,1.0035601618957668,1.0052047158199897,0.6928292338072379,0.6932065811460879,0.6933177199284652,0.6903899131979869,0.6918906156458585,0.6929426225487058,16,8,2,-66.54211066335205,0.631633974461084,0.03491648312579665,0.9911764705882352,0.9911764705882352,1.0,1.0,1.0,,,,,,,
new_additive_set,0.47931694984436035,-0.513469394930241,1090.3956045903985,600.9077760625515,0.9983387181516138,-0.0026225314967572915,0.34719279788386614,0.0,0.0,26783.983998231673,0.5499901633058095,2.299881268171912,0.009202026851818292,0.009202026851893912,94.38034754880266,10256.473825587436,0.28889635804958747,0.20355426600710208,0.0043258369501592495,0.7875964720103875,0.02122641509433962,0.01179245283018868,0.0,,,,,,,,,,16,8,2,-51.71542201603181,28.45187386713959,4.748678891908558,0.9823529411764707,0.9823529411764707,1.0,1.0,1.0,0.150001481217184,0.3499898440976833,0.7499606421650638,0.24996982053597525,0.049998837990942124,"[0.35001070167951037, 0.3500107306148101]",0.25003058716316884
