model,fit_seconds,mll,train_rmse,train_mae,train_r2,train_z_mean,train_z_std,train_frac_abs_z_gt_2,train_frac_abs_z_gt_3,target_std,kernel_diag_min,kernel_diag_max,noise_standardized,eig_min,eig_max,condition_number,loo_rmse_model_space,loo_mae_model_space,loo_z_mean,loo_z_std,loo_frac_abs_z_gt_2,loo_frac_abs_z_gt_3,loo_cholesky_jitter,new_scale_ess,new_scale_set,new_scale_main,new_scale_pair,new_scale_residual,new_ess_lengthscale,new_conc_lengthscale,acq_pool_size,acq_mc_samples,acq_repeats,acq_value_mean,acq_value_std,acq_per_point_std_mean,acq_spearman_mean,acq_spearman_min,acq_top25_jaccard_mean,acq_top25_jaccard_min,acq_finite_fraction
new_additive_set,12.966134786605835,-0.21831342040674911,1969.3285582395981,1366.5284540015198,0.9943669574608693,-0.0013949724920300048,0.49836991864927827,0.004484304932735426,0.0,26268.428212169514,2.255771139886266,2.41095344534145,0.01578307539345835,0.015783075393430383,873.8710573292647,55367.60330581761,0.27128190491234455,0.19641091488943152,0.01428553699990115,0.9890391432621297,0.05829596412556054,0.006726457399103139,0.0,1.963030252569667,0.2840920280833288,0.07754848181385465,8.534182747453145e-05,0.008648859233270002,"[4.243309013583984, 1.1238863580883434]",0.18219221820033357,512,64,5,-63.70408176829649,12.953671393089374,1.4686470164467211,0.998449829267804,0.9956109952392396,0.8225443139236244,0.6666666666666666,1.0
