model,fit_seconds,mll,train_rmse,train_mae,train_r2,train_z_mean,train_z_std,train_frac_abs_z_gt_2,train_frac_abs_z_gt_3,target_std,kernel_diag_min,kernel_diag_max,noise_standardized,eig_min,eig_max,condition_number,loo_rmse_model_space,loo_mae_model_space,loo_z_mean,loo_z_std,loo_frac_abs_z_gt_2,loo_frac_abs_z_gt_3,loo_cholesky_jitter,new_scale_ess,new_scale_set,new_scale_main,new_scale_pair,new_scale_residual,new_ess_lengthscale,new_conc_lengthscale,acq_pool_size,acq_mc_samples,acq_repeats,acq_value_mean,acq_value_std,acq_per_point_std_mean,acq_spearman_mean,acq_spearman_min,acq_top25_jaccard_mean,acq_top25_jaccard_min,acq_finite_fraction
new_additive_set,10.162047624588013,-0.2183955284834062,1967.758929371789,1364.760380159709,0.9943759333755567,-0.0014542915491830037,0.4983900124970267,0.004484304932735426,0.0,26268.428212169514,2.104407554469595,2.259005769623613,0.015760810524218596,0.015760810524191628,806.6013623742857,51177.65746477409,0.2714213590446828,0.1964508054074181,0.014395090944736157,0.9888719913600512,0.05829596412556054,0.006726457399103139,0.0,1.8082086912873816,0.2889240752931524,0.077222641371056,0.00015293241190613845,0.007274787889060817,"[3.637025150922378, 1.190053275394772]",0.18112621631617293,512,64,5,-63.75742983578692,12.798093750517289,1.4725487628277698,0.9984817834397639,0.9956704510992093,0.9142857142857144,0.7857142857142857,1.0
